Datensatztyp*;EinheitMastrNummer;Anlagenbetreiber;Anzeigename;Postleitzahl;Ort;Strasse;Hausnummer;Bundesland;Land;Jahr_Inbetriebnahme;Jahr_Stilllegung**;Kraftwerksstatus;Energietraeger;Hauptbrennstoff;Waermeauskopplung_KWK;Erneuerbarer_Energietraeger;Bruttoleistung_MW;Nettonennleistung_MW;Technologie_Stromerzeugung;Volleinspeisung_Teileinspeisung;Spannungsebene;Anschlussnetzbetreiber;Bestandteil_Grenzkraftwerk;Grenzkraftwerk_Nettonennleistung_MW
Kleinanlagen_aggregiert;;;;;;;;Saarland;Deutschland;;;vorl?ufig Stillgelegt;Erdgas;;;Nein;0,2;0,2;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Brandenburg;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Waerme;;;Nein;0,01;0,01;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;BadenWuerttemberg;Deutschland;;;InBetrieb;Mineraloelprodukte;;;Nein;111,75;108,34;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Brandenburg;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Grubengas;;;Nein;1,88;1,88;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Niedersachsen;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Biomasse;;;Ja;85,75;84,3;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Bremen;Deutschland;;;InBetrieb;Abfall;;;Nein;8,6;7,6;;;;;Nein;
stillgelegte Anlagen;;;;;;;;SchleswigHolstein;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Abfall;;;Nein;0;0;;;;;Nein;
stillgelegte Anlagen;;;;;;;;MecklenburgVorpommern;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Wasser;;;Ja;0,02;0,02;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Bayern;Deutschland;;;InBetrieb;Waerme;;;Nein;5,98;5,56;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Bayern;Deutschland;;;InBetrieb;Wasserstoff;;;Nein;1,56;1,55;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Thueringen;Deutschland;;;vorl?ufig Stillgelegt;Sonstige Energietraeger (nicht erneuerbar);;;Nein;0,46;0,45;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;SchleswigHolstein;Deutschland;;;InBetrieb;Batteriespeicher;;;Nein;38,44;38,1;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Niedersachsen;Deutschland;;;InBetrieb;Sonstige Energietraeger (nicht erneuerbar);;;Nein;25,39;23,34;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;BadenWuerttemberg;Deutschland;;;vorl?ufig Stillgelegt;Erdgas;;;Nein;3,51;3,45;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;SachsenAnhalt;Deutschland;;;vorl?ufig Stillgelegt;Erdgas;;;Nein;2,28;2,25;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;BadenWuerttemberg;Deutschland;;;InBetrieb;Biomasse;;;Ja;792,97;781,37;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Sachsen;Deutschland;;;vorl?ufig Stillgelegt;Biomasse;;;Ja;5,18;5,14;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Bremen;Deutschland;;;InBetrieb;Biomasse;;;Ja;5,37;5,36;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Sachsen;Deutschland;;;InBetrieb;Braunkohle;;;Nein;4,37;4,05;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Hamburg;Deutschland;;;InBetrieb;Wasser;;;Ja;0,12;0,12;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Berlin;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Sonstige Energietraeger (nicht erneuerbar);;;Nein;0,05;0,02;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;SchleswigHolstein;Deutschland;;;InBetrieb;Wasser;;;Ja;5,04;4,9;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Brandenburg;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Braunkohle;;;Nein;1,6;1,6;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Niedersachsen;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Mineraloelprodukte;;;Nein;4,73;4,51;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Brandenburg;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Abfall;;;Nein;2,01;2,01;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;MecklenburgVorpommern;Deutschland;;;InBetrieb;Sonstige Energietraeger (nicht erneuerbar);;;Nein;5,49;5,33;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;BadenWuerttemberg;Deutschland;;;InBetrieb;Pumpspeicher;;;Nein;0,03;0,03;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;RheinlandPfalz;Deutschland;;;vorl?ufig Stillgelegt;Sonstige Energietraeger (nicht erneuerbar);;;Nein;0;0;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Hessen;Deutschland;;;vorl?ufig Stillgelegt;Sonstige Energietraeger (nicht erneuerbar);;;Nein;0,53;0,53;;;;;Nein;
stillgelegte Anlagen;;;;;;;;BadenWuerttemberg;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Waerme;;;Nein;2,1;2,06;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Sachsen;Deutschland;;;vorl?ufig Stillgelegt;Erdgas;;;Nein;0,25;0,25;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Hessen;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Braunkohle;;;Nein;1,7;1,51;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;NordrheinWestfalen;Deutschland;;;InBetrieb;Waerme;;;Nein;18,02;17,13;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;NordrheinWestfalen;Deutschland;;;vorl?ufig Stillgelegt;Wasser;;;Ja;0,7;0,7;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;BadenWuerttemberg;Deutschland;;;vorl?ufig Stillgelegt;Wasser;;;Ja;2,89;2,7;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;MecklenburgVorpommern;Deutschland;;;InBetrieb;Wasser;;;Ja;2,6;2,5;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Sachsen;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Erdgas;;;Nein;44,9;42,44;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Bayern;Deutschland;;;vorl?ufig Stillgelegt;Steinkohle;;;Nein;3,37;3,25;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Saarland;Deutschland;;;InBetrieb;Waerme;;;Nein;1,41;1,41;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Thueringen;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Erdgas;;;Nein;46,48;45,27;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;MecklenburgVorpommern;Deutschland;;;InBetrieb;Pumpspeicher;;;Nein;0,01;0,01;;;;;Nein;
stillgelegte Anlagen;;;;;;;;RheinlandPfalz;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Erdgas;;;Nein;39,4;37,95;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;NordrheinWestfalen;Deutschland;;;InBetrieb;Biomasse;;;Ja;826,39;809,53;;;;;Nein;
stillgelegte Anlagen;;;;;;;;NordrheinWestfalen;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Steinkohle;;;Nein;18;14,7;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Niedersachsen;Deutschland;;;vorl?ufig Stillgelegt;Biomasse;;;Ja;32,7;32,34;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Berlin;Deutschland;;;InBetrieb;Mineraloelprodukte;;;Nein;0,83;0,73;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;SachsenAnhalt;Deutschland;;;vorl?ufig Stillgelegt;Waerme;;;Nein;0,02;0,02;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Hamburg;Deutschland;;;InBetrieb;Biomasse;;;Ja;33,13;29,83;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Brandenburg;Deutschland;;;vorl?ufig Stillgelegt;Erdgas;;;Nein;0,89;0,88;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;RheinlandPfalz;Deutschland;;;vorl?ufig Stillgelegt;Mineraloelprodukte;;;Nein;2,01;2,01;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Hessen;Deutschland;;;vorl?ufig Stillgelegt;Mineraloelprodukte;;;Nein;0,44;0,39;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;SachsenAnhalt;Deutschland;;;vorl?ufig Stillgelegt;Mineraloelprodukte;;;Nein;0,01;0,01;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;SachsenAnhalt;Deutschland;;;InBetrieb;Braunkohle;;;Nein;0,27;0,07;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Sachsen;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Braunkohle;;;Nein;1;1;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Bayern;Deutschland;;;InBetrieb;Abfall;;;Nein;60,35;40,49;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Brandenburg;Deutschland;;;InBetrieb;Abfall;;;Nein;1,1;1,1;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Berlin;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Mineraloelprodukte;;;Nein;0,03;0,03;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Niedersachsen;Deutschland;;;InBetrieb;Biomasse;;;Ja;1673,52;1659,03;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;NordrheinWestfalen;Deutschland;;;vorl?ufig Stillgelegt;Batteriespeicher;;;Nein;0,01;0,01;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Thueringen;Deutschland;;;InBetrieb;Erdgas;;;Nein;136,1;132,05;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;SachsenAnhalt;Deutschland;;;vorl?ufig Stillgelegt;Biomasse;;;Ja;5,9;5,78;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Niedersachsen;Deutschland;;;InBetrieb;Mineraloelprodukte;;;Nein;74,41;70,58;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;SchleswigHolstein;Deutschland;;;InBetrieb;Grubengas;;;Nein;0,12;0,12;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;BadenWuerttemberg;Deutschland;;;InBetrieb;Waerme;;;Nein;18,21;16,84;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Niedersachsen;Deutschland;;;vorl?ufig Stillgelegt;Wasser;;;Ja;0,18;0;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Bayern;Deutschland;;;InBetrieb;Mineraloelprodukte;;;Nein;73,29;69,8;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Hessen;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Waerme;;;Nein;0;0;;;;;Nein;
stillgelegte Anlagen;;;;;;;;SchleswigHolstein;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Erdgas;;;Nein;20,67;20,27;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Brandenburg;Deutschland;;;InBetrieb;Mineraloelprodukte;;;Nein;1,45;1,4;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Bayern;Deutschland;;;vorl?ufig Stillgelegt;Wasser;;;Ja;0,67;0,64;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Thueringen;Deutschland;;;InBetrieb;Grubengas;;;Nein;0,81;0,81;;;;;Nein;
stillgelegte Anlagen;;;;;;;;RheinlandPfalz;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Waerme;;;Nein;0,36;0,36;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;RheinlandPfalz;Deutschland;;;InBetrieb;Batteriespeicher;;;Nein;26,4;25,75;;;;;Nein;
stillgelegte Anlagen;;;;;;;;SachsenAnhalt;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Wasser;;;Ja;0;0;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;RheinlandPfalz;Deutschland;;;InBetrieb;Grubengas;;;Nein;0,12;0,12;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;NordrheinWestfalen;Deutschland;;;InBetrieb;Wasserstoff;;;Nein;2,88;2,88;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Sachsen;Deutschland;;;InBetrieb;Batteriespeicher;;;Nein;100,68;97,57;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;MecklenburgVorpommern;Deutschland;;;InBetrieb;Erdgas;;;Nein;76,46;73,91;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;BadenWuerttemberg;Deutschland;;;vorl?ufig Stillgelegt;Sonstige Energietraeger (nicht erneuerbar);;;Nein;0,53;0,53;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Bremen;Deutschland;;;InBetrieb;Erdgas;;;Nein;37,38;36,07;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Niedersachsen;Deutschland;;;vorl?ufig Stillgelegt;Erdgas;;;Nein;3,24;3,21;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Bayern;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Mineraloelprodukte;;;Nein;14,59;14,19;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Thueringen;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Biomasse;;;Ja;23,98;23,6;;;;;Nein;
stillgelegte Anlagen;;;;;;;;RheinlandPfalz;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Wasser;;;Ja;0,08;0,07;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Saarland;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Mineraloelprodukte;;;Nein;0,39;0,39;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Hessen;Deutschland;;;InBetrieb;Grubengas;;;Nein;2,06;2,03;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;SachsenAnhalt;Deutschland;;;InBetrieb;Batteriespeicher;;;Nein;36,92;36,58;;;;;Nein;
stillgelegte Anlagen;;;;;;;;NordrheinWestfalen;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Abfall;;;Nein;2,33;2,33;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Hamburg;Deutschland;;;vorl?ufig Stillgelegt;Batteriespeicher;;;Nein;2,72;2,72;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Sachsen;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Sonstige Energietraeger (nicht erneuerbar);;;Nein;0,87;0,72;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Brandenburg;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Sonstige Energietraeger (nicht erneuerbar);;;Nein;0,69;0,67;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Hamburg;Deutschland;;;InBetrieb;Erdgas;;;Nein;111,13;108,86;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Thueringen;Deutschland;;;InBetrieb;Wasser;;;Ja;36,42;34,08;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Thueringen;Deutschland;;;InBetrieb;Biomasse;;;Ja;205,27;201,36;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Bayern;Deutschland;;;InBetrieb;Biomasse;;;Ja;1832,98;1815,14;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Berlin;Deutschland;;;vorl?ufig Stillgelegt;Erdgas;;;Nein;2,33;2,33;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;RheinlandPfalz;Deutschland;;;InBetrieb;Geothermie;;;Ja;7,8;4,9;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Hessen;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Wasser;;;Ja;0,15;0,11;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Thueringen;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Waerme;;;Nein;9,65;9,51;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;SchleswigHolstein;Deutschland;;;InBetrieb;Erdgas;;;Nein;183,15;180,05;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Sachsen;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Batteriespeicher;;;Nein;0,08;0,08;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Sachsen;Deutschland;;;InBetrieb;Sonstige Energietraeger (nicht erneuerbar);;;Nein;6,84;6,47;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Bayern;Deutschland;;;vorl?ufig Stillgelegt;Waerme;;;Nein;0,02;0,02;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;BadenWuerttemberg;Deutschland;;;InBetrieb;Abfall;;;Nein;0,41;0,41;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Bayern;Deutschland;;;vorl?ufig Stillgelegt;Biomasse;;;Ja;18,68;18,57;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Hessen;Deutschland;;;InBetrieb;Wasser;;;Ja;73,31;67,8;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;RheinlandPfalz;Deutschland;;;InBetrieb;Wasser;;;Ja;45,18;44,52;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;SchleswigHolstein;Deutschland;;;vorl?ufig Stillgelegt;Mineraloelprodukte;;;Nein;0,01;0,01;;;;;Nein;
stillgelegte Anlagen;;;;;;;;SachsenAnhalt;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Pumpspeicher;;;Nein;0;0;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Niedersachsen;Deutschland;;;InBetrieb;Wasserstoff;;;Nein;0;0;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;;Oesterreich;;;InBetrieb;SolareStrahlungsenergie;;;Ja;0;0;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Bayern;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;SolareStrahlungsenergie;;;Ja;84,42;75,05;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Bayern;Deutschland;;;vorl?ufig Stillgelegt;SolareStrahlungsenergie;;;Ja;11,95;10,77;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Berlin;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;SolareStrahlungsenergie;;;Ja;5,2;4,33;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Hessen;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;SolareStrahlungsenergie;;;Ja;20,33;17,68;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Hessen;Deutschland;;;vorl?ufig Stillgelegt;SolareStrahlungsenergie;;;Ja;3,01;2,67;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Sachsen;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;SolareStrahlungsenergie;;;Ja;7,81;6,79;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Sachsen;Deutschland;;;vorl?ufig Stillgelegt;SolareStrahlungsenergie;;;Ja;1,66;1,47;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Thueringen;Deutschland;;;InBetrieb;SolareStrahlungsenergie;;;Ja;3441,66;3040,87;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Brandenburg;Deutschland;;;InBetrieb;SolareStrahlungsenergie;;;Ja;9583,57;8393,71;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Saarland;Deutschland;;;vorl?ufig Stillgelegt;SolareStrahlungsenergie;;;Ja;0,48;0,45;;;;;Nein;
stillgelegte Anlagen;;;;;;;;SachsenAnhalt;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;SolareStrahlungsenergie;;;Ja;15,84;13,86;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;SachsenAnhalt;Deutschland;;;vorl?ufig Stillgelegt;SolareStrahlungsenergie;;;Ja;1,32;1,22;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Brandenburg;Deutschland;;;vorl?ufig Stillgelegt;SolareStrahlungsenergie;;;Ja;1;0,84;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;MecklenburgVorpommern;Deutschland;;;InBetrieb;SolareStrahlungsenergie;;;Ja;5336,07;4662,31;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;;Daenemark;;;InBetrieb;SolareStrahlungsenergie;;;Ja;49,68;33,92;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;;Schweiz;;;InBetrieb;SolareStrahlungsenergie;;;Ja;0,07;0,06;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Bremen;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;SolareStrahlungsenergie;;;Ja;0,61;0,53;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Bremen;Deutschland;;;InBetrieb;SolareStrahlungsenergie;;;Ja;207,44;181,3;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Niedersachsen;Deutschland;;;vorl?ufig Stillgelegt;SolareStrahlungsenergie;;;Ja;2,43;2,06;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;NordrheinWestfalen;Deutschland;;;vorl?ufig Stillgelegt;SolareStrahlungsenergie;;;Ja;7,81;7,07;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;BadenWuerttemberg;Deutschland;;;vorl?ufig Stillgelegt;SolareStrahlungsenergie;;;Ja;5,96;5,22;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Berlin;Deutschland;;;InBetrieb;SolareStrahlungsenergie;;;Ja;533,77;458,81;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Brandenburg;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;SolareStrahlungsenergie;;;Ja;9,75;8,56;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;RheinlandPfalz;Deutschland;;;vorl?ufig Stillgelegt;SolareStrahlungsenergie;;;Ja;3,59;3,25;;;;;Nein;
stillgelegte Anlagen;;;;;;;;BadenWuerttemberg;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;SolareStrahlungsenergie;;;Ja;57,9;51,39;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;BadenWuerttemberg;Deutschland;;;InBetrieb;SolareStrahlungsenergie;;;Ja;15499,19;13866,51;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Niedersachsen;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;SolareStrahlungsenergie;;;Ja;34,44;29,57;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Niedersachsen;Deutschland;;;InBetrieb;SolareStrahlungsenergie;;;Ja;11059,28;9911;;;;;Nein;
stillgelegte Anlagen;;;;;;;;NordrheinWestfalen;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;SolareStrahlungsenergie;;;Ja;47,69;41,07;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;NordrheinWestfalen;Deutschland;;;InBetrieb;SolareStrahlungsenergie;;;Ja;15157,39;13440,64;;;;;Nein;
stillgelegte Anlagen;;;;;;;;RheinlandPfalz;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;SolareStrahlungsenergie;;;Ja;17,69;15,8;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;RheinlandPfalz;Deutschland;;;InBetrieb;SolareStrahlungsenergie;;;Ja;6324,77;5575,2;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;SchleswigHolstein;Deutschland;;;vorl?ufig Stillgelegt;SolareStrahlungsenergie;;;Ja;0,87;0,73;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Saarland;Deutschland;;;InBetrieb;SolareStrahlungsenergie;;;Ja;1256,08;1107,71;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;SachsenAnhalt;Deutschland;;;InBetrieb;SolareStrahlungsenergie;;;Ja;6210,19;5454,6;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Bayern;Deutschland;;;InBetrieb;SolareStrahlungsenergie;;;Ja;33196,83;29776,3;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Bremen;Deutschland;;;vorl?ufig Stillgelegt;SolareStrahlungsenergie;;;Ja;0,05;0,04;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Hamburg;Deutschland;;;vorl?ufig Stillgelegt;SolareStrahlungsenergie;;;Ja;0,23;0,21;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Hessen;Deutschland;;;InBetrieb;SolareStrahlungsenergie;;;Ja;5776,7;5119,33;;;;;Nein;
stillgelegte Anlagen;;;;;;;;MecklenburgVorpommern;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;SolareStrahlungsenergie;;;Ja;9,2;8,1;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Saarland;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;SolareStrahlungsenergie;;;Ja;2,4;2,17;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Sachsen;Deutschland;;;InBetrieb;SolareStrahlungsenergie;;;Ja;5681,76;4896,21;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Thueringen;Deutschland;;;vorl?ufig Stillgelegt;SolareStrahlungsenergie;;;Ja;4,17;3,63;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Berlin;Deutschland;;;vorl?ufig Stillgelegt;SolareStrahlungsenergie;;;Ja;1,76;1,02;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Hamburg;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;SolareStrahlungsenergie;;;Ja;2,01;1,73;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Hamburg;Deutschland;;;InBetrieb;SolareStrahlungsenergie;;;Ja;285,59;249,54;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;MecklenburgVorpommern;Deutschland;;;vorl?ufig Stillgelegt;SolareStrahlungsenergie;;;Ja;1,94;1,89;;;;;Nein;
stillgelegte Anlagen;;;;;;;;SchleswigHolstein;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;SolareStrahlungsenergie;;;Ja;41,78;34,55;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;SchleswigHolstein;Deutschland;;;InBetrieb;SolareStrahlungsenergie;;;Ja;5106,29;4466,46;;;;;Nein;
