nr_MASTR,nr_betreiber,energie_type,verknuepfte_einheiten,name,einspeisung,leistung_brutto,plz,landkreis,ort,strasse,hausnummer,bundesland,laenge,breite,jahr_inbetriebnahme,jahr_stillgelegt,stillgelegt,name_KW,energietraeger,nr_KW
SEE931012437020,ABR997116496912,Wasser,"SEE946979186225, SEE991316727548, SEE931012437020, SEE969267129582, SEE953174240607, SEE941548257580",Kraftwerk Gars MS2,Volleinspeisung,5000,83536,Mühldorf a. Inn,Gars,Agg,4,Bayern,12.312222,48.153611,1938,NA,FALSE,NA,Laufwasseranlage,NA
SEE969267129582,ABR997116496912,Wasser,"SEE946979186225, SEE991316727548, SEE931012437020, SEE969267129582, SEE953174240607, SEE941548257580",Kraftwerk Gars MS3,Volleinspeisung,5000,83536,Mühldorf a. Inn,Gars,Agg,4,Bayern,12.312222,48.153611,1938,NA,FALSE,NA,Laufwasseranlage,NA
SEE953174240607,ABR997116496912,Wasser,"SEE946979186225, SEE991316727548, SEE931012437020, SEE969267129582, SEE953174240607, SEE941548257580",Kraftwerk Gars MS4,Volleinspeisung,5000,83536,Mühldorf a. Inn,Gars,Agg,4,Bayern,12.312222,48.153611,1938,NA,FALSE,NA,Laufwasseranlage,NA
SEE941548257580,ABR997116496912,Wasser,"SEE946979186225, SEE991316727548, SEE931012437020, SEE969267129582, SEE953174240607, SEE941548257580",Kraftwerk Gars MS5,Volleinspeisung,5000,83536,Mühldorf a. Inn,Gars,Agg,4,Bayern,12.312222,48.153611,1938,NA,FALSE,NA,Laufwasseranlage,NA
SEE943021591570,ABR997116496912,Wasser,"SEE969507902654, SEE967404406039, SEE943021591570, SEE995735564722, SEE968493660913, SEE995049451596, SEE937353642390, SEE927407069969, SEE978319698396, SEE984899087819, SEE982484501641",Kraftwerk Wasserburg MS2 20 kV,Volleinspeisung,4820,83512,Rosenheim,Wasserburg,Innwerkstraße,15,Bayern,12.219167,48.057778,1938,NA,FALSE,NA,Laufwasseranlage,NA
SEE995735564722,ABR997116496912,Wasser,"SEE969507902654, SEE967404406039, SEE943021591570, SEE995735564722, SEE968493660913, SEE995049451596, SEE937353642390, SEE927407069969, SEE978319698396, SEE984899087819, SEE982484501641",Kraftwerk Wasserburg MS3 20 kV,Volleinspeisung,4820,83512,Rosenheim,Wasserburg,Innwerkstraße,15,Bayern,12.219167,48.057778,1938,NA,FALSE,NA,Laufwasseranlage,NA
SEE968493660913,ABR997116496912,Wasser,"SEE969507902654, SEE967404406039, SEE943021591570, SEE995735564722, SEE968493660913, SEE995049451596, SEE937353642390, SEE927407069969, SEE978319698396, SEE984899087819, SEE982484501641",Kraftwerk Wasserburg MS4 20 kV,Volleinspeisung,4820,83512,Rosenheim,Wasserburg,Innwerkstraße,15,Bayern,12.219167,48.057778,1938,NA,FALSE,NA,Laufwasseranlage,NA
SEE995049451596,ABR997116496912,Wasser,"SEE969507902654, SEE967404406039, SEE943021591570, SEE995735564722, SEE968493660913, SEE995049451596, SEE937353642390, SEE927407069969, SEE978319698396, SEE984899087819, SEE982484501641",Kraftwerk Wasserburg MS5 20 kV,Volleinspeisung,4820,83512,Rosenheim,Wasserburg,Innwerkstraße,15,Bayern,12.219167,48.057778,1938,NA,FALSE,NA,Laufwasseranlage,NA
SEE961226195928,ABR997116496912,Wasser,"SEE950536544908, SEE961226195928, SEE944229371742",Kraftwerk Feldkirchen MS2,Volleinspeisung,12733,83543,Rosenheim,Rott,Oberwöhrn,100,Bayern,12.156944,47.960556,1970,NA,FALSE,Kraftwerk Feldkirchen,Laufwasseranlage,NA
SEE944229371742,ABR997116496912,Wasser,"SEE950536544908, SEE961226195928, SEE944229371742",Kraftwerk Feldkrichen MS3,Volleinspeisung,12733,83543,Rosenheim,Rott,Oberwöhrn,100,Bayern,12.156944,47.960556,1970,NA,FALSE,Kraftwerk Feldkirchen,Laufwasseranlage,NA
SEE971686772294,ABR997116496912,Wasser,"SEE989745723057, SEE971686772294, SEE927234931354, SEE900123363948, SEE985411751317",Kraftwerk Teufelsbruck MS2,Volleinspeisung,5000,83564,Rosenheim,Soyen,Ponschabaustraße,25,Bayern,12.271667,48.114444,1938,NA,FALSE,NA,Laufwasseranlage,NA
SEE927234931354,ABR997116496912,Wasser,"SEE989745723057, SEE971686772294, SEE927234931354, SEE900123363948, SEE985411751317",Kraftwerk Teufelsbruck MS3,Volleinspeisung,5000,83564,Rosenheim,Soyen,Ponschabaustraße,25,Bayern,12.271667,48.114444,1938,NA,FALSE,NA,Laufwasseranlage,NA
SEE900123363948,ABR997116496912,Wasser,"SEE989745723057, SEE971686772294, SEE927234931354, SEE900123363948, SEE985411751317",Kraftwerk Teufelsbruck MS4,Volleinspeisung,5000,83564,Rosenheim,Soyen,Ponschabaustraße,25,Bayern,12.271667,48.114444,1938,NA,FALSE,NA,Laufwasseranlage,NA
SEE985411751317,ABR997116496912,Wasser,"SEE989745723057, SEE971686772294, SEE927234931354, SEE900123363948, SEE985411751317",Kraftwerk Teufelsbruck MS5,Volleinspeisung,5000,83564,Rosenheim,Soyen,Ponschabaustraße,25,Bayern,12.271667,48.114444,1938,NA,FALSE,NA,Laufwasseranlage,NA
SEE912351283974,ABR969064982205,Wasser,"SEE946492105505, SEE912351283974, SEE992421348512, SEE979623845346",Kraftwerk Braunau-Simbach MS2,Volleinspeisung,25600,84375,Rottal-Inn,Kirchdorf,Am Kirchdorfer Waldsee,1,Bayern,13.004125,48.244715,1954,NA,FALSE,Kraftwerk Braunau-Simbach,Laufwasseranlage,NA
SEE992421348512,ABR969064982205,Wasser,"SEE946492105505, SEE912351283974, SEE992421348512, SEE979623845346",Kraftwerk Braunau-Simbach MS3,Volleinspeisung,25600,84375,Rottal-Inn,Kirchdorf,Am Kirchdorfer Waldsee,1,Bayern,13.004125,48.244715,1954,NA,FALSE,Kraftwerk Braunau-Simbach,Laufwasseranlage,NA
SEE979623845346,ABR969064982205,Wasser,"SEE946492105505, SEE912351283974, SEE992421348512, SEE979623845346",Kraftwerk Braunau-Simbach MS4,Volleinspeisung,25600,84375,Rottal-Inn,Kirchdorf,Am Kirchdorfer Waldsee,1,Bayern,13.004125,48.244715,1954,NA,FALSE,Kraftwerk Braunau-Simbach,Laufwasseranlage,NA
SEE996980679766,ABR969064982205,Wasser,"SEE978187174503, SEE996980679766",Kraftwerk Oberaudorf-Ebbs MS2,Volleinspeisung,30000,83080,Miesbach,Oberaudorf,Untere Innauen,1,Bayern,12.198737,47.641111,1992,NA,FALSE,Kraftwerk Oberaudorf-Ebbs,Laufwasseranlage,NA
SEE973513212348,ABR969064982205,Wasser,"SEE995234903107, SEE973513212348, SEE983560968952, SEE941054035436",Kraftwerk Passau-Ingling MS2,Volleinspeisung,21600,94036,Passau,Passau,Innstraße,121,Bayern,13.434929,48.553389,1965,NA,FALSE,Kraftwerk Passau-Ingling,Laufwasseranlage,NA
SEE983560968952,ABR969064982205,Wasser,"SEE995234903107, SEE973513212348, SEE983560968952, SEE941054035436",Kraftwerk Passau-Ingling MS3,Volleinspeisung,21600,94036,Passau,Passau,Innstraße,121,Bayern,13.434929,48.553389,1965,NA,FALSE,Kraftwerk Passau-Ingling,Laufwasseranlage,NA
SEE941054035436,ABR969064982205,Wasser,"SEE995234903107, SEE973513212348, SEE983560968952, SEE941054035436",Kraftwerk Passau-Ingling MS4,Volleinspeisung,21600,94036,Passau,Passau,Innstraße,121,Bayern,13.434929,48.553389,1965,NA,FALSE,Kraftwerk Passau-Ingling,Laufwasseranlage,NA
SEE977891692877,ABR950811337010,Wasser,"SEE964117025212, SEE977891692877, SEE969078917545",Kraftwerk Ering-Frauenstein MS2,Volleinspeisung,24300,94140,Rottal-Inn,Ering,Innwerkstraße,38,Bayern,13.16003,48.290828,1942,NA,FALSE,Kraftwerk Ering-Frauenstein,Laufwasseranlage,NA
SEE969078917545,ABR950811337010,Wasser,"SEE964117025212, SEE977891692877, SEE969078917545",Kraftwerk Ering-Frauenstein MS3,Volleinspeisung,24300,94140,Rottal-Inn,Ering,Innwerkstraße,38,Bayern,13.16003,48.290828,1942,NA,FALSE,Kraftwerk Ering-Frauenstein,Laufwasseranlage,NA
SEE993233732025,ABR950811337010,Wasser,"SEE948455839281, SEE993233732025, SEE914861690945, SEE922429625575, SEE957367978162, SEE974979035090",Kraftwerk Egglfing-Obernberg MS2,Volleinspeisung,13450,94072,Passau,Bad Füssing,Am Innwerk,13,Bayern,13.318687,48.32025,1946,NA,FALSE,Kraftwerk Egglfing-Obernberg,Laufwasseranlage,NA
SEE914861690945,ABR950811337010,Wasser,"SEE948455839281, SEE993233732025, SEE914861690945, SEE922429625575, SEE957367978162, SEE974979035090",Kraftwerk Egglfing-Obernberg MS3,Volleinspeisung,13450,94072,Passau,Bad Füssing,Am Innwerk,13,Bayern,13.318687,48.32025,1949,NA,FALSE,Kraftwerk Egglfing-Obernberg,Laufwasseranlage,NA
SEE922429625575,ABR950811337010,Wasser,"SEE948455839281, SEE993233732025, SEE914861690945, SEE922429625575, SEE957367978162, SEE974979035090",Kraftwerk Egglfing-Obernberg MS4,Volleinspeisung,13450,94072,Passau,Bad Füssing,Am Innwerk,13,Bayern,13.318687,48.32025,1950,NA,FALSE,Kraftwerk Egglfing-Obernberg,Laufwasseranlage,NA
SEE957367978162,ABR950811337010,Wasser,"SEE948455839281, SEE993233732025, SEE914861690945, SEE922429625575, SEE957367978162, SEE974979035090",Kraftwerk Egglfing-Obernberg MS5,Volleinspeisung,13450,94072,Passau,Bad Füssing,Am Innwerk,13,Bayern,13.318687,48.32025,1950,NA,FALSE,Kraftwerk Egglfing-Obernberg,Laufwasseranlage,NA
SEE974979035090,ABR950811337010,Wasser,"SEE948455839281, SEE993233732025, SEE914861690945, SEE922429625575, SEE957367978162, SEE974979035090",Kraftwerk Egglfing-Obernberg MS6,Volleinspeisung,13450,94072,Passau,Bad Füssing,Am Innwerk,13,Bayern,13.318687,48.32025,1950,NA,FALSE,Kraftwerk Egglfing-Obernberg,Laufwasseranlage,NA
SEE981763247720,ABR914764874992,Wasser,"SEE978713223279, SEE912763580982, SEE981763247720, SEE959223473040, SEE907469400894, SEE916105034607",Dornstetten Pr(AF)3,Volleinspeisung,1400,86944,Landsberg am Lech,Unterdießen,St.-Gangwolf-Straße,NA,Bayern,10.8787,47.9773,1943,NA,FALSE,NA,Laufwasseranlage,NA
SEE959223473040,ABR914764874992,Wasser,"SEE978713223279, SEE912763580982, SEE981763247720, SEE959223473040, SEE907469400894, SEE916105034607",Dornstetten Pr(AF)4,Volleinspeisung,1400,86944,Landsberg am Lech,Unterdießen,St.-Gangwolf-Straße,NA,Bayern,10.8787,47.9773,1943,NA,FALSE,NA,Laufwasseranlage,NA
SEE907469400894,ABR914764874992,Wasser,"SEE978713223279, SEE912763580982, SEE981763247720, SEE959223473040, SEE907469400894, SEE916105034607",Dornstetten Pr(AF)5,Volleinspeisung,1400,86944,Landsberg am Lech,Unterdießen,St.-Gangwolf-Straße,NA,Bayern,10.8787,47.9773,1943,NA,FALSE,NA,Laufwasseranlage,NA
SEE916105034607,ABR914764874992,Wasser,"SEE978713223279, SEE912763580982, SEE981763247720, SEE959223473040, SEE907469400894, SEE916105034607",Dornstetten Pr(AF)6,Volleinspeisung,1400,86944,Landsberg am Lech,Unterdießen,St.-Gangwolf-Straße,NA,Bayern,10.8787,47.9773,1943,NA,FALSE,NA,Laufwasseranlage,NA
SEE937767544112,ABR914764874992,Wasser,"SEE968055183164, SEE960970385661, SEE937767544112, SEE991925021754, SEE941091256856, SEE971497052936",Epfach Pr(AF)3,Volleinspeisung,1400,86920,Landsberg am Lech,Epfach,Flößerstraße,NA,Bayern,10.9115,47.9095,1948,NA,FALSE,NA,Laufwasseranlage,NA
SEE991925021754,ABR914764874992,Wasser,"SEE968055183164, SEE960970385661, SEE937767544112, SEE991925021754, SEE941091256856, SEE971497052936",Epfach Pr(AF)4,Volleinspeisung,1400,86920,Landsberg am Lech,Epfach,Flößerstraße,NA,Bayern,10.9115,47.9095,1948,NA,FALSE,NA,Laufwasseranlage,NA
SEE941091256856,ABR914764874992,Wasser,"SEE968055183164, SEE960970385661, SEE937767544112, SEE991925021754, SEE941091256856, SEE971497052936",Epfach Pr(AF)5,Volleinspeisung,1400,86920,Landsberg am Lech,Epfach,Flößerstraße,NA,Bayern,10.9115,47.9095,1948,NA,FALSE,NA,Laufwasseranlage,NA
SEE971497052936,ABR914764874992,Wasser,"SEE968055183164, SEE960970385661, SEE937767544112, SEE991925021754, SEE941091256856, SEE971497052936",Epfach Pr(AF)6,Volleinspeisung,1400,86920,Landsberg am Lech,Epfach,Flößerstraße,NA,Bayern,10.9115,47.9095,1948,NA,FALSE,NA,Laufwasseranlage,NA
SEE997276286897,ABR914764874992,Wasser,"SEE919874990334, SEE963159143878, SEE997276286897, SEE941518167338, SEE901637934099, SEE923862420826",Landsberg Pr(AF)3,Volleinspeisung,1300,86899,Landsberg am Lech,Landsberg,Am Englischen Garten,NA,Bayern,10.8719,48.0342,1943,NA,FALSE,NA,Laufwasseranlage,NA
SEE941518167338,ABR914764874992,Wasser,"SEE919874990334, SEE963159143878, SEE997276286897, SEE941518167338, SEE901637934099, SEE923862420826",Landsberg Pr(AF)4,Volleinspeisung,1300,86899,Landsberg am Lech,Landsberg,Am Englischen Garten,NA,Bayern,10.8719,48.0342,1943,NA,FALSE,NA,Laufwasseranlage,NA
SEE901637934099,ABR914764874992,Wasser,"SEE919874990334, SEE963159143878, SEE997276286897, SEE941518167338, SEE901637934099, SEE923862420826",Landsberg Pr(AF)5,Volleinspeisung,1300,86899,Landsberg am Lech,Landsberg,Am Englischen Garten,NA,Bayern,10.8719,48.0342,1943,NA,FALSE,NA,Laufwasseranlage,NA
SEE923862420826,ABR914764874992,Wasser,"SEE919874990334, SEE963159143878, SEE997276286897, SEE941518167338, SEE901637934099, SEE923862420826",Landsberg Pr(AF)6,Volleinspeisung,1300,86899,Landsberg am Lech,Landsberg,Am Englischen Garten,NA,Bayern,10.8719,48.0342,1943,NA,FALSE,NA,Laufwasseranlage,NA
SEE932270059351,ABR914764874992,Wasser,"SEE993638704894, SEE963807893650, SEE932270059351, SEE918744313280, SEE978818827099, SEE927051587383",Lechblick Pr(AF)3,Volleinspeisung,1300,86920,Landsberg am Lech,Denklingen,Dr.-Manfred-Hirschvogel-Straße,16,Bayern,10.871,47.9353,1943,NA,FALSE,NA,Laufwasseranlage,NA
SEE918744313280,ABR914764874992,Wasser,"SEE993638704894, SEE963807893650, SEE932270059351, SEE918744313280, SEE978818827099, SEE927051587383",Lechblick Pr(AF)4,Volleinspeisung,1300,86920,Landsberg am Lech,Denklingen,Dr.-Manfred-Hirschvogel-Straße,16,Bayern,10.871,47.9353,1943,NA,FALSE,NA,Laufwasseranlage,NA
SEE978818827099,ABR914764874992,Wasser,"SEE993638704894, SEE963807893650, SEE932270059351, SEE918744313280, SEE978818827099, SEE927051587383",Lechblick Pr(AF)5,Volleinspeisung,1300,86920,Landsberg am Lech,Denklingen,Dr.-Manfred-Hirschvogel-Straße,NA,Bayern,10.871,47.9353,1943,NA,FALSE,NA,Laufwasseranlage,NA
SEE927051587383,ABR914764874992,Wasser,"SEE993638704894, SEE963807893650, SEE932270059351, SEE918744313280, SEE978818827099, SEE927051587383",Lechblick Pr(AF)6,Volleinspeisung,1300,86920,Landsberg am Lech,Denklingen,Dr.-Manfred-Hirschvogel-Straße,16,Bayern,10.871,47.9353,1943,NA,FALSE,NA,Laufwasseranlage,NA
SEE914555659944,ABR914764874992,Wasser,"SEE970231748524, SEE955601587859, SEE914555659944, SEE938714014153, SEE993153252665, SEE943352668064",Lechmühlen Pr(AF)3,Volleinspeisung,1300,86925,Landsberg am Lech,Fuchstal,Herrengasse,NA,Bayern,10.8758,47.9506,1943,NA,FALSE,NA,Laufwasseranlage,NA
SEE938714014153,ABR914764874992,Wasser,"SEE970231748524, SEE955601587859, SEE914555659944, SEE938714014153, SEE993153252665, SEE943352668064",Lechmühlen Pr(AF)4,Volleinspeisung,1300,86925,Landsberg am Lech,Fuchstal,Herrengasse,NA,Bayern,10.8758,47.9506,1943,NA,FALSE,NA,Laufwasseranlage,NA
SEE993153252665,ABR914764874992,Wasser,"SEE970231748524, SEE955601587859, SEE914555659944, SEE938714014153, SEE993153252665, SEE943352668064",Lechmühlen Pr(AF)5,Volleinspeisung,1300,86925,Landsberg am Lech,Fuchstal,Herrengasse,NA,Bayern,10.8758,47.9506,1943,NA,FALSE,NA,Laufwasseranlage,NA
SEE943352668064,ABR914764874992,Wasser,"SEE970231748524, SEE955601587859, SEE914555659944, SEE938714014153, SEE993153252665, SEE943352668064",Lechmühlen Pr(AF)6,Volleinspeisung,1300,86925,Landsberg am Lech,Fuchstal,Herrengasse,NA,Bayern,10.8758,47.9506,1943,NA,FALSE,NA,Laufwasseranlage,NA
SEE920841603935,ABR914764874992,Wasser,"SEE965436607783, SEE918418425370, SEE920841603935, SEE953875897209, SEE990579437850, SEE913070705747",Pitzling Pr(AF)3,Volleinspeisung,1300,86899,Landsberg am Lech,Landsberg,Andernach,NA,Bayern,10.8764,48.0092,1944,NA,FALSE,NA,Laufwasseranlage,NA
SEE953875897209,ABR914764874992,Wasser,"SEE965436607783, SEE918418425370, SEE920841603935, SEE953875897209, SEE990579437850, SEE913070705747",Pitzling Pr(AF)4,Volleinspeisung,1300,86899,Landsberg am Lech,Landsberg,Andernach,NA,Bayern,10.8764,48.0092,1944,NA,FALSE,NA,Laufwasseranlage,NA
SEE990579437850,ABR914764874992,Wasser,"SEE965436607783, SEE918418425370, SEE920841603935, SEE953875897209, SEE990579437850, SEE913070705747",Pitzling Pr(AF)5,Volleinspeisung,1300,86899,Landsberg am Lech,Landsberg,Andernach,NA,Bayern,10.8764,48.0092,1944,NA,FALSE,NA,Laufwasseranlage,NA
SEE913070705747,ABR914764874992,Wasser,"SEE965436607783, SEE918418425370, SEE920841603935, SEE953875897209, SEE990579437850, SEE913070705747",Pitzling Pr(AF)6,Volleinspeisung,1300,86899,Landsberg am Lech,Landsberg,Andernach,NA,Bayern,10.8764,48.0092,1944,NA,FALSE,NA,Laufwasseranlage,NA
SEE993345571505,ABR914764874992,Wasser,"SEE900419589533, SEE973320889771, SEE993345571505, SEE948303973549, SEE988199618315, SEE927287823132",Sperber Pr(AF)3,Volleinspeisung,1200,86978,Weilheim-Schongau,Hohenfurch,Am Lech,14,Bayern,10.9236,47.8621,1947,NA,FALSE,NA,Laufwasseranlage,NA
SEE948303973549,ABR914764874992,Wasser,"SEE900419589533, SEE973320889771, SEE993345571505, SEE948303973549, SEE988199618315, SEE927287823132",Sperber Pr(AF)4,Volleinspeisung,1200,86978,Weilheim-Schongau,Hohenfurch,Am Lech,14,Bayern,10.9236,47.8621,1947,NA,FALSE,NA,Laufwasseranlage,NA
SEE988199618315,ABR914764874992,Wasser,"SEE900419589533, SEE973320889771, SEE993345571505, SEE948303973549, SEE988199618315, SEE927287823132",Sperber Pr(AF)5,Volleinspeisung,1200,86978,Weilheim-Schongau,Hohenfurch,Am Lech,14,Bayern,10.9236,47.8621,1947,NA,FALSE,NA,Laufwasseranlage,NA
SEE927287823132,ABR914764874992,Wasser,"SEE900419589533, SEE973320889771, SEE993345571505, SEE948303973549, SEE988199618315, SEE927287823132",Sperber Pr(AF)6,Volleinspeisung,1200,86978,Weilheim-Schongau,Hohenfurch,Am Lech,14,Bayern,10.9236,47.8621,1947,NA,FALSE,NA,Laufwasseranlage,NA
SEE945677591157,ABR914764874992,Wasser,"SEE931240961458, SEE994123191090, SEE945677591157, SEE949853625339, SEE955674416315, SEE937486636945",Apfeldorf Pr(AF)3,Volleinspeisung,1200,86920,Landsberg am Lech,Denklingen,Bei Forchau,NA,Bayern,10.9304,47.9031,1944,NA,FALSE,NA,Laufwasseranlage,NA
SEE949853625339,ABR914764874992,Wasser,"SEE931240961458, SEE994123191090, SEE945677591157, SEE949853625339, SEE955674416315, SEE937486636945",Apfeldorf Pr(AF)4,Volleinspeisung,1200,86920,Landsberg am Lech,Denklingen,Bei Forchau,NA,Bayern,10.9304,47.9031,1944,NA,FALSE,NA,Laufwasseranlage,NA
SEE955674416315,ABR914764874992,Wasser,"SEE931240961458, SEE994123191090, SEE945677591157, SEE949853625339, SEE955674416315, SEE937486636945",Apfeldorf Pr(AF)5,Volleinspeisung,1200,86920,Landsberg am Lech,Denklingen,Bei Forchau,NA,Bayern,10.9304,47.9031,1944,NA,FALSE,NA,Laufwasseranlage,NA
SEE937486636945,ABR914764874992,Wasser,"SEE931240961458, SEE994123191090, SEE945677591157, SEE949853625339, SEE955674416315, SEE937486636945",Apfeldorf Pr(AF)6,Volleinspeisung,1200,86920,Landsberg am Lech,Denklingen,Bei Forchau,NA,Bayern,10.9304,47.9031,1944,NA,FALSE,NA,Laufwasseranlage,NA
SEE960733948324,ABR926924870508,Wasser,SEE960733948324,WKA Dornau K3,Teileinspeisung (einschließlich Eigenverbrauch),3750,86956,Weilheim-Schongau,Schongau,Lechuferstraße,21,Bayern,10.904398,47.800186,1959,NA,FALSE,NA,Laufwasseranlage,NA
SEE991447237619,ABR926924870508,Wasser,"SEE934189010102, SEE987146503971, SEE991447237619, SEE932034678705",WKA Schongau Generator 3,Teileinspeisung (einschließlich Eigenverbrauch),1395,86956,Weilheim-Schongau,Schongau,Friedrich-Haindl-Straße,10,Bayern,10.902341,47.808151,2000,NA,FALSE,NA,Laufwasseranlage,NA
SEE966948910484,ABR926924870508,Wasser,SEE966948910484,WKA Dornau K4,Teileinspeisung (einschließlich Eigenverbrauch),3750,86956,Weilheim-Schongau,Schongau,Lechuferstraße,21,Bayern,10.904398,47.800186,1959,NA,FALSE,NA,Laufwasseranlage,NA
SEE926246346859,ABR981894928901,Wasser,SEE926246346859,Oberberg 2b PSW,Volleinspeisung,7248,94469,Deggendorf,Deggendorf,Donnersberger Weg,25,Bayern,12.9946,48.851289,2007,NA,FALSE,NA,Speicherwasseranlage,NA
SEE937353642390,ABR997116496912,Wasser,"SEE969507902654, SEE967404406039, SEE943021591570, SEE995735564722, SEE968493660913, SEE995049451596, SEE937353642390, SEE927407069969, SEE978319698396, SEE984899087819, SEE982484501641",Kraftwerk Wasserburg MS1 110 kV,Volleinspeisung,4820,83512,Rosenheim,Wasserburg,Innwerkstraße,15,Bayern,12.219167,48.057778,1938,NA,FALSE,NA,Laufwasseranlage,NA
SEE927407069969,ABR997116496912,Wasser,"SEE969507902654, SEE967404406039, SEE943021591570, SEE995735564722, SEE968493660913, SEE995049451596, SEE937353642390, SEE927407069969, SEE978319698396, SEE984899087819, SEE982484501641",Kraftwerk Wasserburg MS2 110 kV,Volleinspeisung,4820,83512,Rosenheim,Wasserburg,Innwerkstraße,15,Bayern,12.219167,48.057778,1938,NA,FALSE,NA,Laufwasseranlage,NA
SEE978319698396,ABR997116496912,Wasser,"SEE969507902654, SEE967404406039, SEE943021591570, SEE995735564722, SEE968493660913, SEE995049451596, SEE937353642390, SEE927407069969, SEE978319698396, SEE984899087819, SEE982484501641",Kraftwerk Wasserburg MS4 110 kV,Volleinspeisung,4820,83512,Rosenheim,Wasserburg,Innwerkstraße,15,Bayern,12.219167,48.057778,1938,NA,FALSE,NA,Laufwasseranlage,NA
SEE984899087819,ABR997116496912,Wasser,"SEE969507902654, SEE967404406039, SEE943021591570, SEE995735564722, SEE968493660913, SEE995049451596, SEE937353642390, SEE927407069969, SEE978319698396, SEE984899087819, SEE982484501641",Kraftwerk Wasserburg MS5 110 kV,Volleinspeisung,4820,83512,Rosenheim,Wasserburg,Innwerkstraße,15,Bayern,12.219167,48.057778,1938,NA,FALSE,NA,Laufwasseranlage,NA
SEE982484501641,ABR997116496912,Wasser,"SEE969507902654, SEE967404406039, SEE943021591570, SEE995735564722, SEE968493660913, SEE995049451596, SEE937353642390, SEE927407069969, SEE978319698396, SEE984899087819, SEE982484501641",Kraftwerk Wasserburg MS3 110 kV,Volleinspeisung,4820,83512,Rosenheim,Wasserburg,Innwerkstraße,15,Bayern,12.219167,48.057778,1938,NA,FALSE,NA,Laufwasseranlage,NA
SEE971499223693,ABR967287372797,Wasser,"SEE902378631681, SEE971499223693, SEE965528786747, SEE961706754454, SEE991958709742",Kraftwerk Jochenstein MS2,Volleinspeisung,26400,94107,Passau,Untergriesbach,Am Kraftwerk,2,Bayern,13.707638,48.518284,1956,NA,FALSE,Kraftwerk Jochenstein,Laufwasseranlage,NA
SEE965528786747,ABR967287372797,Wasser,"SEE902378631681, SEE971499223693, SEE965528786747, SEE961706754454, SEE991958709742",Kraftwerk Jochenstein MS3,Volleinspeisung,26400,94107,Passau,Untergriesbach,Am Kraftwerk,2,Bayern,13.707638,48.518284,1956,NA,FALSE,Kraftwerk Jochenstein,Laufwasseranlage,NA
