nr_MASTR,nr_betreiber,energie_type,verknuepfte_einheiten,name,einspeisung,leistung_brutto,plz,landkreis,ort,strasse,hausnummer,bundesland,laenge,breite,jahr_inbetriebnahme,jahr_stillgelegt,stillgelegt,name_KW,energietraeger,nr_KW
SEE916635297251,ABR920411149450,Wasser,SEE916635297251,Kraftwerk Kammerl,Volleinspeisung,1424,82442,Garmisch-Partenkirchen,Saulgrub,Kammerl,1,Bayern,10.986994,47.661935,2014,NA,FALSE,NA,Laufwasseranlage,NA
SEE966142515577,ABR925896046164,Wasser,"SEE966142515577, SEE902318691782",KWW M 1,Volleinspeisung,1700,86167,Augsburg,Augsburg,NA,NA,Bayern,10.898005,48.390781,2010,NA,FALSE,KW Wolfzahnauwehr,Laufwasseranlage,NA
SEE924793743626,ABR921440481122,Wasser,"SEE934039077637, SEE973496721325, SEE989756000338, SEE976533716001, SEE924793743626",Gersthofen M5,Teileinspeisung (einschließlich Eigenverbrauch),1974,86368,Augsburg,Gersthofen,Adolf-von-Baeyer-Straße,1,Bayern,10.88511,48.446018,1901,NA,FALSE,Gersthofen,Laufwasseranlage,NA
SEE911187764817,ABR921440481122,Wasser,"SEE911187764817, SEE964354309908, SEE942361504011, SEE920786021696",Langweid M2,Teileinspeisung (einschließlich Eigenverbrauch),1630,86462,Augsburg,Langweid,Lechwerkstraße,19,Bayern,10.866455,48.498123,1907,NA,FALSE,Langweid,Laufwasseranlage,NA
SEE964354309908,ABR921440481122,Wasser,"SEE911187764817, SEE964354309908, SEE942361504011, SEE920786021696",Langweid M1,Teileinspeisung (einschließlich Eigenverbrauch),1630,86462,Augsburg,Langweid,Lechwerkstraße,19,Bayern,10.866455,48.498123,1907,NA,FALSE,Langweid,Laufwasseranlage,NA
SEE942361504011,ABR921440481122,Wasser,"SEE911187764817, SEE964354309908, SEE942361504011, SEE920786021696",Langweid M3,Teileinspeisung (einschließlich Eigenverbrauch),1630,86462,Augsburg,Langweid,Lechwerkstraße,19,Bayern,10.866455,48.498123,1907,NA,FALSE,Langweid,Laufwasseranlage,NA
SEE920786021696,ABR921440481122,Wasser,"SEE911187764817, SEE964354309908, SEE942361504011, SEE920786021696",Langweid M5,Teileinspeisung (einschließlich Eigenverbrauch),2400,86462,Augsburg,Langweid,Lechwerkstraße,19,Bayern,10.866455,48.498123,1938,NA,FALSE,Langweid,Laufwasseranlage,NA
SEE942092289713,ABR931281976800,Wasser,"SEE942092289713, SEE983443477878, SEE974948708802",Wasserkraftwerk Großarmschlag,Volleinspeisung,1655,94481,Freyung-Grafenau,Grafenau,NA,NA,Bayern,13.359764,48.883159,2018,NA,FALSE,NA,Laufwasseranlage,NA
SEE926165902051,ABR951304713342,Wasser,SEE926165902051,Kraftwerk Türkheim,Volleinspeisung,1150,86842,Unterallgäu,Türkheim,Unteres Wehr,1,Bayern,10.656656,48.077347,1996,NA,FALSE,Kraftwerk Türkheim,Laufwasseranlage,NA
SEE980896063863,ABR907152889371,Wasser,SEE980896063863,T 14 PSKW Kirchentellinsfurt,Volleinspeisung,1300,72138,Tübingen,Kirchentellinsfurt,Tübinger Straße,41,Baden-Württemberg,9.132536,48.535783,1926,NA,FALSE,Maschine 1,Speicherwasseranlage,NA
SEE902318691782,ABR925896046164,Wasser,"SEE966142515577, SEE902318691782",KWW M 2,Volleinspeisung,1700,86167,Augsburg,Augsburg,NA,NA,Bayern,10.897948,48.390779,2010,NA,FALSE,KW Wolfzahnauwehr,Laufwasseranlage,NA
SEE983443477878,ABR931281976800,Wasser,"SEE942092289713, SEE983443477878, SEE974948708802",Wasserkraftwerk Großarmschlag,Volleinspeisung,1840,94481,Freyung-Grafenau,Grafenau,NA,NA,Bayern,13.359705,48.883164,1955,NA,FALSE,NA,Laufwasseranlage,NA
SEE918289313004,ABR940074841256,Wasser,"SEE918289313004, SEE910718764784",WKW Kostheim Generator 1,Volleinspeisung,2500,55246,Wiesbaden,Mainz-Kostheim,Bruchstück,3,Hessen,8.334702,50.001259,2009,NA,FALSE,WKW Kostheim Generator 1,Laufwasseranlage,NA
SEE910718764784,ABR940074841256,Wasser,"SEE918289313004, SEE910718764784",WKW Kostheim Generator 2,Volleinspeisung,2500,55246,Wiesbaden,Mainz-Kostheim,Bruchstück,3,Hessen,8.334591,50.001221,2009,NA,FALSE,WKW Kostheim Generator 2,Laufwasseranlage,NA
SEE987545686459,ABR985051542115,Wasser,"SEE987545686459, SEE986309801299",Wasserkraftwerk Warmatsgund,Volleinspeisung,4800,87561,Oberallgäu,Oberstdorf,Anatswald,6,Bayern,10.263409,47.347217,1992,NA,FALSE,Wasserkraftwerk Warmatsgund,Laufwasseranlage,NA
SEE970954735412,ABR994476905917,Wasser,SEE970954735412,Kraftwerk Faltenbach,Volleinspeisung,1600,87561,Oberallgäu,Oberstdorf,Am Faltenbach,2,Bayern,10.286999,47.403575,2011,NA,FALSE,Kraftwerk Faltenbach,Laufwasseranlage,NA
SEE990044480152,ABR958587897523,Wasser,"SEE990044480152, SEE946616056263",Kraftwerk Füssen M 1,Volleinspeisung,4990,87629,Ostallgäu,Füssen,Lusalten,1,Bayern,10.69479,47.563017,2007,NA,FALSE,Kraftwerk Füssen,Laufwasseranlage,NA
SEE946616056263,ABR958587897523,Wasser,"SEE990044480152, SEE946616056263",Kraftwerk Füssen M 2,Volleinspeisung,4990,87629,Ostallgäu,Füssen,Lusalten,1,Bayern,10.69479,47.563022,2007,NA,FALSE,Kraftwerk Füssen,Laufwasseranlage,NA
SEE997662385807,ABR976579954320,Wasser,"SEE977558085097, SEE900235334515, SEE997662385807",Werk 1 Maschine 5,Volleinspeisung,1180,87534,Oberallgäu,Oberstaufen,Hinterhalden,15,Bayern,9.97422,47.530563,1976,NA,FALSE,Krebs,Laufwasseranlage,NA
SEE975181843893,ABR914764874992,Wasser,"SEE975181843893, SEE941230688883",Offenbach K1,Volleinspeisung,2200,60314,Frankfurt am Main,Frankfurt,Franziusstraße,23,Hessen,8.72605,50.1097,1985,NA,FALSE,Kraftwerk Offenbach,Laufwasseranlage,NA
SEE941230688883,ABR914764874992,Wasser,"SEE975181843893, SEE941230688883",Offenbach K2,Volleinspeisung,2200,60314,Frankfurt am Main,Frankfurt,Franziusstraße,23,Hessen,8.72605,50.1097,1985,NA,FALSE,Kraftwerk Offenbach,Laufwasseranlage,NA
SEE911201147978,ABR914764874992,Wasser,"SEE911201147978, SEE975697104891",Kesselstadt K1,Volleinspeisung,2600,63477,Main-Kinzig-Kreis,Maintal,Kesselstädter Straße,60,Hessen,8.87051,50.1268,1921,NA,FALSE,Kraftwerk Kesselstadt,Laufwasseranlage,NA
SEE975697104891,ABR914764874992,Wasser,"SEE911201147978, SEE975697104891",Kesselstadt K2,Volleinspeisung,2600,63477,Main-Kinzig-Kreis,Maintal,Kesselstädter Straße,60,Hessen,8.87051,50.1268,1921,NA,FALSE,Kraftwerk Kesselstadt,Laufwasseranlage,NA
SEE974395331738,ABR999208137895,Wasser,"SEE977849329251, SEE974395331738, SEE954479037329",GN_T2_Kaplan,Volleinspeisung,1100,83471,Berchtesgadener Land,Berchtesgaden,Gartenau,8,Bayern,13.03778,47.656465,2013,NA,FALSE,NA,Laufwasseranlage,NA
SEE977512784516,ABR997116496912,Wasser,"SEE977512784516, SEE982332501670, SEE947313574326",Kraftwerk Rosenheim MS1,Volleinspeisung,11700,83101,Rosenheim,Rohrdorf,Ahornstraße,10,Bayern,12.153611,47.838056,1960,NA,FALSE,Rosenheim,Laufwasseranlage,NA
SEE975539952376,ABR920789268791,Wasser,"SEE975539952376, SEE995156555835, SEE904955359575",KW Ryburg-Schwörstadt M2,Teileinspeisung (einschließlich Eigenverbrauch),28300,79739,Lörrach,Schwörstadt,Kraftwerkstraße,1,Baden-Württemberg,7.836103,47.587069,1930,NA,FALSE,Kraftwerk Ryburg Schwörstadt,Laufwasseranlage,NA
SEE974080003018,ABR997116496912,Wasser,"SEE974080003018, SEE946142465416, SEE975444777408",TögingNeu MS1,Volleinspeisung,40000,84513,Altötting,Töging,Auenstraße,1,Bayern,12.584221,48.2484,2022,NA,FALSE,TögingNeu,Laufwasseranlage,NA
SEE946142465416,ABR997116496912,Wasser,"SEE974080003018, SEE946142465416, SEE975444777408",TögingNeu MS2,Volleinspeisung,40000,84513,Altötting,Töging,Auenstraße,1,Bayern,12.584221,48.2484,2022,NA,FALSE,Kraftwerk Töging Neu,Laufwasseranlage,NA
SEE975444777408,ABR997116496912,Wasser,"SEE974080003018, SEE946142465416, SEE975444777408",TögingNeu MS3,Volleinspeisung,40000,84513,Altötting,Töging,Auenstraße,1,Bayern,12.584221,48.2484,2022,NA,FALSE,Kraftwerk Töging Neu,Laufwasseranlage,NA
SEE907807877043,ABR957744875459,Wasser,SEE907807877043,Kraftwerk Rott,Volleinspeisung,5000,83395,Berchtesgadener Land,Freilassing,Kraftwerk,1,Bayern,12.993885,47.835241,2004,NA,FALSE,Kraftwerk Rott,Laufwasseranlage,NA
SEE995156555835,ABR920789268791,Wasser,"SEE975539952376, SEE995156555835, SEE904955359575",KW Ryburg-Schwörstadt M3,Teileinspeisung (einschließlich Eigenverbrauch),28300,79739,Lörrach,Schwörstadt,Kraftwerkstraße,1,Baden-Württemberg,7.836103,47.587069,1931,NA,FALSE,Kraftwerk Ryburg Schwörstadt,Laufwasseranlage,NA
SEE904955359575,ABR920789268791,Wasser,"SEE975539952376, SEE995156555835, SEE904955359575",KW Ryburg-Schwörstadt M4,Teileinspeisung (einschließlich Eigenverbrauch),28300,79739,Lörrach,Schwörstadt,Kraftwerkstraße,1,Baden-Württemberg,7.836103,47.587069,1931,NA,FALSE,Kraftwerk Ryburg -Schwörstadt,Laufwasseranlage,NA
SEE905804223849,ABR918910130901,Wasser,"SEE905804223849, SEE910013400721, SEE973556997929, SEE902489482608, SEE994853801559, SEE991332001752, SEE947227591686, SEE949717053087, SEE981577033014, SEE925074451797",KW Laufenburg Maschine 1,Teileinspeisung (einschließlich Eigenverbrauch),10600,5080,NA,Laufenburg,Baslerstrasse,NA,NA,8.048725,47.556217,1990,NA,FALSE,Kraftwerk Laufenburg,Laufwasseranlage,NA
SEE973493827723,ABR972811767499,Wasser,"SEE973493827723, SEE929404505242, SEE991505581654, SEE962376547568, SEE976184145496",KW Rheinfelden Maschine 1,Teileinspeisung (einschließlich Eigenverbrauch),22900,4310,NA,Rheinfelden,Chleigrüt,NA,NA,7.812283,47.56897,2010,NA,FALSE,Kraftwerk Rheinfelden,Laufwasseranlage,NA
SEE931261988564,ABR972811767499,Wasser,"SEE931261988564, SEE934890098444, SEE927287469774, SEE982064123652, SEE942749879687, SEE925326526723, SEE921196877927, SEE935645540645, SEE911430024132, SEE910204132950, SEE934727232676",KW Wyhlen Straflo 01,Teileinspeisung (einschließlich Eigenverbrauch),4600,79639,Lörrach,Grenzach-Wyhlen,Am Wasserkraftwerk,NA,Baden-Württemberg,7.707671,47.538747,1992,NA,FALSE,NA,Laufwasseranlage,NA
SEE910013400721,ABR918910130901,Wasser,"SEE905804223849, SEE910013400721, SEE973556997929, SEE902489482608, SEE994853801559, SEE991332001752, SEE947227591686, SEE949717053087, SEE981577033014, SEE925074451797",KW Laufenburg Maschine 2,Volleinspeisung,10600,5080,NA,Laufenburg,Baslerstrasse,NA,NA,8.048661,47.556236,1990,NA,FALSE,Kraftwerk Laufenburg,Laufwasseranlage,NA
SEE934890098444,ABR972811767499,Wasser,"SEE931261988564, SEE934890098444, SEE927287469774, SEE982064123652, SEE942749879687, SEE925326526723, SEE921196877927, SEE935645540645, SEE911430024132, SEE910204132950, SEE934727232676",KW Wyhlen Straflo 02,Teileinspeisung (einschließlich Eigenverbrauch),4600,79639,Lörrach,Grenzach-Wyhlen,Am Wasserkraftwerk,NA,Baden-Württemberg,7.707881,47.538792,1993,NA,FALSE,NA,Laufwasseranlage,NA
SEE979442108769,ABR918600156716,Wasser,SEE979442108769,Hauptkraftwerk,NA,4000,83413,Traunstein,Fridolfing,Lebenau,9,Bayern,12.874403,47.957924,2002,NA,FALSE,Hauptkraftwerk,Laufwasseranlage,NA
SEE908977758781,ABR978348168945,Wasser,"SEE973933126119, SEE908977758781",99700052 Farchau Wasser,Teileinspeisung (einschließlich Eigenverbrauch),1600,23909,Herzogtum Lauenburg,Farchau,Am Kanal,1,Schleswig-Holstein,10.763404,53.67805,2000,NA,FALSE,99700052 Farchau Wasser 2,Laufwasseranlage,NA
SEE989291732510,ABR968112198223,Wasser,SEE989291732510,KW Sylvenstein I,Teileinspeisung (einschließlich Eigenverbrauch),2508,83661,Bad Tölz-Wolfratshausen,Lenggries,Sylvenstein,1,Bayern,11.552035,47.590562,1959,NA,FALSE,NA,Speicherwasseranlage,NA
SEE964236871431,ABR968112198223,Wasser,SEE964236871431,KW Sylvenstein II,Teileinspeisung (einschließlich Eigenverbrauch),3780,83661,Bad Tölz-Wolfratshausen,Lenggries,Sylvenstein,1,Bayern,11.552035,47.590562,2000,NA,FALSE,NA,Speicherwasseranlage,NA
SEE995862682368,ABR917063786638,Wasser,"SEE903189842945, SEE924714158645, SEE978176260606, SEE995862682368, SEE904768778150",Wasserkraftwerk Lechbruck M4,Volleinspeisung,2227.5,86983,Ostallgäu,Lechbruck,Helmensteiner Straße,25,Bayern,10.797394,47.692868,2016,NA,FALSE,Wasserkraftwerk Lechbruck,Laufwasseranlage,NA
SEE922484588716,ABR917063786638,Wasser,"SEE922484588716, SEE911411690646",Wasserkraftwerk Horn M1,Volleinspeisung,2112,87645,Ostallgäu,Schwangau,Forchenweg,30 a,Bayern,10.711064,47.566545,1999,NA,FALSE,Wasserkraftwerk Horn,Laufwasseranlage,NA
SEE911411690646,ABR917063786638,Wasser,"SEE922484588716, SEE911411690646",Wasserkraftwerk Horn M2,Volleinspeisung,2880,87645,Ostallgäu,Schwangau,Forchenweg,30 a,Bayern,10.711064,47.566545,1999,NA,FALSE,Wasserkraftwerk Horn,Laufwasseranlage,NA
SEE926834704542,ABR917063786638,Wasser,"SEE926834704542, SEE938091194936",Wasserkraftwerk Keselstraße M1,Volleinspeisung,1385.5,87435,Kempten (Allgäu),Kempten,Keselstraße,16,Bayern,10.322294,47.718535,2009,NA,FALSE,NA,Laufwasseranlage,NA
SEE938091194936,ABR917063786638,Wasser,"SEE926834704542, SEE938091194936",Wasserkraftwerk Keselstraße M2,Volleinspeisung,1385.5,87435,Kempten (Allgäu),Kempten,Keselstraße,16,Bayern,10.322294,47.718535,2009,NA,FALSE,NA,Laufwasseranlage,NA
SEE909060573243,ABR999401230768,Wasser,"SEE909060573243, SEE915714081316",SWM Isarwerk 3 M1,Volleinspeisung,1650,80469,München,München,Hefner-Alteneck-Straße,24,Bayern,11.561,48.1194,1979,NA,FALSE,SWM Isarwerk 3,Laufwasseranlage,NA
SEE915714081316,ABR999401230768,Wasser,"SEE909060573243, SEE915714081316",SWM Isarwerk 3 M2,Volleinspeisung,1650,80469,München,München,Hefner-Alteneck-Straße,24,Bayern,11.561,48.1194,1979,NA,FALSE,SWM Isarwerk 3,Laufwasseranlage,NA
SEE921679055279,ABR914764874992,Wasser,"SEE921679055279, SEE911179819280",Gottfrieding K1,Volleinspeisung,3000,84177,Dingolfing-Landau,Gottfrieding,Isarweg,1,Bayern,12.5422,48.6447,1978,NA,FALSE,NA,Laufwasseranlage,NA
SEE911179819280,ABR914764874992,Wasser,"SEE921679055279, SEE911179819280",Gottfrieding K2,Volleinspeisung,3000,84177,Dingolfing-Landau,Gottfrieding,Isarweg,1,Bayern,12.5422,48.6447,1974,NA,FALSE,NA,Laufwasseranlage,NA
SEE941797895144,ABR934779480995,Wasser,SEE941797895144,Hitzinger,Volleinspeisung,1620,94244,Regen,Teisnach,Adolf-Pfleiderer-Straße,19,Bayern,12.99977,49.042385,2009,NA,FALSE,NA,Laufwasseranlage,NA
SEE995833202618,ABR914764874992,Wasser,SEE995833202618,TW Gottfrieding K (Ro) 1,Volleinspeisung,5000,84177,Dingolfing-Landau,Gottfrieding,Isarweg,1,Bayern,12.5422,48.6447,2009,NA,FALSE,TW Gottfrieding,Laufwasseranlage,NA
SEE930248546148,ABR914764874992,Wasser,"SEE930248546148, SEE949049420311, SEE926125006225",Landau K1,Volleinspeisung,4200,94431,Dingolfing-Landau,Pilsting,Stauseestraße,1,Bayern,12.6602,48.6681,1984,NA,FALSE,NA,Laufwasseranlage,NA
SEE949049420311,ABR914764874992,Wasser,"SEE930248546148, SEE949049420311, SEE926125006225",Landau K3,Volleinspeisung,4200,94431,Dingolfing-Landau,Pilsting,Stauseestraße,1,Bayern,12.6602,48.6681,1984,NA,FALSE,Landau,Laufwasseranlage,NA
SEE923058511512,ABR914764874992,Wasser,"SEE923058511512, SEE901248773803, SEE982462684892",Ettling K2,Volleinspeisung,4100,94522,Dingolfing-Landau,Wallersdorf,Kraftwerkstr.,1,Bayern,12.7943,48.6953,1988,NA,FALSE,NA,Laufwasseranlage,NA
SEE901248773803,ABR914764874992,Wasser,"SEE923058511512, SEE901248773803, SEE982462684892",Ettling K3,Volleinspeisung,4100,94522,Dingolfing-Landau,Wallersdorf,Kraftwerkstr.,1,Bayern,12.7943,48.6953,1988,NA,FALSE,NA,Laufwasseranlage,NA
SEE969190320896,ABR914764874992,Wasser,"SEE969190320896, SEE991388294085, SEE932569427427",Pielweichs K1,Volleinspeisung,4200,94447,Deggendorf,Plattling,An der Staustufe,1,Bayern,12.8698,48.7619,1994,NA,FALSE,NA,Laufwasseranlage,NA
SEE991388294085,ABR914764874992,Wasser,"SEE969190320896, SEE991388294085, SEE932569427427",Pielweichs K2,Volleinspeisung,4200,94447,Deggendorf,Plattling,An der Staustufe,1,Bayern,12.8698,48.7619,1994,NA,FALSE,NA,Laufwasseranlage,NA
SEE932569427427,ABR914764874992,Wasser,"SEE969190320896, SEE991388294085, SEE932569427427",Pielweichs K3,Volleinspeisung,4200,94447,Deggendorf,Plattling,An der Staustufe,1,Bayern,12.8698,48.7619,1994,NA,FALSE,NA,Laufwasseranlage,NA
SEE961284659301,ABR914764874992,Wasser,"SEE961284659301, SEE941328262162",Obernach F1,Volleinspeisung,6400,82432,Bad Tölz-Wolfratshausen,Walchensee,Einsiedl,NA,Bayern,11.3084,47.568600000000004,1955,NA,FALSE,NA,Laufwasseranlage,NA
SEE941328262162,ABR914764874992,Wasser,"SEE961284659301, SEE941328262162",Obernach F2,Volleinspeisung,6400,82432,Bad Tölz-Wolfratshausen,Walchensee,Einsiedl,NA,Bayern,11.3084,47.568600000000004,1955,NA,FALSE,NA,Laufwasseranlage,NA
SEE935573961376,ABR999401230768,Wasser,"SEE935573961376, SEE963949142524, SEE920847840785, SEE945785612836",SWM Uppenborn 1 Gen1,Teileinspeisung (einschließlich Eigenverbrauch),8800,85368,Freising,Wang,Werkstraße,25,Bayern,11.99778,48.4933,1930,NA,FALSE,SWM Uppenborn 1,Laufwasseranlage,NA
SEE958265383348,ABR955890399539,Wasser,SEE958265383348,Eigene Anlage - KW I,Volleinspeisung,1100,85221,Dachau,Dachau,Am Alten Wehr,1,Bayern,11.427353,48.25516,1951,NA,FALSE,KW I -Turbine_1,Laufwasseranlage,NA
SEE993206709856,ABR955890399539,Wasser,SEE993206709856,Eigene Anlage - KW I,Volleinspeisung,1100,85221,Dachau,Dachau,Am Alten Wehr,1,Bayern,11.427353,48.25516,1951,NA,FALSE,KW I - Turbine_2,Laufwasseranlage,NA
SEE998908296567,ABR914764874992,Wasser,SEE998908296567,Niedernach K1,Volleinspeisung,2200,83676,Bad Tölz-Wolfratshausen,Jachenau,Niedernach,55 1/3,Bayern,11.3937,47.5848,1951,NA,FALSE,NA,Laufwasseranlage,NA
SEE934510144209,ABR914764874992,Wasser,SEE934510144209,Schönmühl K1,Volleinspeisung,5000,82377,Weilheim-Schongau,Penzberg,Schönmühl,3,Bayern,11.4092,47.744,1922,NA,FALSE,NA,Laufwasseranlage,NA
SEE977277909087,ABR914764874992,Wasser,"SEE977277909087, SEE992625046054, SEE949500107867",Mühltal F1,Volleinspeisung,3740,82064,München,Straßlach-Dingharting,Mühlthal,7,Bayern,11.4854,47.9964,2011,NA,FALSE,NA,Laufwasseranlage,NA
SEE992625046054,ABR914764874992,Wasser,"SEE977277909087, SEE992625046054, SEE949500107867",Mühltal F2,Teileinspeisung (einschließlich Eigenverbrauch),3730,82064,München,Straßlach-Dingharting,Mühlthal,7,Bayern,11.4854,47.9964,2011,NA,FALSE,NA,Laufwasseranlage,NA
SEE949500107867,ABR914764874992,Wasser,"SEE977277909087, SEE992625046054, SEE949500107867",Mühltal F3,Volleinspeisung,3730,82064,München,Straßlach-Dingharting,Mühlthal,7,Bayern,11.4854,47.9964,1924,NA,FALSE,NA,Laufwasseranlage,NA
SEE981801599002,ABR914764874992,Wasser,"SEE981801599002, SEE933655686827",Höllriegelskreuth K1,Volleinspeisung,1550,82065,München,Baierbrunn,Beim Kraftwerk,1,Bayern,11.5054,48.0328,1940,NA,FALSE,NA,Laufwasseranlage,NA
SEE933655686827,ABR914764874992,Wasser,"SEE981801599002, SEE933655686827",Höllriegelskreuth K2,Volleinspeisung,1550,82065,München,Baierbrunn,Beim Kraftwerk,1,Bayern,11.5054,48.0328,1940,NA,FALSE,NA,Laufwasseranlage,NA
SEE975971327114,ABR983739334434,Wasser,SEE975971327114,WKA Breitwies,Teileinspeisung (einschließlich Eigenverbrauch),2200,76599,Rastatt,Weisenbach,Fabrikstraße,336,Baden-Württemberg,8.364082,48.710752,2001,NA,FALSE,WKA Breitwies,Laufwasseranlage,NA
SEE971683848824,ABR983739334434,Wasser,SEE971683848824,WKA Schlechtau,Teileinspeisung (einschließlich Eigenverbrauch),1450,76599,Rastatt,Weisenbach,In der Schlechtau,4,Baden-Württemberg,8.364104,48.721909,2019,NA,FALSE,WKA Schlechtau,Laufwasseranlage,NA
SEE977817022917,ABR914764874992,Wasser,"SEE977817022917, SEE996547660190, SEE950442426213, SEE967321278092",Pullach K1,Volleinspeisung,1300,82049,München,Pullach,Badstraße,18,Bayern,11.5232,48.054,1904,NA,FALSE,NA,Laufwasseranlage,NA
SEE996547660190,ABR914764874992,Wasser,"SEE977817022917, SEE996547660190, SEE950442426213, SEE967321278092",Pullach K2,Volleinspeisung,1300,82049,München,Pullach,Badstraße,18,Bayern,11.5232,48.054,1904,NA,FALSE,NA,Laufwasseranlage,NA
SEE950442426213,ABR914764874992,Wasser,"SEE977817022917, SEE996547660190, SEE950442426213, SEE967321278092",Pullach K3,Volleinspeisung,1300,82049,München,Pullach,Badstraße,18,Bayern,11.5232,48.054,1904,NA,FALSE,NA,Laufwasseranlage,NA
SEE967321278092,ABR914764874992,Wasser,"SEE977817022917, SEE996547660190, SEE950442426213, SEE967321278092",Pullach K4,Volleinspeisung,1300,82049,München,Pullach,Badstraße,18,Bayern,11.5232,48.054,1904,NA,FALSE,NA,Laufwasseranlage,NA
SEE939120695769,ABR914764874992,Wasser,SEE939120695769,Haag K(Ro)1,Volleinspeisung,4100,85410,Freising,Haag,Hagenaustraße,14,Bayern,11.8355,48.4547,2000,NA,FALSE,NA,Laufwasseranlage,NA
SEE931699316403,ABR914764874992,Wasser,"SEE931699316403, SEE919412154723, SEE916697461249",Dingolfing K1,Volleinspeisung,5000,84130,Dingolfing-Landau,Dingolfing,Bayernwerkstraße,55,Bayern,12.4839,48.6346,1957,NA,FALSE,Dingolfing,Laufwasseranlage,NA
SEE919412154723,ABR914764874992,Wasser,"SEE931699316403, SEE919412154723, SEE916697461249",Dingolfing K2,Volleinspeisung,5000,84130,Dingolfing-Landau,Dingolfing,Bayernwerkstraße,55,Bayern,12.4839,48.6346,1957,NA,FALSE,NA,Laufwasseranlage,NA
SEE916697461249,ABR914764874992,Wasser,"SEE931699316403, SEE919412154723, SEE916697461249",Dingolfing K3,Volleinspeisung,5000,84130,Dingolfing-Landau,Dingolfing,Bayernwerkstraße,55,Bayern,12.4839,48.6346,1958,NA,FALSE,NA,Laufwasseranlage,NA
SEE941459970745,ABR914764874992,Wasser,"SEE941459970745, SEE928715410504, SEE956682707471",Gummering K1,Volleinspeisung,5500,84183,Dingolfing-Landau,Niederviehbach,Untere Au,80,Bayern,12.3975,48.6229,1957,NA,FALSE,NA,Laufwasseranlage,NA
SEE928715410504,ABR914764874992,Wasser,"SEE941459970745, SEE928715410504, SEE956682707471",Gummering K2,Volleinspeisung,5500,84183,Dingolfing-Landau,Niederviehbach,Untere Au,80,Bayern,12.3975,48.6229,1957,NA,FALSE,NA,Laufwasseranlage,NA
SEE956682707471,ABR914764874992,Wasser,"SEE941459970745, SEE928715410504, SEE956682707471",Gummering K3,Volleinspeisung,5500,84183,Dingolfing-Landau,Niederviehbach,Untere Au,80,Bayern,12.3975,48.6229,1957,NA,FALSE,NA,Laufwasseranlage,NA
