nr_MASTR,nr_betreiber,energie_type,verknuepfte_einheiten,name,einspeisung,leistung_brutto,plz,landkreis,ort,strasse,hausnummer,bundesland,laenge,breite,jahr_inbetriebnahme,jahr_stillgelegt,stillgelegt,energietraeger,name_KW,nr_KW
SEE925018613724,ABR921198924445,Stromspeichereinheit,SEE925018613724,Wallerfangen Antonkreuz Speicher,Volleinspeisung,2200,66798,Saarlouis,Wallerfangen,NA,NA,Saarland,6.664403,49.317117,2026,NA,FALSE,Batterie,NA,NA
SEE934784663215,ABR903249858015,Stromspeichereinheit,SEE934784663215,Speicher Langendorf,Volleinspeisung,3200,97725,Bad Kissingen,Elfershausen,NA,NA,Bayern,9.98171,50.08977,2027,NA,FALSE,Batterie,NA,NA
SEE969064590042,ABR910821605929,Stromspeichereinheit,SEE969064590042,Stromspeicher 10MH BG1,Volleinspeisung,1400,84339,Rottal-Inn,Unterdietfurt,NA,NA,Bayern,12.66288,48.43565,2026,NA,FALSE,Batterie,NA,NA
SEE965068336488,ABR976710413822,Stromspeichereinheit,SEE965068336488,Speicher Weil III - P23-508,Volleinspeisung,5000,86947,Landsberg am Lech,Weil,NA,NA,Bayern,10.997324,48.103024,2026,NA,FALSE,Batterie,NA,NA
SEE981037701552,ABR963957358559,Stromspeichereinheit,SEE981037701552,Speicher Schrobenhausen-Sandizell I - P20-105 - Teil 5.000 kW BESS Inn24-2/119,Volleinspeisung,5000,86529,Neuburg-Schrobenhausen,Schrobenhausen,NA,NA,Bayern,11.175511,48.559178,2026,NA,FALSE,Batterie,NA,NA
SEE912471870009,ABR936525828228,Stromspeichereinheit,SEE912471870009,Speicher Schrobenhausen IX - P22-591 - Teil 1,Volleinspeisung,5000,86529,Neuburg-Schrobenhausen,Schrobenhausen,NA,NA,Bayern,11.299432,48.602855,2026,NA,FALSE,Batterie,NA,NA
SEE941053919201,ABR955900731328,Stromspeichereinheit,SEE941053919201,Speicher Pondorf PR - P23-595 - 1.016kW Inn24-2/121,Volleinspeisung,1016,93336,Eichstätt,Altmannstein,NA,NA,Bayern,11.575445,48.936814,2026,NA,FALSE,Batterie,NA,NA
SEE905777151866,ABR963324096879,Stromspeichereinheit,SEE905777151866,Speicher Siglohe - P24-035,Volleinspeisung,4000,86643,Neuburg-Schrobenhausen,Rennertshofen,NA,NA,Bayern,11.073783,48.757729,2026,NA,FALSE,Batterie,NA,NA
SEE945579140859,ABR994000452856,Stromspeichereinheit,SEE945579140859,"Speicher Camberg - P22-234 - 3.507,50 kW BESS Inn24-2/190",Volleinspeisung,3507.5,65520,Limburg-Weilburg,Bad Camberg,NA,NA,Hessen,8.243594,50.29289,2026,NA,FALSE,Batterie,NA,NA
SEE944667645443,ABR944344162973,Stromspeichereinheit,SEE944667645443,Speicher Freystadt - P23-131 - Teil 1,Volleinspeisung,2550,92342,Neumarkt i.d. OPf.,Freystadt,NA,NA,Bayern,11.347756,49.139479,2026,NA,FALSE,Batterie,NA,NA
SEE991219389751,ABR907611053503,Stromspeichereinheit,SEE991219389751,Speicher Werne - P23-335,Volleinspeisung,1750,59368,Unna,Werne,NA,NA,Nordrhein-Westfalen,7.663028,51.706415,2026,NA,FALSE,Batterie,NA,NA
SEE949782776300,ABR927308990881,Stromspeichereinheit,SEE949782776300,Speicher Seubersdorf V - P23-554,Volleinspeisung,5000,92358,Neumarkt i.d. OPf.,Seubersdorf,NA,NA,Bayern,11.610575,49.180175,2026,NA,FALSE,Batterie,NA,NA
SEE999189233647,ABR968595670780,Stromspeichereinheit,SEE999189233647,Speicher Meeder IV - P23-507,Volleinspeisung,2250,96484,Coburg,Meeder,NA,NA,Bayern,10.951791,50.321802,2026,NA,FALSE,Batterie,NA,NA
SEE954027057991,ABR911059599202,Stromspeichereinheit,SEE954027057991,Speicher Wolnzach VI - P23-548,Volleinspeisung,3000,85283,Pfaffenhofen a.d. Ilm,Wolnzach,NA,NA,Bayern,11.68855,48.61232,2026,NA,FALSE,Batterie,NA,NA
SEE906006487756,ABR921051859808,Stromspeichereinheit,SEE906006487756,Speicher Dasing II + IV - P24-137/P24-147,Volleinspeisung,5000,86453,Aichach-Friedberg,Dasing,NA,NA,Bayern,11.034794,48.395475,2026,NA,FALSE,Batterie,NA,NA
SEE945580911486,ABR949557459377,Stromspeichereinheit,SEE945580911486,Speicher Feuchtwangen I + II - P24-164,Volleinspeisung,5000,91555,Ansbach,Feuchtwangen,NA,NA,Bayern,10.263518,49.152732,2026,NA,FALSE,Batterie,NA,NA
SEE998049946109,ABR953662193613,Stromspeichereinheit,SEE998049946109,Speicher Kirchhaslach - P24-123,Volleinspeisung,3000,87755,Unterallgäu,Kirchhaslach,NA,NA,Bayern,10.34969,48.149214,2026,NA,FALSE,Batterie,NA,NA
SEE925007092943,ABR903742656644,Stromspeichereinheit,SEE925007092943,Speicher Großrinderfeld III - P23-444,Volleinspeisung,1650,97950,Main-Tauber-Kreis,Großrinderfeld,NA,NA,Baden-Württemberg,9.772646,49.669289,2026,NA,FALSE,Batterie,NA,NA
SEE901082521295,ABR909728454747,Stromspeichereinheit,SEE901082521295,Speicher Burkau - P23-574,Volleinspeisung,2250,01906,Bautzen,Burkau,NA,NA,Sachsen,14.25259,51.202653,2026,NA,FALSE,Batterie,NA,NA
SEE947721621049,ABR923376513298,Stromspeichereinheit,SEE947721621049,"Speicher Allershausen - P23-268 - 2.000,00 kW 4.064 kWh BESS Inn24-2/131",Volleinspeisung,2000,85391,Freising,Allershausen,NA,NA,Bayern,11.591579,48.403517,2026,NA,FALSE,Batterie,NA,NA
SEE989597559323,ABR926820458572,Stromspeichereinheit,SEE989597559323,Speicher Solarpark Wernberg-Köblitz II - P24-130,Volleinspeisung,3500,92533,Schwandorf,Wernberg-Köblitz,NA,NA,Bayern,12.201332,49.56108,2026,NA,FALSE,Batterie,NA,NA
SEE989817426374,ABR971457552339,Stromspeichereinheit,SEE989817426374,Speicher Vierkirchen - P23-105,Volleinspeisung,1500,85256,Dachau,Vierkirchen,NA,NA,Bayern,11.454674,48.377177,2026,NA,FALSE,Batterie,NA,NA
SEE915795716527,ABR925344344279,Stromspeichereinheit,SEE915795716527,Speicher Mallersdorf-Pfaffenberg II - P23-120 - Teil 1,Volleinspeisung,1250,84066,Straubing-Bogen,Mallersdorf-Pfaffenberg,NA,NA,Bayern,12.192965,48.772178,2026,NA,FALSE,Batterie,NA,NA
SEE927216421675,ABR901855539182,Stromspeichereinheit,SEE927216421675,Speicher Reichertshofen XIII - P23-524,Volleinspeisung,1125,85084,Pfaffenhofen a.d. Ilm,Reichertshofen,NA,NA,Bayern,11.50542,48.654548,2026,NA,FALSE,Batterie,NA,NA
SEE917106449803,ABR950983256294,Stromspeichereinheit,SEE917106449803,Speicher Schnelldorf - P24-198,Volleinspeisung,1750,91625,Ansbach,Schnelldorf,NA,NA,Bayern,10.243608,49.179049,2026,NA,FALSE,Batterie,NA,NA
SEE950001809648,ABR993758669783,Stromspeichereinheit,SEE950001809648,Speicher Ingolstadt II - P22-622 - 2.000 kW Inn24-2/113 BESS,Volleinspeisung,2000,85055,Ingolstadt,Ingolstadt,NA,NA,Bayern,11.391766,48.793442,2026,NA,FALSE,Batterie,NA,NA
SEE976491035152,ABR946610316059,Stromspeichereinheit,SEE976491035152,Speicher Petersberg III - P23-429,Volleinspeisung,2500,06193,Saalekreis,Petersberg,NA,NA,Sachsen-Anhalt,11.898722,51.5761,2026,NA,FALSE,Batterie,NA,NA
SEE998788206953,ABR960226776625,Stromspeichereinheit,SEE998788206953,SP Berngau Speicher,Volleinspeisung,3800,92361,Neumarkt i.d. OPf.,Berngau,NA,NA,Bayern,11.37691,49.2617,2025,NA,FALSE,Batterie,NA,NA
SEE917461513805,NA,Stromspeichereinheit,NA,PV Sangerhausen Speicher,Volleinspeisung,1125,06526,Mansfeld-Südharz,Sangerhausen,NA,NA,Sachsen-Anhalt,11.269433,51.472701,2025,2025,TRUE,Batterie,NA,NA
SEE942507505377,ABR936069718016,Stromspeichereinheit,SEE942507505377,Anlage 3750 Batterie,Volleinspeisung,1250,36358,Vogelsbergkreis,Herbstein,NA,NA,Hessen,9.43431,50.570179,2025,NA,FALSE,Batterie,NA,NA
SEE963840635460,ABR935192224425,Stromspeichereinheit,SEE963840635460,Laage 3MW Speicher,Volleinspeisung,3000,18299,Rostock,Laage,NA,NA,Mecklenburg-Vorpommern,12.33606,53.92855,2026,NA,FALSE,Batterie,NA,NA
SEE974247615207,ABR942491613195,Stromspeichereinheit,NA,PV-Batteriespeicher Overath 1,Volleinspeisung,20000,51491,Rheinisch-Bergischer Kreis,Overath,Stich,10,Nordrhein-Westfalen,7.257086,50.9459,2026,NA,FALSE,Batterie,NA,NA
SEE962925922662,ABR981472808977,Stromspeichereinheit,NA,Wolkow II Speicher,Volleinspeisung,1472,17111,Mecklenburgische Seenplatte,Warrenzin,Wolkow,1,Mecklenburg-Vorpommern,12.96555,53.89918,2024,NA,FALSE,Batterie,NA,NA
SEE977047245308,ABR964002114076,Stromspeichereinheit,NA,Stromspeicher 1,Teileinspeisung (einschließlich Eigenverbrauch),2500,94491,Deggendorf,Hengersberg,Zum Sägewerk,9,Bayern,13.06407,48.765802,2024,NA,FALSE,Batterie,NA,NA
SEE968798801837,ABR979859092910,Stromspeichereinheit,NA,Speicher Greußen 2,Volleinspeisung,3000,99718,Kyffhäuserkreis,Greußen,Grüninger Straße,1,Thüringen,10.954604,51.230049,2024,NA,FALSE,Batterie,NA,NA
SEE968176237470,ABR939201625807,Stromspeichereinheit,SEE968176237470,Actrada,Teileinspeisung (einschließlich Eigenverbrauch),1120,91795,Eichstätt,Dollnstein,Rieder Tal,12,Bayern,11.075989,48.86277,2023,NA,FALSE,Batterie,NA,NA
SEE920963364875,ABR967916671758,Stromspeichereinheit,NA,ECO POWER SIX,Volleinspeisung,300000,78056,Rottweil,Villingen-Schwenningen,NA,NA,Baden-Württemberg,8.617168,48.059227,2029,NA,FALSE,Batterie,NA,NA
SEE905716958785,ABR956594845537,Stromspeichereinheit,NA,trlyr 2,Volleinspeisung,10000,94104,Passau,Tittling,Gehersberger Straße,NA,Bayern,13.381452,48.735391,2024,NA,FALSE,Batterie,NA,NA
SEE962496130121,ABR957063689461,Stromspeichereinheit,NA,BEE Merseburg GmbH,Volleinspeisung,12000,06217,Saalekreis,Merseburg,An den Rohrackern,NA,Sachsen-Anhalt,11.979279,51.318139,2025,NA,FALSE,Batterie,NA,NA
SEE903057960733,ABR905451556727,Stromspeichereinheit,NA,BESS Langenamming,Volleinspeisung,9864,94486,Deggendorf,Osterhofen,NA,NA,Bayern,12.997883,48.664368,2026,NA,FALSE,Batterie,NA,NA
SEE919151256290,ABR968740042271,Stromspeichereinheit,SEE919151256290,Speicher Winterbach II - P21-474 - Speicher,Volleinspeisung,2000,89368,Günzburg,Winterbach,NA,NA,Bayern,10.521826,48.467393,2025,NA,FALSE,Batterie,NA,NA
SEE932460525246,ABR941336253008,Stromspeichereinheit,SEE932460525246,Aldrup Speicher,Teileinspeisung (einschließlich Eigenverbrauch),1090,27793,Oldenburg,Wildeshausen,Bauerschaft Aldrup,2,Niedersachsen,8.443896,52.831442,2025,NA,FALSE,Batterie,NA,NA
SEE968933985491,ABR940470825270,Stromspeichereinheit,NA,Second Foundation BESS Königsee,Volleinspeisung,10350,07426,Saalfeld-Rudolstadt,Königsee,NA,NA,Thüringen,11.108005,50.658818,2025,NA,FALSE,Batterie,NA,NA
SEE977011446397,ABR958347571779,Stromspeichereinheit,NA,BESS Kelchham 1,Volleinspeisung,2500,94136,Passau,Thyrnau,NA,NA,Bayern,13.550299,48.648061,2025,NA,FALSE,Batterie,NA,NA
SEE980518702026,ABR916716865782,Stromspeichereinheit,NA,"Batteriespeicher, Auf dem Hundsrück 6, 36088 Hünfeld",Volleinspeisung,6416,36088,Fulda,Hünfeld,Auf dem Hundsrück,6,Hessen,9.7571,50.694005,2024,NA,FALSE,Batterie,NA,NA
SEE997440194782,ABR925052145762,Stromspeichereinheit,NA,URENCO-Battery I,Teileinspeisung (einschließlich Eigenverbrauch),2175,48599,Borken,Gronau,Röntgenstraße,4,Nordrhein-Westfalen,7.081535,52.216115,2025,NA,FALSE,Batterie,NA,NA
SEE993899268814,ABR932212103470,Stromspeichereinheit,NA,Batterie Weißenthurm-Kettig,Volleinspeisung,50000,56220,Mayen-Koblenz,Kettig,NA,NA,Rheinland-Pfalz,7.44894,50.40505,2026,NA,FALSE,Batterie,NA,NA
SEE959140088693,ABR927355944486,Stromspeichereinheit,SEE959140088693,BESS Rackwitz RE,Volleinspeisung,1500,04519,Nordsachsen,Rackwitz,August-Horch-Straße,2,Sachsen,12.381479,51.43905,2024,NA,FALSE,Batterie,NA,NA
SEE915985628661,ABR912255793326,Stromspeichereinheit,NA,Pumpspeicherkraftwerk Erzhausen,Volleinspeisung,220000,37574,Northeim,Einbeck,Erzhäuser Straße,34,Niedersachsen,9.924887,51.898566,1964,NA,FALSE,Pumpspeicher,NA,NA
SEE959988726436,ABR971381091898,Stromspeichereinheit,NA,BESS Issigau,Volleinspeisung,8000,95188,Hof,Issigau,NA,NA,Bayern,11.71686,50.36664,2024,NA,FALSE,Batterie,NA,NA
SEE983646428196,ABR982320839334,Stromspeichereinheit,NA,"BESS Becks, Bremen",Teileinspeisung (einschließlich Eigenverbrauch),1310,28199,Bremen,Bremen,Am Deich,20,Bremen,8.791732,53.078461,2024,NA,FALSE,Batterie,NA,NA
SEE935590017827,ABR982320839334,Stromspeichereinheit,NA,"BESS Löwenbräu, München",Teileinspeisung (einschließlich Eigenverbrauch),1640,80335,München,München,Marsstraße,46,Bayern,11.554085,48.145024,2025,NA,FALSE,Batterie,NA,NA
SEE979595639073,ABR937200644409,Stromspeichereinheit,NA,BESS-1-Speira-GV,Teileinspeisung (einschließlich Eigenverbrauch),3000,41515,Rhein-Kreis Neuss,Grevenbroich,Aluminiumstraße,1,Nordrhein-Westfalen,6.630313,51.07237,2024,NA,FALSE,Batterie,NA,NA
SEE902932530221,ABR989079290348,Stromspeichereinheit,NA,Second Foundation BESS Oberröblingen,Volleinspeisung,13800,06526,Mansfeld-Südharz,Sangerhausen,Handelsweg,18,Sachsen-Anhalt,11.294836,51.446981,2025,NA,FALSE,Batterie,NA,NA
SEE952700506446,ABR993416198099,Stromspeichereinheit,NA,ChargeFarm Speicher - Energiepark Schäftlarn,Teileinspeisung (einschließlich Eigenverbrauch),2236,82069,München,Hohenschäftlarn,NA,NA,Bayern,11.42961,47.99531,2026,NA,FALSE,Batterie,NA,NA
SEE901401072729,ABR932926516955,Stromspeichereinheit,NA,Big Battery Oberlausitz,Volleinspeisung,100000,02943,Görlitz,Boxberg,Am Kraftwerk,1,Sachsen,14.567034,51.419203,2026,NA,FALSE,Batterie,NA,NA
SEE954252697900,ABR978248396691,Stromspeichereinheit,NA,W2_Powergrid_1,Teileinspeisung (einschließlich Eigenverbrauch),3800,88048,Bodenseekreis,Friedrichshafen,Domänenstraße,44,Baden-Württemberg,9.428673,47.663471,2027,NA,FALSE,Batterie,NA,NA
SEE924290691406,ABR922973028617,Stromspeichereinheit,SEE924290691406,Petzenbach Speicher 1,Volleinspeisung,1500,94428,Dingolfing-Landau,Eichendorf,Petzenbach,NA,Bayern,12.879511,48.619784,2026,NA,FALSE,Batterie,NA,NA
SEE910428050481,ABR988410854447,Stromspeichereinheit,NA,Großbatteriespeicher Nersingen,Volleinspeisung,10000,89278,Neu-Ulm,Nersingen,NA,NA,Bayern,10.11085,48.42132,2026,NA,FALSE,Batterie,NA,NA
SEE905120862159,ABR962767237566,Stromspeichereinheit,NA,Großbatteriespeicher Lauben,Volleinspeisung,10080,87761,Unterallgäu,Lauben,NA,NA,Bayern,10.28914,48.06503,2025,NA,FALSE,Batterie,NA,NA
SEE929971866050,ABR962767237566,Stromspeichereinheit,NA,Großbatteriespeicher Illertissen,Volleinspeisung,10080,89257,Neu-Ulm,Illertissen,NA,NA,Bayern,10.08151,48.22881,2025,NA,FALSE,Batterie,NA,NA
SEE903493941488,ABR962767237566,Stromspeichereinheit,NA,Großbatteriespeicher Illertissen,Volleinspeisung,10080,89257,Neu-Ulm,Illertissen,NA,NA,Bayern,10.080870000000001,48.2251,2025,NA,FALSE,Batterie,NA,NA
SEE988375252012,ABR962767237566,Stromspeichereinheit,NA,Großbatteriespeicher Nersingen,Volleinspeisung,10080,89278,Neu-Ulm,Nersingen,NA,NA,Bayern,10.11462,48.42424,2025,NA,FALSE,Batterie,NA,NA
SEE979588797124,ABR962767237566,Stromspeichereinheit,NA,Großbatteriespeicher Untereichen,Volleinspeisung,10080,89281,Neu-Ulm,Altenstadt,NA,NA,Bayern,10.09878,48.1726,2025,NA,FALSE,Batterie,NA,NA
SEE920822203574,ABR962767237566,Stromspeichereinheit,NA,Großbatteriespeicher Burgau,Volleinspeisung,10080,89331,Günzburg,Burgau,NA,NA,Bayern,10.42934,48.42337,2025,NA,FALSE,Batterie,NA,NA
SEE964433486438,ABR962767237566,Stromspeichereinheit,NA,Großbatteriespeicher Bubesheim,Volleinspeisung,10080,89347,Günzburg,Bubesheim,NA,NA,Bayern,10.24926,48.42548,2025,NA,FALSE,Batterie,NA,NA
SEE949756550103,ABR962767237566,Stromspeichereinheit,NA,Großbatteriespeicher Höchstädt,Volleinspeisung,10080,89420,Dillingen a.d. Donau,Höchstädt,NA,NA,Bayern,10.57079,48.60585,2025,NA,FALSE,Batterie,NA,NA
SEE983528455999,ABR962767237566,Stromspeichereinheit,NA,Großbatteriespeicher Heimertingen,Volleinspeisung,10080,87751,Unterallgäu,Heimertingen,NA,NA,Bayern,10.15329,48.05191,2025,NA,FALSE,Batterie,NA,NA
SEE941998832306,ABR962767237566,Stromspeichereinheit,NA,Großbatteriespeicher Horgau,Volleinspeisung,10080,86497,Augsburg,Horgau,NA,NA,Bayern,10.676,48.39802,2025,NA,FALSE,Batterie,NA,NA
SEE972325761129,ABR962767237566,Stromspeichereinheit,NA,Großbatteriespeicher Langerringen,Volleinspeisung,10080,86853,Augsburg,Langerringen,NA,NA,Bayern,10.7002,48.09958,2025,NA,FALSE,Batterie,NA,NA
SEE941340244788,ABR962767237566,Stromspeichereinheit,NA,Großbatteriespeicher Irsingen,Volleinspeisung,20160,86842,Unterallgäu,Türkheim,NA,NA,Bayern,10.63756,48.02611,2025,NA,FALSE,Batterie,NA,NA
SEE958262376688,ABR962767237566,Stromspeichereinheit,NA,Großbatteriespeicher Irsingen,Volleinspeisung,25200,86842,Unterallgäu,Türkheim,NA,NA,Bayern,10.63977,48.02784,2025,NA,FALSE,Batterie,NA,NA
SEE935898651709,ABR962767237566,Stromspeichereinheit,NA,Großbatteriespeicher,Volleinspeisung,30240,86842,Unterallgäu,Türkheim,NA,NA,Bayern,10.64255,48.02917,2025,NA,FALSE,Batterie,NA,NA
SEE936145920623,ABR986645205263,Stromspeichereinheit,SEE936145920623,WP Häusern Speicher,Volleinspeisung,2300,79837,Waldshut,Häusern,NA,NA,Baden-Württemberg,8.17697,47.75874,2024,NA,FALSE,Batterie,NA,NA
SEE960456931061,ABR993403842417,Stromspeichereinheit,NA,Graustromspeicher Taiting II,Volleinspeisung,2400,86453,Aichach-Friedberg,Dasing,NA,NA,Bayern,11.036241,48.396954,2026,NA,FALSE,Batterie,NA,NA
SEE962311804787,ABR962767237566,Stromspeichereinheit,NA,Großbatteriespeicher Schwenningen,Volleinspeisung,20160,89443,Dillingen a.d. Donau,Schwenningen,NA,NA,Bayern,10.6487,48.63304,2025,NA,FALSE,Batterie,NA,NA
SEE921068308450,ABR989495737847,Stromspeichereinheit,NA,Speicher Tangermünde,Volleinspeisung,15800,39590,Stendal,Tangermünde,Langensalzwedeler Weg,9,Sachsen-Anhalt,11.967276,52.569684,2024,NA,FALSE,Batterie,NA,NA
SEE922296644211,ABR915286122073,Stromspeichereinheit,SEE922296644211,Speicher Rieda,Volleinspeisung,6800,06780,Anhalt-Bitterfeld,Zörbig,NA,NA,Sachsen-Anhalt,12.074705,51.602765,2028,NA,FALSE,Batterie,NA,NA
SEE998348927175,ABR969929794493,Stromspeichereinheit,SEE998348927175,10 MWh Speicher Deponie Borken-Hoxfeld,Volleinspeisung,5000,46325,Borken,Borken,Horst,3,Nordrhein-Westfalen,6.776637,51.836989,2026,NA,FALSE,Batterie,NA,NA
SEE935265523462,ABR969929794493,Stromspeichereinheit,SEE935265523462,10 MWh PV-Speicher Deponie Ahaus-Alstätte II,Volleinspeisung,1100,48683,Borken,Ahaus,NA,NA,Nordrhein-Westfalen,6.920177,52.120649,2027,NA,FALSE,Batterie,NA,NA
SEE984306445164,ABR958060585749,Stromspeichereinheit,SEE984306445164,Speicher Wollomoos,Volleinspeisung,6800,85250,Dachau,Altomünster,NA,NA,Bayern,11.18956,48.39997,2028,NA,FALSE,Batterie,NA,NA
SEE927468255394,ABR987142862492,Stromspeichereinheit,NA,BESS Fischbach,Volleinspeisung,5500,96317,Kronach,Kronach,NA,NA,Bayern,11.38501,50.225311,2025,NA,FALSE,Batterie,NA,NA
SEE969402572525,ABR949076866342,Stromspeichereinheit,NA,BESS_Klevenow,Volleinspeisung,25000,18516,Vorpommern-Rügen,Süderholz,NA,NA,Mecklenburg-Vorpommern,13.054327,54.074639,2027,NA,FALSE,Batterie,NA,NA
SEE932517266092,ABR941615518163,Stromspeichereinheit,NA,BESS_Werle,Volleinspeisung,25000,18258,Rostock,Kassow,NA,NA,Mecklenburg-Vorpommern,12.081012,53.879435,2027,NA,FALSE,Batterie,NA,NA
SEE929812973206,ABR960052326919,Stromspeichereinheit,NA,BESS Pakendorf/Jütrichau,Volleinspeisung,3000,39264,Anhalt-Bitterfeld,Jütrichau,NA,NA,Sachsen-Anhalt,12.10498,51.913466,2026,NA,FALSE,Batterie,NA,NA
SEE997823302629,ABR918399699449,Stromspeichereinheit,NA,Batterieanlage Werneuchen,Volleinspeisung,10000,16356,Barnim,Werneuchen,NA,NA,Brandenburg,13.666243,52.591495,2025,NA,FALSE,Batterie,NA,NA
SEE921320372496,ABR915068942295,Stromspeichereinheit,NA,Speicher Batterie100 Marbach am Neckar,Volleinspeisung,100000,71672,Ludwigsburg,Marbach,Thomas-Alva-Edison-Ring,6,Baden-Württemberg,9.23022,48.9269,2026,NA,FALSE,Batterie,NA,NA
SEE987046348528,ABR915068942295,Stromspeichereinheit,NA,Speicher Stuttgart-Münster,Volleinspeisung,9730,70376,Stuttgart,Stuttgart,Voltastraße,45,Baden-Württemberg,9.224607,48.817362,2025,NA,FALSE,Batterie,NA,NA
SEE967459235615,ABR970023203286,Stromspeichereinheit,NA,BESS_Sabel,Volleinspeisung,210000,18299,Rostock,Hohen Sprenz,NA,NA,Mecklenburg-Vorpommern,12.181939,53.93306,2027,NA,FALSE,Batterie,NA,NA
SEE941869606388,ABR926222717024,Stromspeichereinheit,NA,BESS_Bentwisch,Volleinspeisung,150000,18182,Rostock,Bentwisch,NA,NA,Mecklenburg-Vorpommern,12.214034,54.108729,2027,NA,FALSE,Batterie,NA,NA
SEE991039363757,ABR921440481122,Stromspeichereinheit,NA,Gersthofen BS1,Teileinspeisung (einschließlich Eigenverbrauch),12520,86368,Augsburg,Gersthofen,Adolf-von-Baeyer-Straße,1,Bayern,10.88426,48.449329,2025,NA,FALSE,Batterie,NA,NA
SEE943624506292,ABR913380972341,Stromspeichereinheit,NA,Gewerbespeicher,Volleinspeisung,1840,49406,Diepholz,Drentwede,Rüstingen,10,Niedersachsen,8.569974,52.7538,2026,NA,FALSE,Batterie,NA,NA
SEE933114764769,ABR903160560455,Stromspeichereinheit,SEE933114764769,Großenaspe A7,Volleinspeisung,6667,24649,Segeberg,Fuhlendorf,NA,NA,Schleswig-Holstein,9.949065,53.963017,2027,NA,FALSE,Batterie,NA,NA
SEE969901278188,ABR970654365766,Stromspeichereinheit,SEE969901278188,Speicher,Volleinspeisung,2000,26849,Leer,Filsum,NA,NA,Niedersachsen,7.663947,53.247595,2026,NA,FALSE,Batterie,NA,NA
SEE983488937429,ABR952730231028,Stromspeichereinheit,SEE983488937429,BESS - Inno Energiepark Rohrbach,Volleinspeisung,10000,85296,Pfaffenhofen a.d. Ilm,Rohrbach,NA,NA,Bayern,11.52043,48.62346,2027,NA,FALSE,Batterie,NA,NA
SEE993699031472,ABR989575879061,Stromspeichereinheit,SEE993699031472,Batteriespeicher Tibo Photovoltaik Gottesgabe GmbH ＆ Co. KG,Volleinspeisung,3500,15320,Märkisch-Oderland,Neuhardenberg,NA,NA,Brandenburg,14.121038,52.3848,2026,NA,FALSE,Batterie,NA,NA
SEE921529631929,ABR913828044937,Stromspeichereinheit,SEE921529631929,Kettenheim BESS,Volleinspeisung,10000,55234,Alzey-Worms,Kettenheim,NA,NA,Rheinland-Pfalz,8.137608,49.721816,2027,NA,FALSE,Batterie,NA,NA
SEE914187288024,ABR992400909772,Stromspeichereinheit,SEE914187288024,Batteriespeicher Photovoltaik Tibo Solar Oderland,Volleinspeisung,8000,15377,Märkisch-Oderland,Märkische Höhe,NA,NA,Brandenburg,14.142348,52.629221,2026,NA,FALSE,Batterie,NA,NA
SEE966769248636,ABR934638879540,Stromspeichereinheit,SEE966769248636,Batteriespeicher Photovoltaik LAKO Angern,Volleinspeisung,24000,39326,Börde,Angern,NA,NA,Sachsen-Anhalt,11.762349,52.350958,2026,NA,FALSE,Batterie,NA,NA
SEE943622225836,ABR927908209154,Stromspeichereinheit,NA,Kyon-29 Battery Storage,Volleinspeisung,8280,59821,Hochsauerlandkreis,Arnsberg,NA,NA,Nordrhein-Westfalen,8.07616,51.406795,2025,NA,FALSE,Batterie,NA,NA
SEE941637512859,ABR924853681547,Stromspeichereinheit,SEE941637512859,BESS Putzbrunn - InnoAus,Volleinspeisung,1247,85640,München,Putzbrunn,NA,NA,Bayern,11.719207,48.067128,2026,NA,FALSE,Batterie,NA,NA
SEE934064203216,ABR987961514701,Stromspeichereinheit,SEE934064203216,BESS Maisach Ost - InnoAus,Volleinspeisung,1750,82216,Fürstenfeldbruck,Maisach,NA,NA,Bayern,11.242167,48.218013,2026,NA,FALSE,Batterie,NA,NA
SEE932060710219,ABR962391906036,Stromspeichereinheit,SEE932060710219,Solarpark Westerode 1 - Batterie,Volleinspeisung,1400,38667,Goslar,Bad Harzburg,Schäferstieg,NA,Niedersachsen,10.556597,51.910432,2026,NA,FALSE,Batterie,NA,NA
SEE975589067112,ABR994860618744,Stromspeichereinheit,NA,Kyon-100 Battery Storage,Volleinspeisung,20000,24969,Schleswig-Flensburg,Großenwiehe,NA,NA,Schleswig-Holstein,9.231799,54.682939,2026,NA,FALSE,Batterie,NA,NA
SEE954807594395,ABR960029253064,Stromspeichereinheit,NA,Kyon-42 Battery Storage,Volleinspeisung,57960,39110,Magdeburg,Magdeburg,NA,NA,Sachsen-Anhalt,11.561603,52.123979,2026,NA,FALSE,Batterie,NA,NA
SEE914862084439,ABR907324430387,Stromspeichereinheit,NA,Kyon-38 Battery Storage Ost,Volleinspeisung,48570,53949,Euskirchen,Dahlem,NA,NA,Nordrhein-Westfalen,6.527243,50.387721,2026,NA,FALSE,Batterie,NA,NA
SEE997196953947,ABR910091337148,Stromspeichereinheit,NA,BESS Trading Hallbergmoos,Volleinspeisung,3000,85399,Freising,Hallbergmoos,Ismaninger Straße,100,Bayern,11.725315,48.336761,2025,NA,FALSE,Batterie,NA,NA
SEE941773957149,ABR981246366290,Stromspeichereinheit,NA,BESS Trading Obersöchering,Volleinspeisung,3000,82395,Weilheim-Schongau,Obersöchering,NA,NA,Bayern,11.21337,47.733653,2025,NA,FALSE,Batterie,NA,NA
