nr_MASTR,nr_betreiber,energie_type,verknuepfte_einheiten,name,einspeisung,leistung_brutto,plz,landkreis,ort,strasse,hausnummer,bundesland,laenge,breite,jahr_inbetriebnahme,jahr_stillgelegt,stillgelegt,energietraeger,name_KW,nr_KW
SEE969990307462,ABR950993882858,Stromspeichereinheit,NA,Solarpark Leer,Volleinspeisung,2400,26789,Leer,Leer,Im Hochmoor,NA,Niedersachsen,7.488787,53.269057,2025,NA,FALSE,Batterie,NA,NA
SEE964198735277,ABR963150956514,Stromspeichereinheit,SEE964198735277,Speicher Polt III 5.000 kW(Teil 1),Volleinspeisung,5000,19376,Ludwigslust-Parchim,Ruhner Berge,NA,NA,Mecklenburg-Vorpommern,11.830131,53.34552,2025,NA,FALSE,Batterie,NA,NA
SEE913338589386,ABR924960521125,Stromspeichereinheit,NA,Batterie Gunzenhof,Volleinspeisung,1334,92366,Neumarkt i.d. OPf.,Hohenfels,NA,NA,Bayern,11.84147,49.159602,2027,NA,FALSE,Batterie,NA,NA
SEE921411528078,ABR914840906388,Stromspeichereinheit,NA,Batterie Otterzhofen NordOst,Volleinspeisung,1267,93339,Kelheim,Riedenburg,NA,NA,Bayern,11.698816,49.00818,2027,NA,FALSE,Batterie,NA,NA
SEE950813721336,ABR924556367991,Stromspeichereinheit,SEE950813721336,SpeicherFredenbeck5472,Volleinspeisung,2000,21717,Stade,Fredenbeck,Eschhorn,1-1,Niedersachsen,9.372538,53.515937,2026,NA,FALSE,Batterie,NA,NA
SEE901523079712,ABR902428448054,Stromspeichereinheit,NA,SMAREG8 Calbe,Volleinspeisung,20500,39240,Salzlandkreis,Calbe,Barbyer Chaussee,NA,Sachsen-Anhalt,11.797483,51.924572,2024,NA,FALSE,Batterie,NA,NA
SEE905757464016,ABR914375207509,Stromspeichereinheit,NA,Batteriespeicher Sonnenwende Busdorf,Volleinspeisung,1500,24866,Schleswig-Flensburg,Busdorf,Am Königshügel,4,Schleswig-Holstein,9.549445,54.477055,2026,NA,FALSE,Batterie,NA,NA
SEE940602804401,ABR983762908664,Stromspeichereinheit,NA,Solarpark Schernikau 15 GmbH Batterie,Volleinspeisung,2500,39628,Stendal,Bismark,NA,NA,Sachsen-Anhalt,11.395421,52.822438,2026,NA,FALSE,Batterie,NA,NA
SEE982744743101,ABR968659874277,Stromspeichereinheit,NA,Solarpark Münchham 51 GmbH Batterie,Volleinspeisung,6200,94140,Rottal-Inn,Ering,NA,NA,Bayern,13.134735,48.333245,2025,NA,FALSE,Batterie,NA,NA
SEE915526861069,ABR932198268156,Stromspeichereinheit,NA,Frankfurt Oder West 1.1 Speicher,Volleinspeisung,4800,15234,Frankfurt (Oder),Frankfurt,NA,NA,Brandenburg,14.470091,52.322583,2026,NA,FALSE,Batterie,NA,NA
SEE959339286367,ABR940590301456,Stromspeichereinheit,NA,Elmenhorst Speicher,Volleinspeisung,4400,18510,Vorpommern-Rügen,Elmenhorst,NA,NA,Mecklenburg-Vorpommern,13.080915,54.222091,2026,NA,FALSE,Batterie,NA,NA
SEE923525733690,ABR994481451492,Stromspeichereinheit,NA,Weede Speicher,Volleinspeisung,5800,23795,Segeberg,Weede,NA,NA,Schleswig-Holstein,10.351996,53.920718,2026,NA,FALSE,Batterie,NA,NA
SEE924923815544,ABR989728844076,Stromspeichereinheit,NA,Klein Schönwalde Speicher,Volleinspeisung,4800,17498,Vorpommern-Greifswald,Weitenhagen,NA,NA,Mecklenburg-Vorpommern,13.414036,54.066688,2026,NA,FALSE,Batterie,NA,NA
SEE942088280779,ABR952694277919,Stromspeichereinheit,NA,Papendorf Speicher,Volleinspeisung,6800,17309,Vorpommern-Greifswald,Papendorf,NA,NA,Mecklenburg-Vorpommern,13.927374,53.485666,2026,NA,FALSE,Batterie,NA,NA
SEE902707065057,ABR906427447049,Stromspeichereinheit,NA,Speicher Kunzbauern-Feld,Volleinspeisung,1409,93339,Kelheim,Riedenburg,NA,NA,Bayern,11.747913,48.975481,2026,NA,FALSE,Batterie,NA,NA
SEE901873131559,ABR923885538072,Stromspeichereinheit,SEE901873131559,Stromspeicher Unterwendling,Volleinspeisung,1700,83379,Traunstein,Wonneberg,NA,NA,Bayern,12.716591,47.906261,2025,NA,FALSE,Batterie,NA,NA
SEE902070793007,ABR947523362188,Stromspeichereinheit,SEE902070793007,Geschendorf Speicher,Volleinspeisung,7668,23815,Segeberg,Geschendorf,NA,NA,Schleswig-Holstein,10.434488,53.925815,2026,NA,FALSE,Batterie,NA,NA
SEE961121249313,ABR990968760699,Stromspeichereinheit,NA,MJ6. Untere Hub Speicher,Volleinspeisung,7750,94554,Deggendorf,Moos,Burgstall,2,Bayern,12.972298,48.726867,2026,NA,FALSE,Batterie,NA,NA
SEE999434890212,ABR939517505596,Stromspeichereinheit,NA,Brinkum 1 Speicher,Volleinspeisung,6800,26835,Leer,Brinkum,NA,NA,Niedersachsen,7.584986,53.25775,2026,NA,FALSE,Batterie,NA,NA
SEE959642628977,ABR927989910574,Stromspeichereinheit,NA,Schülldorf Speicher,Volleinspeisung,5000,24790,Rendsburg-Eckernförde,Schülldorf,NA,NA,Schleswig-Holstein,9.760918,54.298378,2026,NA,FALSE,Batterie,NA,NA
SEE930406313285,ABR924975054830,Stromspeichereinheit,NA,"Batteriespeicher Hirschbach 1,8 MW",Volleinspeisung,1800,92275,Amberg-Sulzbach,Hirschbach,NA,NA,Bayern,11.606064,49.585123,2026,NA,FALSE,Batterie,NA,NA
SEE904812453767,ABR951133395542,Stromspeichereinheit,SEE904812453767,Speicher Solarpark Waffenbrunn 1200 kW,Volleinspeisung,1200,93494,Cham,Waffenbrunn,NA,NA,Bayern,12.646946,49.264542,2025,NA,FALSE,Batterie,NA,NA
SEE912896986712,ABR910091337148,Stromspeichereinheit,SEE912896986712,Inno BESS Hallbergmoos,Teileinspeisung (einschließlich Eigenverbrauch),4000,85399,Freising,Hallbergmoos,NA,NA,Bayern,11.725174,48.336284,2025,NA,FALSE,Batterie,NA,NA
SEE931990988538,ABR971164213813,Stromspeichereinheit,SEE931990988538,Inno BESS Brunnthal,Teileinspeisung (einschließlich Eigenverbrauch),2400,85649,München,Brunnthal,NA,NA,Bayern,11.669333,48.030372,2025,NA,FALSE,Batterie,NA,NA
SEE998912493204,ABR980626284179,Stromspeichereinheit,NA,Inno BESS Maisach West,Volleinspeisung,3200,82216,Fürstenfeldbruck,Maisach,NA,NA,Bayern,11.239759,48.219501,2026,NA,FALSE,Batterie,NA,NA
SEE955376395222,ABR935454212412,Stromspeichereinheit,NA,Speicher Hörbach Falteräcker,Volleinspeisung,1600,82278,Fürstenfeldbruck,Althegnenberg,NA,NA,Bayern,11.08492,48.22751,2025,NA,FALSE,Batterie,NA,NA
SEE946207548719,ABR975539904429,Stromspeichereinheit,NA,Energiepark Eggesin Speicher,Volleinspeisung,3268,17367,Vorpommern-Greifswald,Eggesin,Stettiner Landstr.,NA,Mecklenburg-Vorpommern,14.120511,53.666243,2026,NA,FALSE,Batterie,NA,NA
SEE953260746648,ABR990975340211,Stromspeichereinheit,SEE953260746648,Batteriespeicher Böhmreut,Volleinspeisung,2032,94104,Passau,Tittling,NA,NA,Bayern,13.391565,48.752427,2026,NA,FALSE,Batterie,NA,NA
SEE918110610098,ABR966756942882,Stromspeichereinheit,SEE918110610098,SP Möringen II PVA8 Speicher,Volleinspeisung,2556,39576,Stendal,Stendal,NA,NA,Sachsen-Anhalt,11.76828,52.58135,2025,NA,FALSE,Batterie,NA,NA
SEE986273261426,ABR949747616238,Stromspeichereinheit,NA,P22-218 Solarpark Beilngries-Arnbuch - Speicher,Volleinspeisung,2000,92339,Eichstätt,Beilngries,NA,NA,Bayern,11.544413,48.972237,2027,NA,FALSE,Batterie,NA,NA
SEE928823491136,ABR996212388879,Stromspeichereinheit,NA,P22-504 Solarpark Beilngries-Kirchbuch - Speicher,Volleinspeisung,3120,92339,Eichstätt,Beilngries,NA,NA,Bayern,11.513101,48.967836,2027,NA,FALSE,Batterie,NA,NA
SEE936362340648,ABR944820491054,Stromspeichereinheit,NA,P23-567 Solarpark Sparneck - Speicher,Volleinspeisung,4000,95234,Hof,Sparneck,NA,NA,Bayern,11.829858,50.156966,2027,NA,FALSE,Batterie,NA,NA
SEE909655122832,ABR970003145278,Stromspeichereinheit,NA,P23-018 Solarpark Gachenbach - Speicher,Volleinspeisung,3120,86565,Neuburg-Schrobenhausen,Gachenbach,NA,NA,Bayern,11.230389,48.518766,2025,NA,FALSE,Batterie,NA,NA
SEE955103697742,ABR922894625520,Stromspeichereinheit,NA,P23-328 Solarpark Karlskron IV - Speicher,Volleinspeisung,3120,85123,Neuburg-Schrobenhausen,Karlskron,NA,NA,Bayern,11.388721,48.65566,2027,NA,FALSE,Batterie,NA,NA
SEE936435018733,ABR909584132094,Stromspeichereinheit,SEE936435018733,P23-408 Solarpark Parsberg V - 3.000 kW Inn24-1/036 BESS,Volleinspeisung,3000,92331,Neumarkt i.d. OPf.,Parsberg,NA,NA,Bayern,11.679099,49.19457,2026,NA,FALSE,Batterie,NA,NA
SEE990451468248,ABR964731215914,Stromspeichereinheit,NA,Stromspeicher 1.740 kW,Teileinspeisung (einschließlich Eigenverbrauch),1740,95163,Wunsiedel i. Fichtelgebirge,Weißenstadt,Sparnecker Straße,1,Bayern,11.887701,50.10878,2025,NA,FALSE,Batterie,NA,NA
SEE965799757125,ABR912026099350,Stromspeichereinheit,SEE965799757125,Speicher Jerchel West - Teilanlage 2,Volleinspeisung,6160,14715,Havelland,Milower Land,NA,NA,Brandenburg,12.31941,52.4785,2025,NA,FALSE,Batterie,NA,NA
SEE999051917675,ABR912026099350,Stromspeichereinheit,SEE999051917675,Speicher Jerchel West - Teilanlage 3,Volleinspeisung,6160,14715,Havelland,Milower Land,NA,NA,Brandenburg,12.31948,52.47849,2025,NA,FALSE,Batterie,NA,NA
SEE957886026795,ABR912026099350,Stromspeichereinheit,SEE957886026795,Speicher Gebot 3,Volleinspeisung,3808,14715,Havelland,Milower Land,NA,NA,Brandenburg,12.33802,52.46114,2027,NA,FALSE,Batterie,NA,NA
SEE924578989171,ABR912026099350,Stromspeichereinheit,SEE924578989171,Speicher Gebot 4,Volleinspeisung,5712,14715,Havelland,Milower Land,NA,NA,Brandenburg,12.33802,52.46114,2027,NA,FALSE,Batterie,NA,NA
SEE964247284619,ABR986790696589,Stromspeichereinheit,SEE964247284619,Speicher Gebot InnAus,Volleinspeisung,6800,06780,Anhalt-Bitterfeld,Zörbig,NA,NA,Sachsen-Anhalt,12.07409,51.60297,2027,NA,FALSE,Batterie,NA,NA
SEE997256744171,ABR988208989320,Stromspeichereinheit,NA,ECO Battery 3 - Trading Egling,Volleinspeisung,3000,82544,Bad Tölz-Wolfratshausen,Egling,NA,NA,Bayern,11.488915,47.923851,2024,NA,FALSE,Batterie,NA,NA
SEE939346315557,ABR903837623278,Stromspeichereinheit,SEE939346315557,Speicher Beilrode I - Teilanlage 5,Volleinspeisung,6160,04886,Nordsachsen,Beilrode,NA,NA,Sachsen,13.090721,51.573939,2025,NA,FALSE,Batterie,NA,NA
SEE900310540558,ABR903837623278,Stromspeichereinheit,SEE900310540558,Speicher Beilrode I - Teilanlage 6,Volleinspeisung,6160,04886,Nordsachsen,Beilrode,NA,NA,Sachsen,13.087783,51.566173,2025,NA,FALSE,Batterie,NA,NA
SEE955678229164,ABR949032207394,Stromspeichereinheit,NA,Busbetriebshof Alsterdorf Batteriespeicher,Teileinspeisung (einschließlich Eigenverbrauch),4000,22297,Hamburg,Hamburg,Tessenowweg,2,Hamburg,10.0313,53.60966,2024,NA,FALSE,Batterie,NA,NA
SEE959751889641,ABR962763603907,Stromspeichereinheit,NA,Am Fuchsenacker 2 - Batteriespeicher 1,Volleinspeisung,1300,97877,Main-Tauber-Kreis,Wertheim,Am Fuchsenacker,2,Baden-Württemberg,9.58557,49.77255,2024,NA,FALSE,Batterie,NA,NA
SEE958348383814,ABR962763603907,Stromspeichereinheit,NA,Am Fuchsenacker 2 - Batteriespeicher 2,Volleinspeisung,1300,97877,Main-Tauber-Kreis,Wertheim,Am Fuchsenacker,2,Baden-Württemberg,9.58557,49.77255,2025,NA,FALSE,Batterie,NA,NA
SEE924266023187,ABR971512129636,Stromspeichereinheit,NA,stationärer Batteriespeicher Porsche Leipzig GmbH BT267,Teileinspeisung (einschließlich Eigenverbrauch),5000,04158,Leipzig,Leipzig,Porschestraße,1,Sachsen,12.295435,51.409943,2024,NA,FALSE,Batterie,NA,NA
SEE916041421592,ABR917063786638,Stromspeichereinheit,NA,NUKAspeicher,Volleinspeisung,1718,87448,Oberallgäu,Waltenhofen,Veits,13,Bayern,10.318823,47.68367,2024,NA,FALSE,Batterie,NA,NA
SEE964441765907,ABR945031589912,Stromspeichereinheit,SEE964441765907,Speicher 1 der Freiflächenanlage Deponie Edesheim,Volleinspeisung,1900,67483,Südliche Weinstraße,Edesheim,In den Wiesen,1,Rheinland-Pfalz,8.145555,49.249722,2025,NA,FALSE,Batterie,NA,NA
SEE992160397383,ABR946005608509,Stromspeichereinheit,NA,BESS MLH R (Batteriespeicher),Teileinspeisung (einschließlich Eigenverbrauch),3000,45478,Mülheim an der Ruhr,Mülheim,Rheinstraße,100,Nordrhein-Westfalen,6.84702,51.437835,2023,NA,FALSE,Batterie,NA,NA
SEE905867758128,ABR946269317469,Stromspeichereinheit,NA,"SIMONA BEES 2,5MW - Batteriespeicher",Teileinspeisung (einschließlich Eigenverbrauch),2500,55606,Bad Kreuznach,Kirn,Teichweg,16,Rheinland-Pfalz,7.457122,49.785049,2024,NA,FALSE,Batterie,NA,NA
SEE920118416138,ABR927397646904,Stromspeichereinheit,SEE920118416138,Speicher Steyerberg,Volleinspeisung,9900,31595,Nienburg (Weser),Steyerberg,NA,NA,Niedersachsen,9.05207,52.56365,2026,NA,FALSE,Batterie,NA,NA
SEE987431751018,ABR928481388199,Stromspeichereinheit,SEE987431751018,BS Glasewitz,Volleinspeisung,5500,18276,Rostock,Glasewitz,NA,NA,Mecklenburg-Vorpommern,12.303737,53.820361,2026,NA,FALSE,Batterie,NA,NA
SEE933228415922,ABR907009264450,Stromspeichereinheit,SEE933228415922,Energiepark Brandl eGbR,Volleinspeisung,2236,94065,Freyung-Grafenau,Waldkirchen,NA,NA,Bayern,13.550266,48.735733,2026,NA,FALSE,Batterie,NA,NA
SEE940179653112,ABR959959480589,Stromspeichereinheit,SEE940179653112,Photovoltaik-Speicher-Kraftwerk Waizendorf,Volleinspeisung,2734,91639,Ansbach,Wolframs-Eschenbach,NA,NA,Bayern,10.701528,49.219953,2026,NA,FALSE,Batterie,NA,NA
SEE953871207675,ABR978533633029,Stromspeichereinheit,SEE953871207675,Höllfeld Solarpark Eppishausen Speicher,Volleinspeisung,5100,87745,Unterallgäu,Eppishausen,NA,NA,Bayern,10.53627,48.1803,2026,NA,FALSE,Batterie,NA,NA
SEE995199870315,ABR941817334103,Stromspeichereinheit,SEE995199870315,Batterie Schönfeld,Volleinspeisung,2500,97950,Main-Tauber-Kreis,Großrinderfeld,NA,NA,Baden-Württemberg,9.77829,49.677226,2027,NA,FALSE,Batterie,NA,NA
SEE954144885392,ABR928046553604,Stromspeichereinheit,SEE954144885392,Speicher Solarpark Zapel,Volleinspeisung,6670,10117,Berlin,Berlin,Friedrichstraße,200,Berlin,11.689482,53.555267,2027,NA,FALSE,Batterie,NA,NA
SEE980278967635,ABR934358045072,Stromspeichereinheit,SEE980278967635,Sturmwind 2.1,Volleinspeisung,5000,23843,Stormarn,Rümpel,Ruhmwiese,NA,Schleswig-Holstein,10.358863,53.781028,2026,NA,FALSE,Batterie,NA,NA
SEE904434353421,ABR905147749402,Stromspeichereinheit,SEE904434353421,Batteriespeicher Jagel,Volleinspeisung,10080,24878,Schleswig-Flensburg,Jagel,NA,NA,Schleswig-Holstein,9.556775,54.460841,2026,NA,FALSE,Batterie,NA,NA
SEE969767803531,ABR997653303124,Stromspeichereinheit,SEE969767803531,Speicher Elsterheide,Volleinspeisung,6700,02979,Bautzen,Elsterheide,NA,NA,Sachsen,14.210472,51.476545,2026,NA,FALSE,Batterie,NA,NA
SEE958767120144,ABR908837997749,Stromspeichereinheit,SEE958767120144,Batteriespeicher Dehnsen - Wohlenbüttel,Volleinspeisung,6000,21385,Lüneburg,Oldendorf,NA,NA,Niedersachsen,10.181394,53.14032,2026,NA,FALSE,Batterie,NA,NA
SEE906749239827,ABR927157249000,Stromspeichereinheit,SEE906749239827,Stromspeicher Jesow,Volleinspeisung,25000,19260,Ludwigslust-Parchim,Vellahn,NA,NA,Mecklenburg-Vorpommern,11.01659,53.389265,2026,NA,FALSE,Batterie,NA,NA
SEE967231092726,ABR901425457243,Stromspeichereinheit,SEE967231092726,Speicher Lübbenau AK 1,Volleinspeisung,6700,03222,Oberspreewald-Lausitz,Lübbenau,NA,NA,Brandenburg,13.903499,51.864779,2024,NA,FALSE,Batterie,NA,NA
SEE961037170008,ABR968973170932,Stromspeichereinheit,SEE961037170008,Speicher Laubst AK 1,Volleinspeisung,7000,03116,Spree-Neiße,Drebkau,NA,NA,Brandenburg,14.242616,51.668723,2027,NA,FALSE,Batterie,NA,NA
SEE946705157512,ABR938933890415,Stromspeichereinheit,SEE946705157512,PV Anlage Öhringen Speicher,Volleinspeisung,4400,74613,Hohenlohekreis,Öhringen,NA,NA,Baden-Württemberg,9.563287,49.217846,2026,NA,FALSE,Batterie,NA,NA
SEE944368932064,ABR902102537357,Stromspeichereinheit,SEE944368932064,BESS Sachsenkam,Volleinspeisung,1400,83679,Bad Tölz-Wolfratshausen,Sachsenkam,NA,NA,Bayern,11.624235,47.805086,2026,NA,FALSE,Batterie,NA,NA
SEE923303931591,ABR909977513639,Stromspeichereinheit,SEE923303931591,Agri-PV Johanniskirchen Innovationsspeicher,Volleinspeisung,6000,84381,Rottal-Inn,Johanniskirchen,Oberstadl,1,Bayern,12.898011,48.531602,2026,NA,FALSE,Batterie,NA,NA
SEE945321359423,ABR960531830388,Stromspeichereinheit,SEE945321359423,BESS-Brönnhof,Volleinspeisung,5700,97532,Schweinfurt,Üchtelhausen,NA,NA,Bayern,10.229713,50.11831,2027,NA,FALSE,Batterie,NA,NA
SEE931696603735,ABR930827444711,Stromspeichereinheit,SEE931696603735,Speicher PV Haselbach Nord,Volleinspeisung,2500,87745,Unterallgäu,Eppishausen,NA,NA,Bayern,10.49785,48.19754,2026,NA,FALSE,Batterie,NA,NA
SEE920698449090,ABR951619854730,Stromspeichereinheit,SEE920698449090,Speicher Buchloe,Volleinspeisung,2500,86807,Ostallgäu,Buchloe,NA,NA,Bayern,10.70197,48.01419,2026,NA,FALSE,Batterie,NA,NA
SEE948648168310,ABR901425457243,Stromspeichereinheit,SEE948648168310,Speicher Lübbenau AK 2,Volleinspeisung,3000,03222,Oberspreewald-Lausitz,Lübbenau,NA,NA,Brandenburg,13.90543,51.860857,2026,NA,FALSE,Batterie,NA,NA
SEE970308490462,ABR901425457243,Stromspeichereinheit,SEE970308490462,Speicher Lübbenau AK 3,Volleinspeisung,6600,03222,Oberspreewald-Lausitz,Lübbenau,NA,NA,Brandenburg,13.91058,51.855529,2026,NA,FALSE,Batterie,NA,NA
SEE900285844309,ABR938933890415,Stromspeichereinheit,SEE900285844309,Solarpark Wangen im Allgäu Speicher,Volleinspeisung,2200,88239,Ravensburg,Wangen,NA,NA,Baden-Württemberg,9.789481,47.688507,2026,NA,FALSE,Batterie,NA,NA
SEE949202795522,ABR955646497762,Stromspeichereinheit,SEE949202795522,BESS Reichertshofen,Volleinspeisung,1789,85084,Pfaffenhofen a.d. Ilm,Reichertshofen,NA,NA,Bayern,11.485222,48.658813,2026,NA,FALSE,Batterie,NA,NA
SEE946354761283,ABR909054335185,Stromspeichereinheit,SEE946354761283,BAT-HUNG-6020,Volleinspeisung,3629.73,56281,Rhein-Hunsrück-Kreis,Hungenroth,NA,NA,Rheinland-Pfalz,7.59702,50.149303,2026,NA,FALSE,Batterie,NA,NA
SEE929961557869,ABR905733718867,Stromspeichereinheit,SEE929961557869,PV-Park Fuchsgrube Speicher,Volleinspeisung,3700,89352,Günzburg,Ellzee,NA,NA,Bayern,10.298094,48.322311,2025,NA,FALSE,Batterie,NA,NA
SEE995498999885,ABR987534406877,Stromspeichereinheit,SEE995498999885,Lübbenau - Speicher,Volleinspeisung,3000,03222,Oberspreewald-Lausitz,Lübbenau,NA,NA,Brandenburg,13.9796,51.835532,2026,NA,FALSE,Batterie,NA,NA
SEE995000951387,ABR909568983049,Stromspeichereinheit,SEE995000951387,Speicher Sengenthal 2800 kW,Volleinspeisung,2800,92369,Neumarkt i.d. OPf.,Sengenthal,NA,NA,Bayern,11.398004,49.217793,2026,NA,FALSE,Batterie,NA,NA
SEE950334441102,ABR907506602984,Stromspeichereinheit,SEE950334441102,Theilheim Speicher BA III Ino,Volleinspeisung,3000,97288,Würzburg,Theilheim,NA,NA,Bayern,10.0561,49.75832,2025,NA,FALSE,Batterie,NA,NA
SEE956137155369,ABR935192224425,Stromspeichereinheit,SEE956137155369,Basepohl Inno Speicher,Volleinspeisung,1876,17153,Mecklenburgische Seenplatte,Stavenhagen,NA,NA,Mecklenburg-Vorpommern,12.91002,53.72126,2026,NA,FALSE,Batterie,NA,NA
SEE917983777723,ABR952075325055,Stromspeichereinheit,SEE917983777723,Solar-Speicher-Kraftwerk Gutengermendorf I,Volleinspeisung,4128,16775,Oberhavel,Löwenberger Land,NA,NA,Brandenburg,13.176406,52.94958,2026,NA,FALSE,Batterie,NA,NA
SEE932637272065,ABR952075325055,Stromspeichereinheit,SEE932637272065,Solar-Speicher-Kraftwerk Gutengermendorf II,Volleinspeisung,4132,16775,Oberhavel,Löwenberger Land,NA,NA,Brandenburg,13.176406,52.94958,2026,NA,FALSE,Batterie,NA,NA
SEE912155078967,ABR963150956514,Stromspeichereinheit,SEE912155078967,"GG III 8.111,04 kWp (Teil I) Speicher",Volleinspeisung,3000,19372,Ludwigslust-Parchim,Groß Godems,NA,NA,Mecklenburg-Vorpommern,11.813595,53.3503,2025,NA,FALSE,Batterie,NA,NA
SEE970821371422,ABR935192224425,Stromspeichereinheit,SEE970821371422,Beselin I,Volleinspeisung,3000,18196,Rostock,Dummerstorf,NA,NA,Mecklenburg-Vorpommern,12.199068,54.053388,2026,NA,FALSE,Batterie,NA,NA
SEE942762388616,ABR901369586290,Stromspeichereinheit,SEE942762388616,Bereich Süd Speicher,Volleinspeisung,5200,17213,Mecklenburgische Seenplatte,Malchow,NA,NA,Mecklenburg-Vorpommern,12.387244,53.493007,2025,NA,FALSE,Batterie,NA,NA
SEE921668391081,ABR901369586290,Stromspeichereinheit,SEE921668391081,Bereich Nord Speicher,Volleinspeisung,6500,17213,Mecklenburgische Seenplatte,Malchow,NA,NA,Mecklenburg-Vorpommern,12.3857,53.494327,2025,NA,FALSE,Batterie,NA,NA
SEE993172246942,ABR963150956514,Stromspeichereinheit,SEE993172246942,Speicher Polt III  (Teil 2),Volleinspeisung,4000,19376,Ludwigslust-Parchim,Ruhner Berge,NA,NA,Mecklenburg-Vorpommern,11.833117,53.345173,2025,NA,FALSE,Batterie,NA,NA
SEE918093565491,ABR963150956514,Stromspeichereinheit,SEE918093565491,Speicher GG III (Teil 2),Volleinspeisung,7000,19372,Ludwigslust-Parchim,Groß Godems,NA,NA,Mecklenburg-Vorpommern,11.806735,53.351223,2025,NA,FALSE,Batterie,NA,NA
SEE960710082959,ABR937435410039,Stromspeichereinheit,SEE960710082959,Speicher Lohrmannshof Inn24-2-152,Volleinspeisung,3060,85132,Eichstätt,Schernfeld,NA,NA,Bayern,11.07892,48.95348,2027,NA,FALSE,Batterie,NA,NA
SEE913676481137,ABR977618448695,Stromspeichereinheit,SEE913676481137,TEP Flora GmbH ＆ Co KG (Speicher),Volleinspeisung,18400,14797,Potsdam-Mittelmark,Kloster Lehnin,NA,NA,Brandenburg,12.806326,52.34999,2026,NA,FALSE,Batterie,NA,NA
SEE937931183444,ABR941807947283,Stromspeichereinheit,SEE937931183444,PV Lawitz Batterie,Volleinspeisung,9800,15898,Oder-Spree,Lawitz,NA,NA,Brandenburg,14.641998,52.114287,2026,NA,FALSE,Batterie,NA,NA
SEE970668457754,ABR924556367991,Stromspeichereinheit,SEE970668457754,SpeicherFredenbeck23414,Volleinspeisung,4000,21717,Stade,Fredenbeck,Eschhorn,1-1,Niedersachsen,9.357753,53.512229,2026,NA,FALSE,Batterie,NA,NA
SEE968876748832,ABR916115096862,Stromspeichereinheit,NA,BESS Manheimer Bucht 1,Volleinspeisung,40000,50170,Rhein-Erft-Kreis,Kerpen,NA,NA,Nordrhein-Westfalen,6.59603,50.894766,2026,NA,FALSE,Batterie,NA,NA
SEE935322911287,ABR940365157189,Stromspeichereinheit,SEE935322911287,TEP Vesta GmbH ＆ Co KG (Speicher),Volleinspeisung,22563,19372,Ludwigslust-Parchim,Rom,NA,NA,Mecklenburg-Vorpommern,11.953564,53.457685,2026,NA,FALSE,Batterie,NA,NA
SEE983207682227,ABR911599361659,Stromspeichereinheit,SEE983207682227,Speicher-Leimersdorf,Volleinspeisung,12000,53501,Ahrweiler,Grafschaft,Landeskroner Straße,900Z,Rheinland-Pfalz,7.122327,50.588158,2026,NA,FALSE,Batterie,NA,NA
SEE922526916453,ABR936825915031,Stromspeichereinheit,SEE922526916453,Speicher PV1,Teileinspeisung (einschließlich Eigenverbrauch),1550,88471,Biberach,Laupheim,NA,NA,Baden-Württemberg,9.860114,48.259433,2026,NA,FALSE,Batterie,NA,NA
SEE930000992411,ABR918799912353,Stromspeichereinheit,SEE930000992411,Batteriespeicher Solaranlage Adorf,Volleinspeisung,4800,08626,Vogtlandkreis,Adorf,Sorger Straße,NA,Sachsen,12.271942,50.320066,2025,NA,FALSE,Batterie,NA,NA
SEE984302610108,ABR998210899609,Stromspeichereinheit,SEE984302610108,Batteriespeicher Gardessen II,Volleinspeisung,3100,38162,Wolfenbüttel,Cremlingen,NA,NA,Niedersachsen,10.701526,52.269313,2026,NA,FALSE,Batterie,NA,NA
SEE910033689748,ABR924410946720,Stromspeichereinheit,SEE910033689748,Stromspeicher – Bad Orb,Volleinspeisung,13416,63619,Main-Kinzig-Kreis,Bad Orb,NA,NA,Hessen,9.306136,50.241044,2026,NA,FALSE,Batterie,NA,NA
SEE950332558314,ABR949624102779,Stromspeichereinheit,SEE950332558314,Stromspeicher Bürger-PV Göritzberg,Volleinspeisung,2200,07616,Saale-Holzland-Kreis,Bürgel,NA,NA,Thüringen,11.796017,50.956099,2026,NA,FALSE,Batterie,NA,NA
