nr_MASTR,nr_betreiber,energie_type,name,einspeisung,leistung_brutto,plz,landkreis,ort,strasse,hausnummer,bundesland,laenge,breite,jahr_inbetriebnahme,jahr_stillgelegt,stillgelegt,energietraeger,anzahl_einheiten,name_KW,nr_KW
SEE953709419645,ABR912816688054,Solareinheit,Solarpark Rain/Atting/Straubing BA 2 - Atting 1+3,Volleinspeisung,13021.56,94348,Straubing-Bogen,Atting,NA,NA,Bayern,12.5031,48.8739,2025,NA,FALSE,Freiflächensolaranlage,21168,NA,NA
SEE934094888438,ABR912816688054,Solareinheit,Solarpark Rain/Atting/Straubing BA 2 - Rain,Volleinspeisung,15558.48,94369,Straubing-Bogen,Rain,NA,NA,Bayern,12.47458,48.87414,2025,NA,FALSE,Freiflächensolaranlage,25200,NA,NA
SEE951065142788,ABR912816688054,Solareinheit,Solarpark Rain/Atting/Straubing BA 2 - Perkam,Volleinspeisung,19968.2,94368,Straubing-Bogen,Perkam,NA,NA,Bayern,12.43142,48.8703,2025,NA,FALSE,Freiflächensolaranlage,32256,NA,NA
SEE928933320302,ABR956678957064,Solareinheit,PV Park EDEKA Valluhn EZA-28934,Teileinspeisung (einschließlich Eigenverbrauch),19074.38,19246,Ludwigslust-Parchim,Lüttow-Valluhn,Dorfstr.,NA,Mecklenburg-Vorpommern,10.834489,53.515625,2025,NA,FALSE,Freiflächensolaranlage,31356,NA,NA
SEE990521074980,ABR954022931739,Solareinheit,PV Malching,Volleinspeisung,15713,94094,Passau,Malching,NA,NA,Bayern,13.127917,48.349109,2025,NA,FALSE,Freiflächensolaranlage,33103,NA,NA
SEE911984521231,ABR956931996229,Solareinheit,"Solarpark Mindelstetten - P20-070 - Teil 10.505,70 kWp",Volleinspeisung,10505.7,93349,Eichstätt,Mindelstetten,NA,NA,Bayern,11.662482,48.857115,2025,NA,FALSE,Freiflächensolaranlage,23346,NA,NA
SEE929662307596,ABR955930622085,Solareinheit,PVA Kempen,Volleinspeisung,11550,47906,Krefeld,Kempen,NA,NA,Nordrhein-Westfalen,6.470163,51.353429,2026,NA,FALSE,Freiflächensolaranlage,18480,NA,NA
SEE913069435525,ABR959878271275,Solareinheit,Bürgersolarpark Bosbüll III / West,Volleinspeisung,19365.12,25899,Nordfriesland,Bosbüll,NA,NA,Schleswig-Holstein,8.845718,54.815397,2025,NA,FALSE,Freiflächensolaranlage,31488,NA,NA
SEE925057494858,ABR949351922992,Solareinheit,Zahna-West-EEG-Anlage,Volleinspeisung,19983.6,06895,Wittenberg,Zahna-Elster,NA,NA,Sachsen-Anhalt,12.77516,51.927688,2025,NA,FALSE,Freiflächensolaranlage,32760,NA,NA
SEE923176963774,ABR959878271275,Solareinheit,Bürgersolarpark Bosbüll III / Ost,Volleinspeisung,29002.68,25899,Nordfriesland,Bosbüll,NA,NA,Schleswig-Holstein,8.853024,54.817772,2025,NA,FALSE,Freiflächensolaranlage,47010,NA,NA
SEE954607441608,ABR922512213627,Solareinheit,PVA Frankenförde Nord 1,Volleinspeisung,72912,14947,Teltow-Fläming,Nuthe-Urstromtal,NA,NA,Brandenburg,13.056017,52.118972,2025,NA,FALSE,Freiflächensolaranlage,117600,NA,NA
SEE901657018991,ABR967633768250,Solareinheit,Zahna Ost,Volleinspeisung,16601.76,06895,Wittenberg,Zahna-Elster,NA,NA,Sachsen-Anhalt,12.770472,51.927481,2025,NA,FALSE,Freiflächensolaranlage,27216,NA,NA
SEE946789809925,ABR915795303277,Solareinheit,"Solarpark Seubersdorf V P23-554 - Teil 12.721,06 kWp SOL23-3/267",Volleinspeisung,12721.06,92358,Neumarkt i.d. OPf.,Seubersdorf,NA,NA,Bayern,11.608374,49.18026,2025,NA,FALSE,Freiflächensolaranlage,21555,NA,NA
SEE946717759711,ABR985623752263,Solareinheit,Warringholz,Volleinspeisung,11166.35,25560,Steinburg,Warringholz,NA,NA,Schleswig-Holstein,9.464824,54.060192,2025,2026,TRUE,Freiflächensolaranlage,19084,NA,NA
SEE993977528984,ABR936098180396,Solareinheit,Vattenfall Solar Neubrandenburg,Volleinspeisung,28671,17034,Mecklenburgische Seenplatte,Neubrandenburg,NA,NA,Mecklenburg-Vorpommern,13.3699,53.6203,2025,NA,FALSE,Freiflächensolaranlage,45672,NA,NA
SEE925640425948,ABR944680985168,Solareinheit,PV-FA-SN-GöhrenerTannen,Volleinspeisung,10274.64,19061,Schwerin,Schwerin,NA,NA,Mecklenburg-Vorpommern,11.417923,53.559419,2025,NA,FALSE,Freiflächensolaranlage,17040,NA,NA
SEE945060706052,ABR982481492409,Solareinheit,PV Park Schönbrunn,Volleinspeisung,19994.58,95632,Wunsiedel i. Fichtelgebirge,Wunsiedel,NA,NA,Bayern,11.975508,50.032937,2025,NA,FALSE,Freiflächensolaranlage,32778,NA,NA
SEE913061583804,ABR938933890415,Solareinheit,SP Mulfingen,Volleinspeisung,15366.51,74673,Hohenlohekreis,Mulfingen,NA,NA,Baden-Württemberg,9.85611,49.291546,2025,NA,FALSE,Freiflächensolaranlage,25191,NA,NA
SEE939070799852,ABR996529198406,Solareinheit,PV Bartow Ost 3,Volleinspeisung,54139.8,17089,Mecklenburgische Seenplatte,Bartow,NA,NA,Mecklenburg-Vorpommern,13.355863,53.826132,2025,NA,FALSE,Freiflächensolaranlage,93366,NA,NA
SEE921579023033,ABR982614226390,Solareinheit,PV Amerdingen,Volleinspeisung,76003,86735,Donau-Ries,Amerdingen,NA,NA,Bayern,10.506755,48.732235,2025,NA,FALSE,Freiflächensolaranlage,126672,NA,NA
SEE953444183214,ABR980917087540,Solareinheit,Solarpark Juliusburg,Volleinspeisung,62977.91,21483,Herzogtum Lauenburg,Juliusburg,NA,NA,Schleswig-Holstein,10.507864,53.429879,2026,NA,FALSE,Freiflächensolaranlage,101898,NA,NA
SEE933954417825,ABR993102056511,Solareinheit,Vattenfall Solar Nauen GmbH,Volleinspeisung,46060,14641,Havelland,Nauen,NA,NA,Brandenburg,12.9033,52.60511,2026,NA,FALSE,Freiflächensolaranlage,79080,NA,NA
SEE968446831926,ABR980917087540,Solareinheit,Solarpark Krukow,Volleinspeisung,16611.08,21483,Herzogtum Lauenburg,Krukow,NA,NA,Schleswig-Holstein,10.465879,53.416604,2026,NA,FALSE,Freiflächensolaranlage,26865,NA,NA
SEE912572659916,ABR906966556745,Solareinheit,"PV-Freifläche 11,880 MW Hohenwestedt",Volleinspeisung,11880,24594,Rendsburg-Eckernförde,Hohenwestedt,NA,NA,Schleswig-Holstein,9.642012,54.085938,2026,NA,FALSE,Freiflächensolaranlage,19161,NA,NA
SEE910405045493,ABR902578499203,Solareinheit,PVA2 Berngau Erlenbrunnen,Volleinspeisung,11103.21,92361,Neumarkt i.d. OPf.,Berngau,NA,NA,Bayern,11.377342,49.262021,2025,NA,FALSE,Freiflächensolaranlage,18054,NA,NA
SEE900739474243,ABR926481235130,Solareinheit,Solaranlage Bedburg,Volleinspeisung,10101,50181,Rhein-Erft-Kreis,Bedburg,NA,NA,Nordrhein-Westfalen,6.554841,50.981516,2025,NA,FALSE,Freiflächensolaranlage,16392,NA,NA
SEE903704109096,ABR948682884269,Solareinheit,Solaranlage Weissdorf,Volleinspeisung,19623,95237,Hof,Weißdorf,NA,NA,Bayern,11.837735,50.175116,2026,NA,FALSE,Freiflächensolaranlage,31779,NA,NA
SEE925581334194,ABR908007103802,Solareinheit,Sonnenstreifen II,Volleinspeisung,12500,56290,Cochem-Zell,Lieg,NA,NA,Rheinland-Pfalz,7.336441,50.152426,2026,NA,FALSE,Freiflächensolaranlage,17857,NA,NA
SEE919826289158,ABR987243774533,Solareinheit,PV Zell - BA1,Volleinspeisung,19987.56,95239,Hof,Zell,NA,NA,Bayern,11.778974,50.14527,2025,NA,FALSE,Freiflächensolaranlage,32238,NA,NA
SEE956245296534,ABR950965386506,Solareinheit,PV Park Selb,Volleinspeisung,19886.715,95100,Wunsiedel i. Fichtelgebirge,Selb,NA,NA,Bayern,12.139111,50.197828,2025,NA,FALSE,Freiflächensolaranlage,32238,NA,NA
SEE959282618949,ABR903497439400,Solareinheit,PV Park Förtschendorf,Volleinspeisung,19998.72,96332,Kronach,Pressig,NA,NA,Bayern,11.33681,50.391462,2025,NA,FALSE,Freiflächensolaranlage,32256,NA,NA
SEE987921750361,ABR916710850241,Solareinheit,PVA Sallgast / LAURAG SO2 GmbH ＆ Co. KG,Volleinspeisung,36015,03238,Elbe-Elster,Sallgast,NA,NA,Brandenburg,13.816205,51.594474,2026,NA,FALSE,Freiflächensolaranlage,57834,NA,NA
SEE960336294699,ABR924580649209,Solareinheit,Bürgersolarpark Ohmenheim,Volleinspeisung,17242.1,73450,Ostalbkreis,Neresheim,NA,NA,Baden-Württemberg,10.359,48.794,2025,NA,FALSE,Freiflächensolaranlage,28980,NA,NA
SEE948937958660,ABR987648079592,Solareinheit,Solarpark Lauben - Anlage 2,Volleinspeisung,19876.58,87493,Oberallgäu,Lauben,NA,NA,Bayern,10.320223,47.790353,2025,NA,FALSE,Freiflächensolaranlage,32059,NA,NA
SEE942744292337,ABR914063754315,Solareinheit,"Solarpark Mengkofen - P18-088 - Teil 10.375,02 kWp - SOL24-2/203",Volleinspeisung,10375.02,84152,Dingolfing-Landau,Mengkofen,NA,NA,Bayern,12.407063,48.715945,2025,NA,FALSE,Freiflächensolaranlage,17586,NA,NA
SEE913546683630,ABR971700509318,Solareinheit,SP Uebigau-Wahrenbrück,Volleinspeisung,19693.125,04924,Elbe-Elster,Beiersdorf,Hinterreihe,NA,Brandenburg,13.302396,51.552466,2026,NA,FALSE,Freiflächensolaranlage,31509,NA,NA
SEE902883359766,ABR902174931350,Solareinheit,ASE Elsterheide II E,Volleinspeisung,19989,02979,Bautzen,Elsterheide,NA,NA,Sachsen,14.177809,51.446096,2025,NA,FALSE,Freiflächensolaranlage,32416,NA,NA
SEE944100729426,ABR962786524241,Solareinheit,Solarpark Weitzmühlen A27,Volleinspeisung,11981.25,27308,Verden,Kirchlinteln,NA,NA,Niedersachsen,9.310419,52.929423,2026,NA,FALSE,Freiflächensolaranlage,19170,NA,NA
SEE937103372003,ABR903690099142,Solareinheit,SP Kronstetten 2,Volleinspeisung,10499.895,92421,Schwandorf,Schwandorf,NA,NA,Bayern,12.156141,49.324642,2025,NA,FALSE,Freiflächensolaranlage,16227,NA,NA
SEE994674198173,ABR993558594889,Solareinheit,Solarpark Sarrod-Ulmbach,Volleinspeisung,15498,36396,Main-Kinzig-Kreis,Steinau,NA,NA,Hessen,9.415029,50.355242,2025,NA,FALSE,Freiflächensolaranlage,25200,NA,NA
SEE983491374365,ABR908007103802,Solareinheit,Solar Key,Volleinspeisung,12448,96132,Bamberg,Schlüsselfeld,NA,NA,Bayern,10.618208,49.749076,2027,NA,FALSE,Freiflächensolaranlage,19260,NA,NA
SEE997593568997,ABR959058688725,Solareinheit,A183887 - BA1,Volleinspeisung,19023.81,21385,Lüneburg,Oldendorf,NA,NA,Niedersachsen,10.251437,53.170138,2025,NA,FALSE,Freiflächensolaranlage,32214,NA,NA
SEE939744513463,ABR983176713830,Solareinheit,DEG Solarpark 47 GmbH ＆ Co. KG,Volleinspeisung,16758.23,16845,Ostprignitz-Ruppin,Zernitz-Lohm,Hinter der Bahn,999,Brandenburg,12.36,52.89,2026,NA,FALSE,Freiflächensolaranlage,27405,NA,NA
SEE941641549179,ABR965484107358,Solareinheit,PV am Wandwasser,Volleinspeisung,12000,86447,Aichach-Friedberg,Todtenweis,NA,NA,Bayern,10.882858,48.50476,2025,NA,FALSE,Freiflächensolaranlage,19440,NA,NA
SEE930581467209,ABR995192216318,Solareinheit,SP Dettmannsdorf-Grünheide,Volleinspeisung,66993,18334,Vorpommern-Rügen,Dettmannsdorf,NA,NA,Mecklenburg-Vorpommern,12.558863,54.119827,2026,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE965868085159,ABR934036383694,Solareinheit,9062 SP Gottmadingen Katzental P16,Volleinspeisung,11279.91,78244,Konstanz,Gottmadingen,NA,NA,Baden-Württemberg,8.788931,47.742506,2026,NA,FALSE,Freiflächensolaranlage,17393,NA,NA
SEE953422551462,ABR913560966689,Solareinheit,SP Dettmannsdorf-Süd,NA,46400,18334,Vorpommern-Rügen,Dettmannsdorf,NA,NA,Mecklenburg-Vorpommern,12.497786,54.096699,2026,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE988319843849,ABR944595681704,Solareinheit,PV Hassel,Volleinspeisung,15082.605,27324,Nienburg (Weser),Hassel,NA,NA,Niedersachsen,9.235773,52.816936,2026,NA,FALSE,Freiflächensolaranlage,24408,NA,NA
SEE932126010864,ABR918972675686,Solareinheit,PV Anlage Fresenhorst 22 Phase 1,Volleinspeisung,19986.95,46354,Borken,Südlohn,Fresenhorst,24,Nordrhein-Westfalen,6.831874,51.922287,2025,NA,FALSE,Gebäudesolaranlage,47848,NA,NA
SEE915566347059,ABR995858140360,Solareinheit,PV-Park Buggingen,Volleinspeisung,10413,79426,Breisgau-Hochschwarzwald,Buggingen,NA,NA,Baden-Württemberg,7.623498,47.844695,2026,NA,FALSE,Freiflächensolaranlage,16040,NA,NA
SEE933361477887,ABR994590040280,Solareinheit,Solarpark Manhagen Ib,Volleinspeisung,16496.4,23738,Ostholstein,Manhagen,NA,NA,Schleswig-Holstein,10.9143,54.2037,2025,NA,FALSE,Freiflächensolaranlage,27960,NA,NA
SEE990818399468,ABR916115096862,Solareinheit,PV A44n Jüchen Nord Ost,Volleinspeisung,19028.1,41363,Rhein-Kreis Neuss,Jüchen,NA,NA,Nordrhein-Westfalen,6.479664,51.08176,2025,NA,FALSE,Freiflächensolaranlage,30940,NA,NA
SEE923834960503,ABR916115096862,Solareinheit,PV A44n Jüchen Mitte Ost,Volleinspeisung,21538.53,41363,Rhein-Kreis Neuss,Jüchen,NA,NA,Nordrhein-Westfalen,6.490049,51.069923,2025,NA,FALSE,Freiflächensolaranlage,35022,NA,NA
SEE990070049057,ABR916115096862,Solareinheit,PV A44n Jüchen Mitte West [Nord],Volleinspeisung,16740.915,41363,Rhein-Kreis Neuss,Jüchen,NA,NA,Nordrhein-Westfalen,6.487476,51.068445,2025,NA,FALSE,Freiflächensolaranlage,27221,NA,NA
SEE906742470746,ABR916115096862,Solareinheit,PV A44n Jüchen Mitte West [Süd],Volleinspeisung,11719.44,41363,Rhein-Kreis Neuss,Jüchen,NA,NA,Nordrhein-Westfalen,6.494934,51.059635,2025,NA,FALSE,Freiflächensolaranlage,19056,NA,NA
SEE928372664104,ABR916115096862,Solareinheit,PV A44n Bedburg West,Volleinspeisung,17268.585,50181,Rhein-Erft-Kreis,Bedburg,NA,NA,Nordrhein-Westfalen,6.497603,51.04551,2025,NA,FALSE,Freiflächensolaranlage,28079,NA,NA
SEE929617749242,ABR968973170932,Solareinheit,PVA Laubst,Volleinspeisung,19925,03116,Spree-Neiße,Drebkau,NA,NA,Brandenburg,14.235845,51.662383,2025,NA,FALSE,Freiflächensolaranlage,32346,NA,NA
SEE907933554610,ABR997547880717,Solareinheit,Freifläche Bachl Süd und Nord,Volleinspeisung,19998.72,93352,Kelheim,Rohr,NA,NA,Bayern,11.940918,48.806436,2025,NA,FALSE,Freiflächensolaranlage,32256,NA,NA
SEE972631200756,ABR921245514209,Solareinheit,SP Kolitzheim-Herlheim,Volleinspeisung,10834.83,97509,Schweinfurt,Kolitzheim,NA,NA,Bayern,10.289917,49.917694,2027,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE983060542850,ABR954489366587,Solareinheit,Solarpark Saaletal 2,Volleinspeisung,10655.36,97618,Rhön-Grabfeld,Wülfershausen,NA,NA,Bayern,10.31965,50.32789,2026,NA,FALSE,Freiflächensolaranlage,14970,NA,NA
SEE909831776859,ABR984996386877,Solareinheit,PV-Projekt Stachusried,Volleinspeisung,18558.54,85229,Dachau,Markt Indersdorf,Lanzenried,NA,Bayern,11.384474,48.413026,2026,NA,FALSE,Freiflächensolaranlage,25956,NA,NA
SEE993255204210,ABR974210560275,Solareinheit,PV-Projekt Zengermoos Süd,Volleinspeisung,16221.06,85452,Erding,Moosinning,NA,NA,Bayern,11.749103,48.284623,2026,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE937943841578,ABR974210560275,Solareinheit,PV-Projekt Zengermoos Nord,Volleinspeisung,21376.98,85452,Erding,Moosinning,NA,NA,Bayern,11.746077,48.288708,2026,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE912627879931,ABR913337912086,Solareinheit,PV Eichstätt Gebot,Volleinspeisung,14296.905,85072,Eichstätt,Eichstätt,NA,NA,Bayern,11.216486,48.904205,2025,NA,FALSE,Freiflächensolaranlage,23247,NA,NA
SEE935514196225,ABR915989540211,Solareinheit,Kaisborstel,Volleinspeisung,25413.075,25560,Steinburg,Kaisborstel,NA,NA,Schleswig-Holstein,9.463371,54.019291,2026,NA,FALSE,Freiflächensolaranlage,35505,NA,NA
SEE936530553207,ABR905970115948,Solareinheit,"GSP Hof Witzelbach FF 11,5MW",Volleinspeisung,11544.4,56459,Westerwaldkreis,Härtlingen,Hof Witzelbach,1,Rheinland-Pfalz,7.908513,50.535224,2025,NA,FALSE,Freiflächensolaranlage,18620,NA,NA
SEE910829136524,ABR960539438715,Solareinheit,Arpsdorf 1.2,Volleinspeisung,19107.36,24634,Rendsburg-Eckernförde,Arpsdorf,NA,NA,Schleswig-Holstein,9.872947,54.013467,2025,NA,FALSE,Freiflächensolaranlage,34830,NA,NA
SEE968913183770,ABR922192234677,Solareinheit,PVA Harbke 0126,Volleinspeisung,31117.5,39365,Börde,Harbke,NA,NA,Sachsen-Anhalt,11.02218,52.18322,2026,NA,FALSE,Freiflächensolaranlage,49788,NA,NA
SEE903308338953,ABR995052066084,Solareinheit,PVA - Solarpark Hürth Gleuel,Volleinspeisung,23673.6,50354,Rhein-Erft-Kreis,Hürth,NA,NA,Nordrhein-Westfalen,6.808181,50.883944,2025,NA,FALSE,Freiflächensolaranlage,36990,NA,NA
SEE901777311347,ABR909089540592,Solareinheit,Werther 1,Volleinspeisung,11159.33,99735,Nordhausen,Werther,NA,NA,Thüringen,10.745783,51.489287,2025,NA,FALSE,Freiflächensolaranlage,19058,NA,NA
SEE958185187019,ABR969920753840,Solareinheit,Solarpark Söhnstetten GmbH ＆ Co. KG,Volleinspeisung,17714.925,89555,Heidenheim,Steinheim,NA,NA,Baden-Württemberg,9.962778,48.662832,2026,NA,FALSE,Freiflächensolaranlage,27465,NA,NA
SEE906882599215,ABR940382505017,Solareinheit,Sulzfeld-Sandhof 1.3,Volleinspeisung,13974.8,97633,Rhön-Grabfeld,Sulzfeld,NA,NA,Bayern,10.381243,50.247391,2026,NA,FALSE,Freiflächensolaranlage,22540,NA,NA
SEE980292377373,ABR995052066084,Solareinheit,PVA - Solarpark Hochstetten Dhaun 1 Ost/West,Volleinspeisung,19458,55606,Bad Kreuznach,Hochstetten-Dhaun,NA,NA,Rheinland-Pfalz,7.487759,49.835964,2025,NA,FALSE,Freiflächensolaranlage,32430,NA,NA
SEE951614186744,ABR962370325698,Solareinheit,Neuss 1.1,Volleinspeisung,12963.47,41472,Rhein-Kreis Neuss,Neuss,NA,NA,Nordrhein-Westfalen,6.65597,51.155296,2025,NA,FALSE,Freiflächensolaranlage,22100,NA,NA
SEE945682889300,ABR926324144148,Solareinheit,GM PV Basthorst/Möhnsen (süd) Baufeld 4 ＆ 5 - #4,Volleinspeisung,11935.62,21493,Herzogtum Lauenburg,Möhnsen,NA,NA,Schleswig-Holstein,10.47673,53.56479,2026,NA,FALSE,Freiflächensolaranlage,19251,NA,NA
SEE977186521455,ABR977077669099,Solareinheit,Ahausen 1.2,Volleinspeisung,18672.55,27367,Rotenburg (Wümme),Ahausen,NA,NA,Niedersachsen,9.347416,53.055702,2025,NA,FALSE,Freiflächensolaranlage,31538,NA,NA
SEE928352651162,ABR959333026303,Solareinheit,Truppacherhof,Volleinspeisung,10848,66497,Südwestpfalz,Contwig,NA,NA,Rheinland-Pfalz,7.421338,49.231128,2025,NA,FALSE,Freiflächensolaranlage,17496,NA,NA
SEE983888339137,ABR974083888209,Solareinheit,Oster-Schnatebüll 1.2,Volleinspeisung,18654.13,25917,Nordfriesland,Leck,NA,NA,Schleswig-Holstein,8.9430789999999991,54.744249,2025,NA,FALSE,Freiflächensolaranlage,43260,NA,NA
SEE940346448268,ABR995104063078,Solareinheit,Waizenbach BNetzA,Volleinspeisung,19016.64,97797,Bad Kissingen,Wartmannsroth,NA,NA,Bayern,9.92375,50.10714,2025,NA,FALSE,Freiflächensolaranlage,30645,NA,NA
SEE924349146147,ABR963150956514,Solareinheit,"Poltnitz Nord 19,1",Volleinspeisung,19111.68,19376,Ludwigslust-Parchim,Ruhner Berge,NA,NA,Mecklenburg-Vorpommern,11.828954,53.343854,2025,NA,FALSE,Freiflächensolaranlage,28224,NA,NA
SEE911316306703,ABR917328369439,Solareinheit,PV Waren 1 EEG,Volleinspeisung,30374.595,17192,Mecklenburgische Seenplatte,Waren,NA,NA,Mecklenburg-Vorpommern,12.64942,53.53947,2026,NA,FALSE,Freiflächensolaranlage,48951,NA,NA
SEE941573073278,ABR917328369439,Solareinheit,PV Waren 1 - 14 MW,Volleinspeisung,14631.3,17192,Mecklenburgische Seenplatte,Waren,NA,NA,Mecklenburg-Vorpommern,12.6494,53.53947,2026,NA,FALSE,Freiflächensolaranlage,23598,NA,NA
SEE938337341872,ABR962608120248,Solareinheit,PVA Gerbach,Volleinspeisung,16661.7,67813,Donnersbergkreis,Gerbach,NA,NA,Rheinland-Pfalz,7.887048,49.676162,2025,NA,FALSE,Freiflächensolaranlage,37026,NA,NA
SEE924055552997,ABR924414865850,Solareinheit,PV-FFA Klötze Steimke,Volleinspeisung,19650,38486,Altmarkkreis Salzwedel,Klötze,NA,NA,Sachsen-Anhalt,10.999151,52.593046,2026,NA,FALSE,Freiflächensolaranlage,31700,NA,NA
SEE979483662961,ABR955942200073,Solareinheit,FFA Heckuscheid,Volleinspeisung,17767.5,54619,Eifelkreis Bitburg-Prüm,Heckhuscheid,Kapellenweg,NA,Rheinland-Pfalz,6.226815,50.183648,2025,NA,FALSE,Freiflächensolaranlage,28428,NA,NA
SEE941903012236,ABR993877656213,Solareinheit,PVA Haßleben 1,Volleinspeisung,18227.15,17268,Uckermark,Boitzenburger Land,NA,NA,Brandenburg,13.674244,53.216274,2026,NA,FALSE,Freiflächensolaranlage,29584,NA,NA
SEE932041808751,ABR993877656213,Solareinheit,PVA Haßleben 2,Volleinspeisung,18908.79,17268,Uckermark,Boitzenburger Land,NA,NA,Brandenburg,13.674244,53.216274,2026,NA,FALSE,Freiflächensolaranlage,30746,NA,NA
SEE995381719651,ABR993877656213,Solareinheit,PVA Haßleben 3,Volleinspeisung,18911.95,17268,Uckermark,Boitzenburger Land,NA,NA,Brandenburg,13.674244,53.216274,2026,NA,FALSE,Freiflächensolaranlage,30582,NA,NA
SEE926168312741,ABR933730932023,Solareinheit,PV Reuden Süd BA3,Volleinspeisung,10997.52,39264,Anhalt-Bitterfeld,Reuden,Reudener Landstraße,10,Sachsen-Anhalt,12.278262,52.047091,2025,NA,FALSE,Gebäudesolaranlage,27155,NA,NA
SEE933951434993,ABR946958741032,Solareinheit,ZPM Ergste FFA,Teileinspeisung (einschließlich Eigenverbrauch),10156.6,58239,Unna,Schwerte,Beckhausweg,1,Nordrhein-Westfalen,7.58637,51.4276,2026,NA,FALSE,Freiflächensolaranlage,16380,NA,NA
SEE983531727908,ABR926141462586,Solareinheit,Vattenfall Solar Bärwalde GmbH ＆ Co. KG - EEG 16MW,Volleinspeisung,16000,02943,Görlitz,Boxberg,NA,NA,Sachsen,14.5,51.41,2026,NA,FALSE,Freiflächensolaranlage,25768,NA,NA
SEE963901299501,ABR937588810786,Solareinheit,ASE Merenberg,Volleinspeisung,18087.266,35799,Limburg-Weilburg,Merenberg,NA,NA,Hessen,8.19,50.4942,2026,NA,FALSE,Freiflächensolaranlage,29310,NA,NA
SEE962815612024,ABR915795303277,Solareinheit,"Solarpark Schrobenhausen-Sandizell I - P20-105 - Teil 34.000,00 kWp - SOL23-3/268",Volleinspeisung,34000,86529,Neuburg-Schrobenhausen,Schrobenhausen,NA,NA,Bayern,11.170138,48.5596,2025,NA,FALSE,Freiflächensolaranlage,57143,NA,NA
SEE988944895787,ABR915795303277,Solareinheit,"Solarpark Schrobenhausen IX - P22-591 - Teil 19.087,91 kWp - SOL23-3/267",Volleinspeisung,19087.91,86529,Neuburg-Schrobenhausen,Schrobenhausen,NA,NA,Bayern,11.293194,48.601817,2026,NA,FALSE,Freiflächensolaranlage,32698,NA,NA
SEE920348669700,ABR936133174656,Solareinheit,Energiepark Reichertsweiler GmbH ＆ Co. KG,Teileinspeisung (einschließlich Eigenverbrauch),17908.8,86609,Donau-Ries,Donauwörth,NA,NA,Bayern,10.690916,48.710568,2025,NA,FALSE,Freiflächensolaranlage,27552,NA,NA
SEE917741650725,ABR990642440275,Solareinheit,Anlagenteil 2 Ausschreibung,Volleinspeisung,19000.05,97631,Rhön-Grabfeld,Bad Königshofen,NA,NA,Bayern,10.42705,50.27919,2026,NA,FALSE,Freiflächensolaranlage,34710,NA,NA
SEE964185860487,ABR912357436060,Solareinheit,"Solarpark Rohr i. NB. - P23-072 - 10.530,35 kWp - SOL24-2/427",Volleinspeisung,10530.35,93352,Kelheim,Rohr,NA,NA,Bayern,11.947607,48.812223,2026,NA,FALSE,Freiflächensolaranlage,18001,NA,NA
SEE931179867890,ABR958698652363,Solareinheit,PV Memmendorf - B,Volleinspeisung,25009.56,09569,Mittelsachsen,Oederan,NA,NA,Sachsen,11.88336,53.0718,2026,NA,FALSE,Freiflächensolaranlage,40338,NA,NA
SEE963312947619,ABR906035877269,Solareinheit,PV St Vit Ausschreibungsteil 14861 kWp,Volleinspeisung,14828.67,33378,Gütersloh,Rheda-Wiedenbrück,NA,NA,Nordrhein-Westfalen,8.25166,51.83179,2026,NA,FALSE,Freiflächensolaranlage,24138,NA,NA
SEE903007966433,ABR925862017051,Solareinheit,Birkenhain 1,Volleinspeisung,30653.64,97900,Main-Tauber-Kreis,Külsheim,Ritter-Arnold-Straße,NA,Baden-Württemberg,9.55638,49.67853,2025,NA,FALSE,Freiflächensolaranlage,43196,NA,NA
SEE946257769188,ABR971239871825,Solareinheit,PVA Rockensußra,NA,84816,99713,Kyffhäuserkreis,Ebeleben,NA,NA,Thüringen,10.697604,51.263133,2026,NA,FALSE,Freiflächensolaranlage,136800,NA,NA
SEE945988187551,ABR937152666788,Solareinheit,Photovoltaik-Freiflächenanlage Borgdorf-Seedorf - EEG,Volleinspeisung,18127.08,24589,Rendsburg-Eckernförde,Borgdorf-Seedorf,Eichberg,3,Schleswig-Holstein,9.90696,54.17509,2026,NA,FALSE,Freiflächensolaranlage,28104,NA,NA
SEE989705219668,ABR974539103481,Solareinheit,Sulzfeld-Kleinbardorf 1.2,Volleinspeisung,18999.9,97633,Rhön-Grabfeld,Sulzfeld,NA,NA,Bayern,10.40822,50.28524,2026,NA,FALSE,Freiflächensolaranlage,30645,NA,NA
SEE966093399691,ABR960020755888,Solareinheit,Klötze Ausbau,Volleinspeisung,11544.13,38486,Altmarkkreis Salzwedel,Klötze,Hasselbusch,2,Sachsen-Anhalt,11.144847,52.617613,2026,NA,FALSE,Freiflächensolaranlage,18270,NA,NA
SEE977633219287,ABR987788900459,Solareinheit,PVA Mallersdorf-Pfaffenberg,Volleinspeisung,10513.39,84066,Straubing-Bogen,Mallersdorf-Pfaffenberg,NA,NA,Bayern,12.189845,48.768918,2026,NA,FALSE,Freiflächensolaranlage,16524,NA,NA
