nr_MASTR,nr_betreiber,energie_type,name,einspeisung,leistung_brutto,plz,landkreis,ort,strasse,hausnummer,bundesland,laenge,breite,jahr_inbetriebnahme,jahr_stillgelegt,stillgelegt,energietraeger,anzahl_einheiten,name_KW,nr_KW
SEE901499856416,ABR961828941541,Solareinheit,Hilpoltstein Solar,Volleinspeisung,10495.47,91161,Roth,Hilpoltstein,NA,NA,Bayern,11.221229,49.177068,2024,NA,FALSE,Freiflächensolaranlage,18288,NA,NA
SEE927885598821,ABR963150956514,Solareinheit,"Poltnitz III Teil 1 13.776,84 kWp",Volleinspeisung,13776.84,19376,Ludwigslust-Parchim,Ruhner Berge,NA,NA,Mecklenburg-Vorpommern,11.829827,53.345538,2025,NA,FALSE,Freiflächensolaranlage,19404,NA,NA
SEE995395186371,ABR930295409007,Solareinheit,PVA Georgental 2 Falkenhagen Solar UW Sieversdorf,Volleinspeisung,24472,15306,Märkisch-Oderland,Falkenhagen,Georgenthal,NA,Brandenburg,14.296291,52.408318,2024,NA,FALSE,Freiflächensolaranlage,42935,NA,NA
SEE905458763401,ABR930295409007,Solareinheit,PVA Georgental 1 Falkenhagen Solar UW Jacobsdorf,Volleinspeisung,24147,15306,Märkisch-Oderland,Falkenhagen,Georgenthal,NA,Brandenburg,14.296709,52.408091,2024,NA,FALSE,Freiflächensolaranlage,41813,NA,NA
SEE943046483614,ABR914690640753,Solareinheit,VenSol Solarpark Rothtal III GmbH ＆ Co. KG,Volleinspeisung,19204.61,89299,Neu-Ulm,Unterroth,NA,NA,Bayern,10.171407,48.18447,2024,NA,FALSE,Freiflächensolaranlage,31227,NA,NA
SEE912075400107,ABR968659874277,Solareinheit,Solarpark Münchham 51 GmbH,Volleinspeisung,18122,94140,Rottal-Inn,Ering,NA,NA,Bayern,13.134735,48.333245,2025,NA,FALSE,Freiflächensolaranlage,28752,NA,NA
SEE944840333761,ABR932198268156,Solareinheit,Frankfurt/Oder West 1.1,Volleinspeisung,14000,15234,Frankfurt (Oder),Frankfurt,NA,NA,Brandenburg,14.468132,52.32356,2026,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE922469052218,ABR940590301456,Solareinheit,Elmenhorst,Volleinspeisung,13000,18510,Vorpommern-Rügen,Elmenhorst,NA,NA,Mecklenburg-Vorpommern,13.082083,54.222052,2026,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE995039960190,ABR994481451492,Solareinheit,Weede,Volleinspeisung,17000,23795,Segeberg,Weede,NA,NA,Schleswig-Holstein,10.352286,53.920672,2026,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE999210393951,ABR989728844076,Solareinheit,Klein Schönwalde,Volleinspeisung,14400,17498,Vorpommern-Greifswald,Weitenhagen,NA,NA,Mecklenburg-Vorpommern,13.413963,54.066691,2026,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE951306409229,ABR952694277919,Solareinheit,Papendorf,Volleinspeisung,20000,17309,Vorpommern-Greifswald,Papendorf,NA,NA,Mecklenburg-Vorpommern,13.928431,53.485402,2026,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE970002317720,ABR990968760699,Solareinheit,Unterer Hub EEG,Volleinspeisung,19049.96,94554,Deggendorf,Moos,NA,NA,Bayern,12.967897,48.729774,2025,NA,FALSE,Freiflächensolaranlage,29535,NA,NA
SEE934954059640,ABR939517505596,Solareinheit,Brinkum 1,Volleinspeisung,20000,26835,Leer,Brinkum,NA,NA,Niedersachsen,7.585701,53.257759,2026,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE921838767104,ABR927989910574,Solareinheit,Schülldorf,Volleinspeisung,15000,24790,Rendsburg-Eckernförde,Schülldorf,NA,NA,Schleswig-Holstein,9.760666,54.298377,2026,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE900457834756,ABR910091337148,Solareinheit,Inno PV Hallbergmoos,Teileinspeisung (einschließlich Eigenverbrauch),10487.18,85399,Freising,Hallbergmoos,NA,NA,Bayern,11.724903,48.335355,2025,NA,FALSE,Freiflächensolaranlage,17664,NA,NA
SEE922044470642,ABR968329531462,Solareinheit,Hafenpreppach,Volleinspeisung,17613.86,96126,Haßberge,Maroldsweisach,NA,NA,Bayern,10.774658,50.190286,2024,NA,FALSE,Freiflächensolaranlage,32562,NA,NA
SEE915872214748,ABR975539904429,Solareinheit,Energiepark Eggesin,Volleinspeisung,13070.28,17367,Vorpommern-Greifswald,Eggesin,Stettiner Landstr.,NA,Mecklenburg-Vorpommern,14.120511,53.6659,2026,NA,FALSE,Freiflächensolaranlage,30396,NA,NA
SEE974660744447,ABR996212388879,Solareinheit,P22-504 Anumar Solarpark Beilngries-Kirchbuch GmbH ＆ Co. KG,Volleinspeisung,11000,92339,Eichstätt,Beilngries,NA,NA,Bayern,11.513101,48.967836,2027,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE905448153427,ABR944820491054,Solareinheit,P23-567 Solarpark Sparneck,Volleinspeisung,14500,95234,Hof,Sparneck,NA,NA,Bayern,11.829858,50.156966,2027,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE950868464608,ABR970003145278,Solareinheit,P23-018 Solarpark Gachenbach,Volleinspeisung,11500,86565,Neuburg-Schrobenhausen,Gachenbach,NA,NA,Bayern,11.230389,48.518766,2025,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE956222624473,ABR922894625520,Solareinheit,P23-328 Solarpark Karlskron IV,Volleinspeisung,11500,85123,Neuburg-Schrobenhausen,Karlskron,NA,NA,Bayern,11.388721,48.65566,2027,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE964246398485,ABR918799912353,Solareinheit,Solaranlage Adorf- Teilanlage 2,Volleinspeisung,13898,08626,Vogtlandkreis,Adorf,Sorger Straße,25,Sachsen,12.273533,50.321754,2025,NA,FALSE,Freiflächensolaranlage,21606,NA,NA
SEE906820995406,ABR988907947812,Solareinheit,PV-Anlage Trebesberg,Volleinspeisung,12147.84,96352,Kronach,Wilhelmsthal,NA,NA,Bayern,11.344666,50.29531,2024,NA,FALSE,Freiflächensolaranlage,21312,NA,NA
SEE987235001425,ABR973259896864,Solareinheit,RWE Neuland 1 Erweiterung Solarpark,Volleinspeisung,15243.8,52382,Düren,Niederzier,NA,NA,Nordrhein-Westfalen,6.516164,50.917763,2024,NA,FALSE,Freiflächensolaranlage,27716,NA,NA
SEE974075440064,ABR929818725182,Solareinheit,SP Hagenohe,Volleinspeisung,13496.34,91275,Amberg-Sulzbach,Auerbach,NA,NA,Bayern,11.645837,49.739897,2024,NA,FALSE,Freiflächensolaranlage,22308,NA,NA
SEE901945842574,ABR929818725182,Solareinheit,SP Altzirkendorf,Volleinspeisung,11498.5,91281,Neustadt a.d. Waldnaab,Kirchenthumbach,NA,NA,Bayern,11.658164,49.7375,2024,NA,FALSE,Freiflächensolaranlage,18850,NA,NA
SEE927205437960,ABR929818725182,Solareinheit,SP Ranzenthal,Volleinspeisung,11499.58,91275,Amberg-Sulzbach,Auerbach,NA,NA,Bayern,11.626349,49.753756,2024,NA,FALSE,Freiflächensolaranlage,18904,NA,NA
SEE988680395282,ABR929818725182,Solareinheit,SP Sassenreuth,Volleinspeisung,14686.36,91281,Neustadt a.d. Waldnaab,Kirchenthumbach,NA,NA,Bayern,11.722401,49.771221,2025,NA,FALSE,Freiflächensolaranlage,24076,NA,NA
SEE912363044778,ABR945269397587,Solareinheit,SP Höflas 1,Volleinspeisung,16407.3,91281,Neustadt a.d. Waldnaab,Kirchenthumbach,NA,NA,Bayern,11.69202,49.744928,2024,NA,FALSE,Freiflächensolaranlage,26897,NA,NA
SEE946075808182,ABR960850726843,Solareinheit,"Vattenfall Solar Tützpatz 1,2,3",Volleinspeisung,76000,17091,Mecklenburgische Seenplatte,Tützpatz,NA,NA,Mecklenburg-Vorpommern,13.123675,53.713863,2024,NA,FALSE,Freiflächensolaranlage,144830,NA,NA
SEE970811065621,ABR900964520708,Solareinheit,FFPVA Calvörde Ost,Volleinspeisung,19976,39359,Börde,Calvörde,NA,NA,Sachsen-Anhalt,11.307841,52.404052,2024,NA,FALSE,Freiflächensolaranlage,36550,NA,NA
SEE908261819525,ABR912026099350,Solareinheit,Solarpark Jerchel West - Teilanlage 2,Volleinspeisung,16780.5,14715,Havelland,Milower Land,NA,NA,Brandenburg,12.315847,52.480454,2024,NA,FALSE,Freiflächensolaranlage,30510,NA,NA
SEE904612019293,ABR912026099350,Solareinheit,Solarpark Jerchel West - Teilanlage 3,Volleinspeisung,16788.6,14715,Havelland,Milower Land,NA,NA,Brandenburg,12.310266,52.47966,2024,NA,FALSE,Freiflächensolaranlage,30537,NA,NA
SEE933484706758,ABR912026099350,Solareinheit,Gebot 3,Volleinspeisung,11200,14715,Havelland,Milower Land,NA,NA,Brandenburg,12.33802,52.46114,2027,NA,FALSE,Freiflächensolaranlage,22400,NA,NA
SEE992265214721,ABR912026099350,Solareinheit,Gebot 4,Volleinspeisung,16800,14715,Havelland,Milower Land,NA,NA,Brandenburg,12.33802,52.46114,2027,NA,FALSE,Freiflächensolaranlage,33600,NA,NA
SEE941441401110,ABR909920580534,Solareinheit,Kammerwetzdorf BA II,Volleinspeisung,14488.63,94124,Passau,Büchlberg,NA,NA,Bayern,13.5468,48.6541,2024,NA,FALSE,Freiflächensolaranlage,25174,NA,NA
SEE985345326735,ABR986790696589,Solareinheit,Solarpark Gebot InnAus,Volleinspeisung,20000,06780,Anhalt-Bitterfeld,Zörbig,NA,NA,Sachsen-Anhalt,12.07409,51.60297,2027,NA,FALSE,Freiflächensolaranlage,40000,NA,NA
SEE912394646217,ABR979374047549,Solareinheit,SE_2024_4436.1_Eyendorf,Volleinspeisung,14199.955,21376,Harburg,Eyendorf,NA,NA,Niedersachsen,10.131907,53.206198,2024,NA,FALSE,Freiflächensolaranlage,23471,NA,NA
SEE995448381142,ABR916275818427,Solareinheit,NE Lubolz III,Volleinspeisung,10991.03,15907,Dahme-Spreewald,Lübben,NA,NA,Brandenburg,13.808827,51.971848,2024,NA,FALSE,Freiflächensolaranlage,20115,NA,NA
SEE994165940113,ABR901255175416,Solareinheit,Solarpark Schrobenhausen - Sandizell II - P21-010 Teil 1,Volleinspeisung,20000,86529,Neuburg-Schrobenhausen,Schrobenhausen,NA,NA,Bayern,11.196304,48.584163,2024,NA,FALSE,Freiflächensolaranlage,43978,NA,NA
SEE957298386944,ABR931020443112,Solareinheit,"Solarpark Ulmbach - P21-097 - Teil 12.351,00 kWp SOL24-1/175",Volleinspeisung,12351,36396,Main-Kinzig-Kreis,Steinau,NA,NA,Hessen,9.401002,50.374273,2025,NA,FALSE,Freiflächensolaranlage,21480,NA,NA
SEE911526734228,ABR985773676471,Solareinheit,PVA Gertevitz,Volleinspeisung,15085,07389,Saale-Orla-Kreis,Gertewitz,NA,NA,Thüringen,11.656357,50.670572,2025,NA,FALSE,Freiflächensolaranlage,365,NA,NA
SEE924121975583,ABR903837623278,Solareinheit,Solarpark Beilrode I - Teilanlage 5,Volleinspeisung,17457.525,04886,Nordsachsen,Beilrode,Triftweg,999 Z,Sachsen,13.090447,51.580007,2025,NA,FALSE,Freiflächensolaranlage,31455,NA,NA
SEE915993105796,ABR903837623278,Solareinheit,Solarpark Beilrode I - Teilanlage 6,Volleinspeisung,15959.025,04886,Nordsachsen,Beilrode,Triftweg,999 Z,Sachsen,13.10561,51.56773,2025,NA,FALSE,Freiflächensolaranlage,28755,NA,NA
SEE987175801543,ABR969956108102,Solareinheit,GPJ Solarpark Neuerburg,Volleinspeisung,19971,54673,Eifelkreis Bitburg-Prüm,Neuerburg,NA,NA,Rheinland-Pfalz,6.280639,50.002595,2026,NA,FALSE,Freiflächensolaranlage,32211,NA,NA
SEE981451675811,ABR913588234500,Solareinheit,PV Jagsal,Volleinspeisung,25250,04936,Elbe-Elster,Schlieben,NA,NA,Brandenburg,13.345937,51.674846,2026,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE987750795595,ABR934515925575,Solareinheit,PVA Klosterheide TA I,Volleinspeisung,22815.07,16835,Ostprignitz-Ruppin,Lindow,NA,NA,Brandenburg,12.976381,52.984906,2024,NA,FALSE,Freiflächensolaranlage,34868,NA,NA
SEE913788393083,ABR966660306923,Solareinheit,PV-Anlage Wunsiedel Ost,Volleinspeisung,17596.15,95632,Wunsiedel i. Fichtelgebirge,Wunsiedel,NA,NA,Bayern,12.029798,50.051483,2024,NA,FALSE,Freiflächensolaranlage,30602,NA,NA
SEE978581769688,ABR934803317396,Solareinheit,SE_Minderlittgen_WIL,Volleinspeisung,23963.94,54518,Bernkastel-Wittlich,Minderlittgen,Burgerweg,NA,Rheinland-Pfalz,6.82311,50.004353,2024,NA,FALSE,Freiflächensolaranlage,42042,NA,NA
SEE934519505346,ABR966660306923,Solareinheit,PV-Anlage Wunsiedel West,Volleinspeisung,19975.02,95632,Wunsiedel i. Fichtelgebirge,Wunsiedel,NA,NA,Bayern,12.023179,50.051323,2024,NA,FALSE,Freiflächensolaranlage,34944,NA,NA
SEE969794806710,ABR916977892008,Solareinheit,Qair Solarpark Perleberg,Volleinspeisung,22115,19348,Prignitz,Perleberg,NA,NA,Brandenburg,11.818202,53.068087,2024,NA,FALSE,Freiflächensolaranlage,37816,NA,NA
SEE985732199546,ABR937232961253,Solareinheit,Solarpark SIMA,Volleinspeisung,14726,84163,Dingolfing-Landau,Marklkofen,Siglhof,1,Bayern,12.56551,48.544358,2024,NA,FALSE,Freiflächensolaranlage,26298,NA,NA
SEE968785462232,ABR903837623278,Solareinheit,Solarpark Beilrode Süd II,Volleinspeisung,16000,04886,Nordsachsen,Beilrode,NA,NA,Sachsen,13.105727,51.568132,2027,NA,FALSE,Freiflächensolaranlage,32000,NA,NA
SEE947036893957,ABR924365670541,Solareinheit,Solarpark Lichte Platte,Volleinspeisung,16644,63853,Miltenberg,Mömlingen,NA,NA,Bayern,9.0536,49.5282,2024,NA,FALSE,Freiflächensolaranlage,24370,NA,NA
SEE905041952830,ABR919407999766,Solareinheit,SW-SP-KLS20,Volleinspeisung,19999.865,09599,Mittelsachsen,Freiberg,Hainichener Strasse,200 u,Sachsen,13.271349,50.921334,2024,NA,FALSE,Freiflächensolaranlage,36697,NA,NA
SEE944742665434,ABR938726435373,Solareinheit,PVA Mühlhausen_Schröterode_EEG,Volleinspeisung,20316.285,99974,Unstrut-Hainich-Kreis,Mühlhausen,NA,NA,Thüringen,10.29522,51.14495,2026,NA,FALSE,Freiflächensolaranlage,32886,NA,NA
SEE959212916053,ABR918655828767,Solareinheit,SP-SWK14.8,Volleinspeisung,14755.65,02977,Bautzen,Hoyerswerda,NA,NA,Sachsen,14.129489,51.442555,2024,NA,FALSE,Freiflächensolaranlage,25662,NA,NA
SEE990614470392,ABR920338660700,Solareinheit,PVA Eggersdorf_Müncheberg,Volleinspeisung,33260,15374,Märkisch-Oderland,Müncheberg,NA,NA,Brandenburg,14.083117,52.47449,2025,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE911007222916,ABR983789954804,Solareinheit,Solarpark Boldekow,Volleinspeisung,56059,17392,Vorpommern-Greifswald,Boldekow,NA,NA,Mecklenburg-Vorpommern,13.361112,53.432838,2025,NA,FALSE,Freiflächensolaranlage,83520,NA,NA
SEE928016918945,ABR947017026268,Solareinheit,PVA Dohndorf,Volleinspeisung,12312,06369,Anhalt-Bitterfeld,Dohndorf,NA,NA,Sachsen-Anhalt,11.866344,51.709668,2024,NA,FALSE,Freiflächensolaranlage,21600,NA,NA
SEE996964411856,ABR929359484197,Solareinheit,"Solarpark Pförring - P20-010 - 	14.216,40 kWp PPA",Volleinspeisung,14216.4,85104,Eichstätt,Pförring,NA,NA,Bayern,11.70985,48.853315,2025,NA,FALSE,Freiflächensolaranlage,25848,NA,NA
SEE941831927336,ABR959934229196,Solareinheit,Solarpark Neuendorf A - P20-074 Teil 5,Volleinspeisung,23404.8,17398,Vorpommern-Greifswald,Ducherow,NA,NA,Mecklenburg-Vorpommern,13.813122,53.751441,2025,NA,FALSE,Freiflächensolaranlage,40704,NA,NA
SEE977913844406,ABR924016454384,Solareinheit,PVA Bergholz,Volleinspeisung,57824,17321,Vorpommern-Greifswald,Bergholz,NA,NA,Mecklenburg-Vorpommern,14.175964,53.428292,2026,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE971126836845,ABR922216203931,Solareinheit,Kleinschirma 1,Volleinspeisung,26976.3,09600,Mittelsachsen,Oberschöna,NA,NA,Sachsen,13.273821,50.911546,2024,NA,FALSE,Freiflächensolaranlage,46644,NA,NA
SEE982876011871,ABR950145125246,Solareinheit,Grenderich 1.1,Volleinspeisung,10148.35,56858,Cochem-Zell,Grenderich,NA,NA,Rheinland-Pfalz,7.225268,50.054398,2024,NA,FALSE,Freiflächensolaranlage,30665,NA,NA
SEE945100822681,ABR951967962064,Solareinheit,FPV Philipp See 1,Teileinspeisung (einschließlich Eigenverbrauch),14987.145,76669,Karlsruhe,Bad Schönborn,NA,NA,Baden-Württemberg,8.622842,49.207496,2024,NA,FALSE,Freiflächensolaranlage,25732,NA,NA
SEE920596784088,ABR923804874533,Solareinheit,PVA 1 greenarea Heimertingen,Volleinspeisung,18736.8,87751,Unterallgäu,Heimertingen,NA,NA,Bayern,10.141196,48.025642,2024,NA,FALSE,Freiflächensolaranlage,32305,NA,NA
SEE956987182836,ABR901439853123,Solareinheit,"B201, Norderfeld -14",Volleinspeisung,14000,25885,Nordfriesland,Oster-Ohrstedt,NA,NA,Schleswig-Holstein,9.250735,54.516941,2024,NA,FALSE,Freiflächensolaranlage,24561,NA,NA
SEE942110429404,ABR925727738930,Solareinheit,PVA Wuschewier,Volleinspeisung,58018.74,15320,Märkisch-Oderland,Neutrebbin,Am Horst,14,Brandenburg,14.269131,52.646927,2024,NA,FALSE,Freiflächensolaranlage,101712,NA,NA
SEE983224222307,ABR909054335185,Solareinheit,PV-STUED-4139,Volleinspeisung,53347,16845,Ostprignitz-Ruppin,Stüdenitz-Schönermark,NA,NA,Brandenburg,12.259463,52.888875,2027,NA,FALSE,Freiflächensolaranlage,79623,NA,NA
SEE915821026521,ABR934358045072,Solareinheit,Sturmwind 1,Volleinspeisung,12148,23843,Stormarn,Rümpel,Im Seybeck,NA,Schleswig-Holstein,10.360145,53.782622,2026,NA,FALSE,Freiflächensolaranlage,16574,NA,NA
SEE959551762335,ABR903837623278,Solareinheit,Solarpark Beilrode I - Teilanlage 2,Volleinspeisung,15689.295,04886,Nordsachsen,Beilrode,Triftweg,999 Z,Sachsen,13.097393,51.573353,2024,NA,FALSE,Freiflächensolaranlage,28269,NA,NA
SEE995463693756,ABR903837623278,Solareinheit,Solarpark Beilrode I - Teilanlage 3,Volleinspeisung,11988,04886,Nordsachsen,Beilrode,Triftweg,999 Z,Sachsen,13.102471,51.572246,2024,NA,FALSE,Freiflächensolaranlage,21600,NA,NA
SEE908989618226,ABR967563956239,Solareinheit,Solarpark Obermenach UW,Volleinspeisung,14820,94327,Straubing-Bogen,Bogen,NA,NA,Bayern,12.674,48.94204,2024,NA,FALSE,Freiflächensolaranlage,25110,NA,NA
SEE988252903792,ABR940561449545,Solareinheit,Solaranlage Titz,Volleinspeisung,17194.68,52445,Düren,Titz,NA,NA,Nordrhein-Westfalen,6.457,51.027,2024,NA,FALSE,Freiflächensolaranlage,28188,NA,NA
SEE997133406734,ABR927397646904,Solareinheit,PV Steyerberg,Volleinspeisung,20000,31595,Nienburg (Weser),Steyerberg,NA,NA,Niedersachsen,9.05207,52.56365,2026,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE914162611892,ABR928481388199,Solareinheit,SP Glasewitz,Volleinspeisung,15211.8,18276,Rostock,Glasewitz,NA,NA,Mecklenburg-Vorpommern,12.303386,53.822052,2026,NA,FALSE,Freiflächensolaranlage,25353,NA,NA
SEE928312071245,ABR980440978131,Solareinheit,Gottberg Ost,Volleinspeisung,12302.4,16818,Ostprignitz-Ruppin,Märkisch Linden,NA,NA,Brandenburg,12.686817,52.894817,2024,NA,FALSE,Freiflächensolaranlage,22368,NA,NA
SEE980338299805,ABR944547758997,Solareinheit,PV Vivendi II GmbH u. Co. KG,Volleinspeisung,16815.6,72525,Reutlingen,Münsingen,NA,NA,Baden-Württemberg,9.480666,48.374145,2024,NA,FALSE,Freiflächensolaranlage,28026,NA,NA
SEE996749421124,ABR907687155132,Solareinheit,PVA Habscheid,Volleinspeisung,24984.96,54597,Eifelkreis Bitburg-Prüm,Habscheid,NA,NA,Rheinland-Pfalz,6.16135,50.11563,2024,NA,FALSE,Freiflächensolaranlage,43264,NA,NA
SEE987270220959,ABR932444072698,Solareinheit,Hechthausen Bahntrasse,Volleinspeisung,10072.8,21755,Cuxhaven,Hechthausen,An der Sandkuhle,NA,Niedersachsen,9.204386,53.650106,2024,NA,FALSE,Freiflächensolaranlage,16104,NA,NA
SEE990780619595,ABR914857038935,Solareinheit,PVA Borrentin Nord,Volleinspeisung,59166.51,17111,Mecklenburgische Seenplatte,Borrentin,NA,NA,Mecklenburg-Vorpommern,13.00776,53.85725,2024,NA,FALSE,Freiflächensolaranlage,102726,NA,NA
SEE900907873861,ABR912499302384,Solareinheit,HK20 Heidekrautbahn 20,Volleinspeisung,10144.44,16515,Oberhavel,Oranienburg,NA,NA,Brandenburg,13.366021,52.76714,2025,NA,FALSE,Freiflächensolaranlage,16262,NA,NA
SEE927229282546,ABR928046553604,Solareinheit,Solarpark ZaD,Volleinspeisung,20000,10117,Berlin,Berlin,Friedrichstraße,200,Berlin,11.689993,53.554356,2027,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE949598914033,ABR978533633029,Solareinheit,Höllfeld Solarpark Eppishausen,Volleinspeisung,15100,87745,Unterallgäu,Eppishausen,NA,NA,Bayern,10.53627,48.1803,2026,NA,FALSE,Freiflächensolaranlage,25374,NA,NA
SEE948295298460,ABR997653303124,Solareinheit,Solar Elsterheide,Volleinspeisung,19000,02979,Bautzen,Elsterheide,NA,NA,Sachsen,14.210472,51.476545,2026,NA,FALSE,Freiflächensolaranlage,33426,NA,NA
SEE949817602567,ABR905147749402,Solareinheit,Solarpark Jagel,Volleinspeisung,19987.56,24878,Schleswig-Flensburg,Jagel,NA,NA,Schleswig-Holstein,9.558048,54.459655,2026,NA,FALSE,Freiflächensolaranlage,32238,NA,NA
SEE910344991479,ABR908837997749,Solareinheit,Solarpark Dehnsen - Wohlenbüttel,Volleinspeisung,19998,21385,Lüneburg,Amelinghausen,NA,NA,Niedersachsen,10.170291,53.138671,2026,NA,FALSE,Freiflächensolaranlage,35937,NA,NA
SEE976122127447,ABR968973170932,Solareinheit,Solar Laubst AK 1,Volleinspeisung,20000,03116,Spree-Neiße,Drebkau,NA,NA,Brandenburg,14.242616,51.668723,2027,NA,FALSE,Freiflächensolaranlage,31746,NA,NA
SEE947917604184,ABR901425457243,Solareinheit,Solar Lübbenau  AK 1,Volleinspeisung,20000,03222,Oberspreewald-Lausitz,Lübbenau,NA,NA,Brandenburg,13.903499,51.864779,2026,NA,FALSE,Freiflächensolaranlage,32787,NA,NA
SEE926054732028,ABR997481012212,Solareinheit,FFA Wedemark Süd,Volleinspeisung,10411.47,30900,Region Hannover,Wedemark,Fuhrberger Weg,NA,Niedersachsen,9.78453,52.563889,2024,NA,FALSE,Freiflächensolaranlage,17781,NA,NA
SEE972413748001,ABR938933890415,Solareinheit,Solarpark Aach,Volleinspeisung,14242.8,78267,Konstanz,Aach,NA,NA,Baden-Württemberg,8.882961,47.835917,2025,NA,FALSE,Freiflächensolaranlage,25896,NA,NA
SEE909939863420,ABR960531830388,Solareinheit,PVA Brönnhof,Volleinspeisung,16443,97532,Schweinfurt,Üchtelhausen,NA,NA,Bayern,10.242808,50.141638,2026,NA,FALSE,Freiflächensolaranlage,22680,NA,NA
SEE947283020441,ABR909977513639,Solareinheit,Agri-PV Johanniskirchen,Volleinspeisung,19000,84381,Rottal-Inn,Johanniskirchen,Oberstadl,1,Bayern,12.898011,48.531602,2026,NA,FALSE,Freiflächensolaranlage,30650,NA,NA
SEE985319005178,ABR901425457243,Solareinheit,Solar Lübbenau AK 3,Volleinspeisung,19620,03222,Oberspreewald-Lausitz,Lübbenau,NA,NA,Brandenburg,13.91058,51.855529,2026,NA,FALSE,Freiflächensolaranlage,32164,NA,NA
SEE941529685241,ABR981124967007,Solareinheit,FPV Cottbuser Ostsee EEA 1,Volleinspeisung,11011.76,03052,Cottbus,Cottbus,NA,NA,Brandenburg,14.4322,51.7898,2026,NA,FALSE,Freiflächensolaranlage,19092,NA,NA
SEE971604989520,ABR943969523183,Solareinheit,PVA Deponie 1 Jänschwalde Süd,Volleinspeisung,16037.61,03149,Spree-Neiße,Wiesengrund,NA,NA,Brandenburg,14.517855,51.768355,2024,NA,FALSE,Freiflächensolaranlage,27394,NA,NA
SEE963188375042,ABR975275452468,Solareinheit,PV Bohrau 1.BA EEA 1,Volleinspeisung,16016.76,03149,Spree-Neiße,Forst,NA,NA,Brandenburg,14.558773,51.779683,2026,NA,FALSE,Freiflächensolaranlage,27312,NA,NA
SEE953886440968,ABR981044325109,Solareinheit,PV-HUNG-4151,Volleinspeisung,10393.5,56281,Rhein-Hunsrück-Kreis,Hungenroth,NA,NA,Rheinland-Pfalz,7.59796,50.146963,2025,NA,FALSE,Freiflächensolaranlage,17706,NA,NA
SEE974279384997,ABR905733718867,Solareinheit,PV-Park Fuchsgrube,Volleinspeisung,10957.5,89335,Günzburg,Ichenhausen,Günztalstr.,993,Bayern,10.298212,48.321902,2025,NA,FALSE,Freiflächensolaranlage,17532,NA,NA
SEE922438678722,ABR914857038935,Solareinheit,PVA Borrentin Süd,Volleinspeisung,55031,17111,Mecklenburgische Seenplatte,Borrentin,NA,NA,Mecklenburg-Vorpommern,13.0078,53.857,2024,NA,FALSE,Freiflächensolaranlage,95706,NA,NA
SEE936260355775,ABR902798422722,Solareinheit,Friedland Rosdorf (Anlagenteil Friedland),Volleinspeisung,74274.165,37133,Göttingen,Friedland,NA,NA,Niedersachsen,9.842482,51.418669,2025,NA,FALSE,Freiflächensolaranlage,121554,NA,NA
SEE998397826030,ABR901369586290,Solareinheit,Bereich Süd PVA,Volleinspeisung,15600,17213,Mecklenburgische Seenplatte,Malchow,NA,NA,Mecklenburg-Vorpommern,12.391016,53.492989,2025,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE959327157914,ABR901369586290,Solareinheit,Bereich Nord PVA,Volleinspeisung,19500,17213,Mecklenburgische Seenplatte,Malchow,NA,NA,Mecklenburg-Vorpommern,12.385395,53.496379,2025,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
