nr_MASTR,name,betreiber,energietraeger,brennstoff,leistung_brutto,leistung_netto,jahr_inbetriebnahme,einspeisung,plz,ort,strasse,hausnummer,bundesland,stillgelegt,jahr_stillegung,stillegung_type
SEE998111672394,IKW Wählitz,MIBRAG GmbH,Braunkohle,Rohbraunkohlen,35,31,1994,TeileinspeisungEigenverbrauch,06679,Hohenmölsen,Fabrikstraße,26,SachsenAnhalt,FALSE,NA,NA
SEE960935066536,TG7,INEOS SOLVENTS GERMANY GMBH,Erdgas,Dampf,12,7.5,1974,TeileinspeisungEigenverbrauch,47443,Moers,Römerstraße,733,NordrheinWestfalen,FALSE,NA,NA
SEE965755251490,WKW Dettingen M1,EnBW Energie Baden-Württemberg AG,Wasser,NA,3.6,3.6,2014,TeileinspeisungEigenverbrauch,88451,Dettingen,Illerkraftwerk IV,NA,BadenWuerttemberg,FALSE,NA,NA
SEE967441234602,GT1,BP Europa SE,Erdgas,ErdgasErdoelgas,24.88,22.4,1996,TeileinspeisungEigenverbrauch,49808,Lingen,Raffineriestraße,1,Niedersachsen,FALSE,NA,NA
SEE954281393200,Straubing K3,Rhein-Main-Donau GmbH,Wasser,NA,7.1667,7.1667,1994,Volleinspeisung,94315,Straubing,Kagerser Hauptstraße,164,Bayern,FALSE,NA,NA
SEE960254517375,TG6,BP Europa SE,Erdgas,ErdgasErdoelgas,10.1,10.1,1996,TeileinspeisungEigenverbrauch,49808,Lingen,Raffineriestraße,1,Niedersachsen,FALSE,NA,NA
SEE960652233358,Schkopau A,Saale Energie GmbH,Braunkohle,Rohbraunkohlen,500,450,1995,Volleinspeisung,06258,Schkopau,An der Bober,100,SachsenAnhalt,FALSE,2034,KVBG
SEE961226195928,Kraftwerk Feldkirchen MS2,VERBUND Innkraftwerke GmbH,Wasser,NA,12.733,12.733,1970,Volleinspeisung,83543,Rott,Oberwöhrn,100,Bayern,FALSE,NA,NA
SEE962934119541,HKW Charlottenburg Gasturbine 5,BEW Berliner Energie und Wärme GmbH,Erdgas,ErdgasErdoelgas,73,72,1976,TeileinspeisungEigenverbrauch,10589,Berlin,Am Spreebord,5,Berlin,FALSE,NA,NA
SEE973496721325,Gersthofen M2,LEW Wasserkraft,Wasser,NA,1.974,1.969,1901,TeileinspeisungEigenverbrauch,86368,Gersthofen,Adolf-von-Baeyer-Straße,1,Bayern,FALSE,NA,NA
SEE975561989005,Vianden M10,RWE Generation SE,Pumpspeicher,NA,196,196,1975,TeileinspeisungEigenverbrauch,9463,Stolzembourg,Rue de l'Energie,2,NA,FALSE,NA,NA
SEE979899728817,KWK006-3,SWK ENERGIE GmbH,Erdgas,ErdgasErdoelgas,4.3,4.241,2013,Volleinspeisung,47804,Krefeld,St. Töniser Straße,270,NordrheinWestfalen,FALSE,NA,NA
SEE981577567892,Turbine 2,Julius Glatz,Erdgas,ErdgasErdoelgas,7.2,6.92,1955,TeileinspeisungEigenverbrauch,67468,Neidenfels,NA,NA,RheinlandPfalz,FALSE,NA,NA
SEE987278903410,Ma 4,Salzgitter Flachstahl GmbH,Sonstige Energietraeger (nicht erneuerbar),HochofengasKonvertergas,35,31.5,2022,TeileinspeisungEigenverbrauch,38239,Salzgitter,Eisenhüttenstraße,99,Niedersachsen,FALSE,NA,NA
SEE991316727548,Kraftwerk Gars MS1,VERBUND Innkraftwerke GmbH,Wasser,NA,5,5,1938,Volleinspeisung,83536,Gars,Agg,4,Bayern,FALSE,NA,NA
SEE992196002671,Niederaichbach K3,Uniper Kraftwerke GmbH,Wasser,NA,5.4,5.4,1951,Volleinspeisung,84051,Essenbach,Dammstraße,26,Bayern,FALSE,NA,NA
SEE994661495704,Spitzenlastkraftwerk Veits Dieseltandem 3,Allgäuer Überlandwerk GmbH,Mineraloelprodukte,HeizoelLeicht,5.94,5,1978,Volleinspeisung,87448,Waltenhofen,Veits,13,Bayern,FALSE,NA,NA
SEE974949152857,Batteriespeicher,Technische Werke Ludwigshafen am Rhein,Batteriespeicher,NA,9,9,2018,TeileinspeisungEigenverbrauch,67063,Ludwigshafen,Industriestraße,3,RheinlandPfalz,FALSE,NA,NA
SEE975302241416,Walchenseekraftwerk E Pe2,Uniper Kraftwerke GmbH,Wasser,NA,13,13,1924,Volleinspeisung,82431,Kochel,Altjoch,22,Bayern,FALSE,NA,NA
SEE977519384276,Trier Maschiene 3,RWE Generation Hydro GmbH,Wasser,NA,4.7,4.7,1962,Volleinspeisung,54294,Trier,An der B51,NA,RheinlandPfalz,FALSE,NA,NA
SEE980013554151,BHKW Ford Saarlouis Modul 2,Ford-Werke GmbH,Erdgas,ErdgasErdoelgas,4.404,4.322,2016,TeileinspeisungEigenverbrauch,66740,Saarlouis,Henry-Ford-Straße,1,Saarland,FALSE,NA,NA
SEE985205009518,Dampfturbine I Südzucker Offenau,Südzucker AG,Waerme,Dampf,8.64,7.344,1971,TeileinspeisungEigenverbrauch,74254,Offenau,Ludwig-Kayser-Straße,1,BadenWuerttemberg,FALSE,NA,NA
SEE989756000338,Gersthofen M3,LEW Wasserkraft,Wasser,NA,1.974,1.969,1901,TeileinspeisungEigenverbrauch,86368,Gersthofen,Adolf-von-Baeyer-Straße,1,Bayern,FALSE,NA,NA
SEE992187994404,HKW Mitte Dampfturbine,BEW Berliner Energie und Wärme GmbH,Waerme,Dampf,117.16,116,1997,Volleinspeisung,10179,Berlin,Köpenicker Straße,60,Berlin,FALSE,NA,NA
SEE998177335011,Holzkraftwerk,Stadtwerke Bielefeld GmbH Assetmanagement Onshore Wind und PV (ZA),Biomasse,NA,1.45,1.45,2009,Volleinspeisung,33611,Bielefeld,Schildescher Straße,16,NordrheinWestfalen,FALSE,NA,NA
SEE998387657606,VW Baunatal Dampfturbine,VW Kraftwerk GmbH,Waerme,Dampf,30.259,29.304,2013,TeileinspeisungEigenverbrauch,34225,Baunatal,Im Lehnhof,NA,Hessen,FALSE,NA,NA
SEE998559811041,NEZ Adlershof Modul 3,"BTB Blockheizkraftwerks-, Träger- und Betreibergesellschaft",Erdgas,ErdgasErdoelgas,2,1.97,2010,TeileinspeisungEigenverbrauch,12489,Berlin,Albert-Einstein-Straße,22,Berlin,FALSE,NA,NA
SEE999173384836,GM8,Stadtwerke Rosenheim GmbH & Co. KG,Erdgas,ErdgasErdoelgas,4.502,4.457,2022,Volleinspeisung,83022,Rosenheim,Schönfeldstraße,15,Bayern,FALSE,NA,NA
SEE999195292805,016 BHKW Modul 1,Universitätsklinikum Bonn,Erdgas,ErdgasErdoelgas,2.05,2.05,2016,TeileinspeisungEigenverbrauch,53127,Bonn,Venusberg-Campus,1,NordrheinWestfalen,FALSE,NA,NA
SEE967069763799,SWM Leitzach 1 M11,Stadtwerke München GmbH,Pumpspeicher,NA,48,48,1984,TeileinspeisungEigenverbrauch,83620,Feldkirchen-Westerham,Leitzachwerkstraße,50,Bayern,FALSE,NA,NA
SEE998984420832,HKW Nord Generator A,VW Kraftwerk GmbH,Waerme,ErdgasErdoelgas,68.2,61,1998,Volleinspeisung,38440,Wolfsburg,Berliner Ring,2,Niedersachsen,FALSE,NA,NA
SEE999585452499,HKW Linden GT1,enercity AG,Erdgas,ErdgasErdoelgas,82.35,82,2011,TeileinspeisungEigenverbrauch,30449,Hannover,Spinnereistraße,9,Niedersachsen,FALSE,NA,NA
SEE932484697615,SWM Leitzach 2 M22,Stadtwerke München GmbH,Pumpspeicher,NA,22,22,1960,TeileinspeisungEigenverbrauch,83620,Feldkirchen-Westerham,Leitzachwerkstraße,50,Bayern,FALSE,NA,NA
SEE939346315557,Speicher Beilrode I - Teilanlage 5,Solarpark Beilrode GmbH & Co. KG,Batteriespeicher,NA,6.16,5.6,2025,Volleinspeisung,04886,Beilrode,NA,NA,Sachsen,FALSE,NA,NA
SEE939662192023,Windpark Reußenköge Batteriespeicher 1,Bürgerwindpark Reußenköge GmbH & Co. KG,Batteriespeicher,NA,6.4,6.4,2024,Volleinspeisung,25821,Reußenköge,NA,NA,SchleswigHolstein,FALSE,NA,NA
SEE941619779157,Trier Maschine 2,RWE Generation Hydro GmbH,Wasser,NA,4.7,4.7,1962,Volleinspeisung,54294,Trier,An der B51,NA,RheinlandPfalz,FALSE,NA,NA
SEE958909269267,IPH Ersatzbrennstoffverbrennung Turbine,Infraserv GmbH & Co. Höchst KG,Abfall,AbfallHausmuellSiedlungsabfaelle,86,71,2014,Volleinspeisung,65929,Frankfurt,Brüningstraße,50,Hessen,FALSE,NA,NA
SEE961196425506,Zeltingen Maschine 4,RWE Generation Hydro GmbH,Wasser,NA,3.4,3.4,1964,Volleinspeisung,54492,Zeltingen-Rachtig,Uferallee,1,RheinlandPfalz,FALSE,NA,NA
SEE961202959384,PKV Dampfsammelschienen-KWK-Anlage Generator / Turbine GT 8b,Papier- u. Kartonfabrik Varel GmbH & Co. KG,Erdgas,ErdgasErdoelgas,6.24,6.127,2007,TeileinspeisungEigenverbrauch,26316,Varel,Dangaster Straße,38,Niedersachsen,FALSE,NA,NA
SEE963398776042,GT11,ENTEGA AG,Erdgas,ErdgasErdoelgas,47.5,46.5,2011,Volleinspeisung,64293,Darmstadt,Frankfurter Straße,100,Hessen,FALSE,NA,reserve
SEE963962520354,BHKW1 Chemnitzer Straße 40,Freiberger Erdgas GmbH,Erdgas,ErdgasErdoelgas,4.401,4.313,2013,TeileinspeisungEigenverbrauch,09599,Freiberg,Chemnitzer Straße,40,Sachsen,FALSE,NA,NA
SEE965966201352,Biggekraftwerk Generator 2,BIGGE ENERGIE GmbH & Co. KG,Wasser,NA,5,4.8,1965,Volleinspeisung,57439,Attendorn,NA,NA,NordrheinWestfalen,FALSE,NA,NA
SEE996794687834,Merching K(Ro)2,Uniper Kraftwerke GmbH,Wasser,NA,4.5,4,1978,Volleinspeisung,86504,Merching,Friedenaustraße,NA,Bayern,FALSE,NA,NA
SEE997586162263,RKI Iffezheim M1,EnBW Energie Baden-Württemberg AG,Wasser,NA,27,27,1978,TeileinspeisungEigenverbrauch,76473,Iffezheim,An der Staustufe,27,BadenWuerttemberg,FALSE,NA,NA
SEE990603147649,"Heizkraftwerk Bonn-Nord, Gasturbine 1 der GuD-Anlage",Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH,Erdgas,ErdgasErdoelgas,24.7,20.5,1998,Volleinspeisung,53115,Bonn,Karlstr.,2,NordrheinWestfalen,FALSE,NA,NA
SEE990935582224,Kraftwerk HA GT3,K+S Minerals and Agriculture GmbH,Erdgas,ErdgasErdoelgas,6.072,6,2006,TeileinspeisungEigenverbrauch,36269,Philippsthal,Hattorfer Straße,1,Hessen,FALSE,NA,NA
SEE971876915975,Gasmotoren-Blockheizkraftwerk II (Generator 1),GLOBALFOUNDRIES Dresden Module One LLC & Co. KG,Erdgas,ErdgasErdoelgas,3.832,3.772,2004,TeileinspeisungEigenverbrauch,01468,Moritzburg,Ringstraße,3,Sachsen,FALSE,NA,NA
SEE972779194474,"Motor-Heizkraftwerk Chemnitz-Nord, Motor 5",eins energie in sachsen GmbH & Co. KG,Erdgas,ErdgasErdoelgas,12.65,12.538,2023,TeileinspeisungEigenverbrauch,09114,Chemnitz,Blankenburgstraße,2,Sachsen,FALSE,NA,NA
SEE977356213593,Heimbach Maschine 2,RWE Generation Hydro GmbH,Wasser,NA,8,8,1905,Volleinspeisung,52396,Heimbach,Kleestraße,NA,NordrheinWestfalen,FALSE,NA,NA
SEE987119743892,PSW Glems 2,EnBW Energie Baden-Württemberg AG,Pumpspeicher,NA,45,45,1964,TeileinspeisungEigenverbrauch,72555,Metzingen,Unterer Hof,2,BadenWuerttemberg,FALSE,NA,NA
SEE972356296461,Gasturbine,Cerdia Produktions GmbH,Erdgas,ErdgasErdoelgas,39.92,38.498,1998,TeileinspeisungEigenverbrauch,79108,Freiburg,Engesserstraße,8,BadenWuerttemberg,FALSE,NA,NA
SEE969540726491,IPH Strom GTX3,Infraserv GmbH & Co. Höchst KG,Erdgas,ErdgasErdoelgas,50,49.8,2011,Volleinspeisung,65929,Frankfurt,Brüningstraße,50,Hessen,FALSE,NA,NA
SEE972180197972,Ingolstadt E K2,Donau-Wasserkraft AG,Wasser,NA,6.7,6.6,1971,Volleinspeisung,85049,Ingolstadt,Stauseestraße,20,Bayern,FALSE,NA,NA
SEE974434785997,Kraftwerk Perach MS3,VERBUND Innkraftwerke GmbH,Wasser,NA,6.466,6.466,1977,Volleinspeisung,84567,Perach,Niederperach,45,Bayern,FALSE,NA,NA
SEE975793104498,GM4,Stadtwerke Rosenheim GmbH & Co. KG,Erdgas,ErdgasErdoelgas,10.387,10.283,2013,TeileinspeisungEigenverbrauch,83022,Rosenheim,Schönfeldstraße,15,Bayern,FALSE,NA,NA
SEE988996320985,P31,Caterpillar Energy Solutions,Erdgas,ErdgasErdoelgas,1.84,1.84,1994,TeileinspeisungEigenverbrauch,68167,Mannheim,Carl-Benz-Straße,1,BadenWuerttemberg,FALSE,NA,NA
SEE989785638618,Regensburg KWK 3,BMW AG,Erdgas,ErdgasErdoelgas,2.678,2.678,2012,TeileinspeisungEigenverbrauch,93055,Regensburg,Herbert-Quandt-Allee,1,Bayern,FALSE,NA,NA
SEE946709181179,"Motor-Heizkraftwerk Chemnitz-Nord, Motor 4",eins energie in sachsen GmbH & Co. KG,Erdgas,ErdgasErdoelgas,12.65,12.538,2023,TeileinspeisungEigenverbrauch,09114,Chemnitz,Blankenburgstraße,2,Sachsen,FALSE,NA,NA
SEE952488583202,Kraftwerk HA DT1,K+S Minerals and Agriculture GmbH,Waerme,Dampf,28.504,28,1967,TeileinspeisungEigenverbrauch,36269,Philippsthal,Hattorfer Straße,1,Hessen,FALSE,NA,NA
SEE957639615832,Prüfstand 15,Everllence SE,Erdgas,ErdgasErdoelgas,14,13.84,2009,TeileinspeisungEigenverbrauch,86153,Augsburg,Stadtbachstraße,1,Bayern,FALSE,NA,NA
SEE960430412456,Gasmotoren-Blockheizkraftwerk II (Generator 5),GLOBALFOUNDRIES Dresden Module One LLC & Co. KG,Erdgas,ErdgasErdoelgas,3.832,3.772,2004,TeileinspeisungEigenverbrauch,01468,Moritzburg,Ringstraße,3,Sachsen,FALSE,NA,NA
SEE955937262338,„Turbosatz 1“,GMVA Gemeinschafts-Müll-Verbrennungsanlage Niederrhein GmbH,Abfall,AbfallHausmuellSiedlungsabfaelle,25.6,21.1,2006,TeileinspeisungEigenverbrauch,46049,Oberhausen,Liricher Str.,121,NordrheinWestfalen,FALSE,NA,NA
SEE957201039868,GuD Anlage DREWSEN Spezialpapiere (Gasturbine),DREWSEN Spezialpapiere GmbH & Co. KG,Erdgas,ErdgasErdoelgas,7.2,7,2000,TeileinspeisungEigenverbrauch,29331,Lachendorf,Georg-Drewsen-Weg,2,Niedersachsen,FALSE,NA,NA
SEE994418588468,Emsland C DT,RWE Generation SE,Erdgas,ErdgasErdoelgas,372.6,359,1975,Volleinspeisung,49808,Lingen,Schüttorfer Straße,100,Niedersachsen,FALSE,NA,NA
SEE982563254987,KW2 GT26,Kraftwerke Mainz-Wiesbaden AG,Erdgas,ErdgasErdoelgas,95,90,1977,TeileinspeisungEigenverbrauch,55120,Mainz,Kraftwerkallee,1,RheinlandPfalz,FALSE,NA,NA
SEE982923767645,WKW Dettingen M3,EnBW Energie Baden-Württemberg AG,Wasser,NA,3.6,3.6,1927,TeileinspeisungEigenverbrauch,88451,Dettingen,Illerkraftwerk IV,NA,BadenWuerttemberg,FALSE,NA,NA
SEE991810618885,Fankel Maschine 4,RWE Generation Hydro GmbH,Wasser,NA,4.1,4.1,1963,Volleinspeisung,56814,Bruttig-Fankel,Am Stausee,NA,RheinlandPfalz,FALSE,NA,NA
SEE974236609859,"Motor-Heizkraftwerk Chemnitz-Nord, Motor 6",eins energie in sachsen GmbH & Co. KG,Erdgas,ErdgasErdoelgas,12.65,12.538,2023,TeileinspeisungEigenverbrauch,09114,Chemnitz,Blankenburgstraße,2,Sachsen,FALSE,NA,NA
SEE977050146562,GT2,CR3-Kaffeeveredelung M. Hermsen GmbH,Erdgas,ErdgasErdoelgas,5.205,5.025,2001,TeileinspeisungEigenverbrauch,28237,Bremen,Waterbergstraße,14,Bremen,FALSE,NA,NA
SEE980008908440,WKW III,Alzkraftwerke Heider GmbH,Wasser,NA,19,18.5,1920,Volleinspeisung,84579,Unterneukirchen,Mühlthal,1,Bayern,FALSE,NA,NA
SEE980130244065,BHKW 2 - GOM 1,Flughafen München GmbH,Erdgas,ErdgasErdoelgas,4.3,4.207,2014,TeileinspeisungEigenverbrauch,85356,München-Flughafen,Nordallee,18,Bayern,FALSE,NA,NA
SEE983509659989,BHKW KW5 52,Kraftwerke Mainz-Wiesbaden AG,Erdgas,ErdgasErdoelgas,10.02,9.93,2020,TeileinspeisungEigenverbrauch,55120,Mainz,Kraftwerkallee,1,RheinlandPfalz,FALSE,NA,NA
SEE963817764100,HKW Nord GT,Braunschweiger Versorgungs-AG & Co. KG,Erdgas,ErdgasErdoelgas,29,25,1990,Volleinspeisung,38112,Braunschweig,Sandanger,1,Niedersachsen,FALSE,NA,NA
SEE971995083203,BHKW Braunschweig,VW Kraftwerk GmbH,Erdgas,ErdgasErdoelgas,10.5,10.4,2014,TeileinspeisungEigenverbrauch,38112,Braunschweig,Gifhorner Straße,180,Niedersachsen,FALSE,NA,NA
SEE979958690659,KWK Adlershof Modul 3,"BTB Blockheizkraftwerks-, Träger- und Betreibergesellschaft",Erdgas,ErdgasErdoelgas,4.502,4.39,2023,Volleinspeisung,12489,Berlin,Albert-Einstein-Straße,22,Berlin,FALSE,NA,NA
SEE980976424690,PKV Dampfsammelschienen-KWK-Anlage Generator/ Turbine GT 6,Papier- u. Kartonfabrik Varel GmbH & Co. KG,Erdgas,ErdgasErdoelgas,7.9,7.662,2003,TeileinspeisungEigenverbrauch,26316,Varel,Dangaster Straße,38,Niedersachsen,FALSE,NA,NA
SEE955867610100,Batteriespeicher Premnitz,EEW Energy from Waste Premnitz GmbH,Batteriespeicher,NA,7,7,2026,Volleinspeisung,14727,Premnitz,Dr.-Herbert-Rein-Straße,1,Brandenburg,FALSE,NA,NA
SEE963827374382,Kirchmöser DT,Uniper Kraftwerke GmbH,Erdgas,ErdgasErdoelgas,58,56,1994,Volleinspeisung,14774,Brandenburg,Bahntechnikerring,17,Brandenburg,FALSE,NA,NA
SEE964290104919,BHKW KW5 53,Kraftwerke Mainz-Wiesbaden AG,Erdgas,ErdgasErdoelgas,10.02,9.93,2020,TeileinspeisungEigenverbrauch,55120,Mainz,Kraftwerkallee,1,RheinlandPfalz,FALSE,NA,NA
SEE993713255198,W050-TS_Mercedes-Benz Werk Sindelfingen HKW Turbine 5,Firma Mercedes-Benz AG Werk 050 HPC NC50 LN-Nr.: 17319765,Erdgas,ErdgasErdoelgas,21.968,19.771,1981,TeileinspeisungEigenverbrauch,71063,Sindelfingen,Bela-Barenyi-Str.,1,BadenWuerttemberg,FALSE,NA,NA
SEE995943794058,2MKA,PCK Raffinerie GmbH,Mineraloelprodukte,AndereMineraloelprodukte,117,106,1998,TeileinspeisungEigenverbrauch,16303,Schwedt,Passower Chaussee,111,Brandenburg,FALSE,NA,NA
SEE997470241692,Batterie Dörverden,Statkraft Markets GmbH,Batteriespeicher,NA,5,5,2016,Volleinspeisung,27313,Dörverden,Sympherallee,56,Niedersachsen,FALSE,NA,NA
SEE998116131216,NEZ Adlershof Modul 2,"BTB Blockheizkraftwerks-, Träger- und Betreibergesellschaft",Erdgas,ErdgasErdoelgas,2,1.97,2010,TeileinspeisungEigenverbrauch,12489,Berlin,Albert-Einstein-Straße,22,Berlin,FALSE,NA,NA
SEE968905495126,RKI Iffezheim M4,EnBW Energie Baden-Württemberg AG,Wasser,NA,27,27,1978,TeileinspeisungEigenverbrauch,76473,Iffezheim,An der Staustufe,27,BadenWuerttemberg,FALSE,NA,NA
SEE970980016073,KWK006-1,SWK ENERGIE GmbH,Erdgas,ErdgasErdoelgas,4.3,4.241,2013,Volleinspeisung,47804,Krefeld,St. Töniser Straße,270,NordrheinWestfalen,FALSE,NA,NA
SEE974051053875,Turbine 4,Klingele Paper Weener SE & Co. KG,Abfall,AbfallHausmuellSiedlungsabfaelle,15.6,13.85,2021,TeileinspeisungEigenverbrauch,26826,Weener,Industriestraße,46,Niedersachsen,FALSE,NA,NA
SEE975188536989,HKW-Römerbrücke GuD-Anlage,Energie SaarLorLux AG,Erdgas,ErdgasErdoelgas,41,40,2005,Volleinspeisung,66121,Saarbrücken,Bismarckstraße,143,Saarland,FALSE,NA,NA
SEE976320012538,Block2,Salzgitter Flachstahl GmbH,Sonstige Energietraeger (nicht erneuerbar),HochofengasKonvertergas,110,97,2010,TeileinspeisungEigenverbrauch,38239,Salzgitter,Eisenhüttenstraße,99,Niedersachsen,FALSE,NA,NA
SEE977583940965,BHKW Hafen - Modul 7,Jäckering Mühlen- und Nährmittelwerke GmbH,Erdgas,ErdgasErdoelgas,2.193,2.176,2017,TeileinspeisungEigenverbrauch,59067,Hamm,Speicherstraße,15,NordrheinWestfalen,FALSE,NA,NA
SEE979779484642,HKW-Römerbrücke Dampfturbinenanlage DT2,Energie SaarLorLux AG,Erdgas,ErdgasErdoelgas,56,53,1988,Volleinspeisung,66121,Saarbrücken,Bismarckstraße,143,Saarland,FALSE,NA,NA
SEE989393516094,Gasturbinenkraftwerk Thyrow GT D,Lausitz Energie Kraftwerke AG,Erdgas,ErdgasErdoelgas,37.6,37.104,1987,Volleinspeisung,15806,Zossen,Am Umspannwerk,12,Brandenburg,FALSE,NA,reserve
SEE992398329613,Biomasse-HKW Oberkirch,Koehler Oberkirch GmbH,Biomasse,NA,20,20,2024,Volleinspeisung,77704,Oberkirch,Hauptstraße,2,BadenWuerttemberg,FALSE,NA,NA
SEE996080766151,Waldeck 2 F2,Uniper Kraftwerke GmbH,Pumpspeicher,NA,240,240,1974,Volleinspeisung,34549,Edertal,Kraftwerkstraße,10,Hessen,FALSE,NA,NA
SEE998534788504,Waldeck 1 Pumpspeicher,Uniper Kraftwerke GmbH,Pumpspeicher,NA,75,75,1931,Volleinspeisung,34549,Edertal,Kraftwerkstraße,10,Hessen,FALSE,NA,NA
SEE986936308987,KWK-Anlage: Generator 1,Martinswerk GmbH,Braunkohle,Rohbraunkohlen,11,9.9,1961,TeileinspeisungEigenverbrauch,50127,Bergheim,Kölner Straße,110,NordrheinWestfalen,FALSE,NA,NA
SEE989392899242,HKWH Gasturbine 7,Stadtwerke Kiel AG,Erdgas,ErdgasErdoelgas,5.427,5.336,2014,Volleinspeisung,24116,Kiel,Goethestraße,14,SchleswigHolstein,FALSE,NA,NA
SEE963949142524,SWM Uppenborn 1 Gen2,Stadtwerke München GmbH,Wasser,NA,8.8,8.8,1930,TeileinspeisungEigenverbrauch,85368,Wang,Werkstraße,25,Bayern,FALSE,NA,NA
SEE964408218132,ZF-FRD-W04-G22-Prüfstand-844078,ZF Friedrichshafen AG,Mineraloelprodukte,Dieselkraftstoff,1.672,1.672,2008,TeileinspeisungEigenverbrauch,88046,Friedrichshafen,Graf-von-Soden-Platz,1,BadenWuerttemberg,FALSE,NA,NA
SEE970444408703,Kraftwerk Fulda Aggregat 3B,RhönEnergie Fulda GmbH,Mineraloelprodukte,Dieselkraftstoff,2.845,2.76,2010,Volleinspeisung,36043,Fulda,Frankfurter Straße,4,Hessen,FALSE,NA,NA
SEE972694764301,MHKW_Gen1,swb Entsorgung GmbH&Co. KG,Abfall,AbfallHausmuellSiedlungsabfaelle,2.7,2.6,1984,TeileinspeisungEigenverbrauch,28219,Bremen,Oken,2,Bremen,FALSE,NA,NA
SEE991817093418,Kraftwerk Jänschwalde Block A,Lausitz Energie Kraftwerke AG,Braunkohle,Rohbraunkohlen,535,500,1981,TeileinspeisungEigenverbrauch,03185,Teichland,Am Kraftwerk,NA,Brandenburg,FALSE,2028,KVBG
SEE995833202618,TW Gottfrieding K (Ro) 1,Uniper Kraftwerke GmbH,Wasser,NA,5,5,2009,Volleinspeisung,84177,Gottfrieding,Isarweg,1,Bayern,FALSE,NA,NA
SEE965203033722,BHKW Neu-Ulm M4,SWU Energie GmbH,Erdgas,ErdgasErdoelgas,2.676,2.622,2021,Volleinspeisung,89231,Neu-Ulm,Bradleystraße,32 1/2,Bayern,FALSE,NA,NA
SEE965730885047,Vianden M1,RWE Generation SE,Pumpspeicher,NA,100,100,1962,TeileinspeisungEigenverbrauch,9463,Stolzembourg,Rue de l'Energie,2,NA,FALSE,NA,NA
SEE966202630769,BHKW Hastedt Motor 09,swb Erzeugung AG & Co. KG,Erdgas,ErdgasErdoelgas,11.8096,11.6794,2022,Volleinspeisung,28207,Bremen,Hastedter Osterdeich,255,Bremen,FALSE,NA,NA
SEE988465448257,Dessau K(Ro)2,Uniper Kraftwerke GmbH,Wasser,NA,4.2,3.433,1967,Volleinspeisung,86977,Burggen,Dessau,NA,Bayern,FALSE,NA,NA
SEE988616317180,Generator 4,Infraserv GmbH & Co. Wiesbaden KG,Erdgas,ErdgasErdoelgas,11.66,11.41,1996,Volleinspeisung,65203,Wiesbaden,Rheingaustraße,190-196,Hessen,FALSE,NA,NA
SEE991039408854,Gasturbine 1,Universitätsklinkum Freiburg und Bad Krozingen,Erdgas,ErdgasErdoelgas,5.6,5.49,2001,TeileinspeisungEigenverbrauch,79106,Freiburg,Hartmannstraße,1,BadenWuerttemberg,FALSE,NA,NA
SEE966521084113,Fankel Maschine 3,RWE Generation Hydro GmbH,Wasser,NA,4.1,4.1,1963,Volleinspeisung,56814,Bruttig-Fankel,Am Stausee,NA,RheinlandPfalz,FALSE,NA,NA
SEE967078876749,Straubing K2,Rhein-Main-Donau GmbH,Wasser,NA,7.1667,7.1667,1994,Volleinspeisung,94315,Straubing,Kagerser Hauptstraße,164,Bayern,FALSE,NA,NA
SEE969698095906,FHKW DT6,Technische Werke Ludwigshafen am Rhein,Waerme,Dampf,6,5.4866,2018,TeileinspeisungEigenverbrauch,67063,Ludwigshafen,Industriestraße,3,RheinlandPfalz,FALSE,NA,NA
SEE970143794190,Gasmotoren-Blockheizkraftwerk II (Generator 8),GLOBALFOUNDRIES Dresden Module One LLC & Co. KG,Erdgas,ErdgasErdoelgas,3.832,3.772,2004,TeileinspeisungEigenverbrauch,01468,Moritzburg,Ringstraße,3,Sachsen,FALSE,NA,NA
SEE970554561831,Kraftwerk HA DT2,K+S Minerals and Agriculture GmbH,Waerme,Dampf,22.5,21.375,2017,TeileinspeisungEigenverbrauch,36269,Philippsthal,Hattorfer Straße,1,Hessen,FALSE,NA,NA
SEE982798043462,ZF-FRD-W04-G32-Prüfstand-A01,ZF Friedrichshafen AG,Mineraloelprodukte,AndereMineraloelprodukte,1.756,1.756,2022,TeileinspeisungEigenverbrauch,88046,Friedrichshafen,Graf-von-Soden-Platz,1,BadenWuerttemberg,FALSE,NA,NA
SEE982694984074,BHKW 1,Universitätsklinkum Freiburg und Bad Krozingen,Erdgas,ErdgasErdoelgas,2.028,1.999,2015,TeileinspeisungEigenverbrauch,79106,Freiburg,Hartmannstraße,1,BadenWuerttemberg,FALSE,NA,NA
SEE987807988154,Audorf GT,Uniper Kraftwerke GmbH,Mineraloelprodukte,HeizoelLeicht,90,90,2004,Volleinspeisung,24783,Osterrönfeld,Schäferkatenweg,1,SchleswigHolstein,FALSE,NA,NA
SEE976107471893,bnBm GasKW BIB GT11,RWE Generation SE,Erdgas,ErdgasErdoelgas,34.8,34.4,2023,Volleinspeisung,68647,Biblis,Bei den Münchäckern,50,Hessen,FALSE,NA,reserve
SEE976415135319,BHKW Kre,Cargill Deutschland GmbH,Erdgas,ErdgasErdoelgas,14.33,14,1996,TeileinspeisungEigenverbrauch,47809,Krefeld,Düsseldorfer Straße,191,NordrheinWestfalen,FALSE,NA,NA
