nr_MASTR,name,betreiber,energietraeger,brennstoff,leistung_brutto,leistung_netto,jahr_inbetriebnahme,einspeisung,plz,ort,strasse,hausnummer,bundesland,stillgelegt,jahr_stillegung,stillegung_type
SEE977956291342,BHKW Ford Saarlouis Modul 1,Ford-Werke GmbH,Erdgas,ErdgasErdoelgas,4.404,4.322,2016,TeileinspeisungEigenverbrauch,66740,Saarlouis,Henry-Ford-Straße,1,Saarland,FALSE,NA,NA
SEE982367992610,Franken GT2,Uniper Kraftwerke GmbH,Erdgas,ErdgasErdoelgas,58,53,1975,Volleinspeisung,90449,Nürnberg,Felsenstraße,14,Bayern,FALSE,NA,NA
SEE995527175044,Gasmotoren-Blockheizkraftwerk I (Generator 9),GLOBALFOUNDRIES Dresden Module Two LLC & Co. KG,Erdgas,ErdgasErdoelgas,3.884,3.879,1998,TeileinspeisungEigenverbrauch,01468,Moritzburg,Ringstraße,3,Sachsen,FALSE,NA,NA
SEE999117793854,Weisweiler H VGT,RWE Power AG,Erdgas,ErdgasErdoelgas,202,200,2006,TeileinspeisungEigenverbrauch,52249,Eschweiler,Am Kraftwerk,17,NordrheinWestfalen,FALSE,NA,NA
SEE976392258995,Geisling K2,Rhein-Main-Donau GmbH,Wasser,NA,8.333,8.333,1985,Volleinspeisung,93102,Pfatter,Wiesenweg,100,Bayern,FALSE,NA,NA
SEE980461358011,BESS Leuna 1,Münch NatureDepot GmbH,Batteriespeicher,NA,50.94,46.332,2026,Volleinspeisung,06217,Merseburg,NA,NA,SachsenAnhalt,FALSE,NA,NA
SEE986461420765,W059-RD_Geb. 122/1,Firma Mercedes-Benz AG Werk 050 HPC NC50 LN-Nr.: 17319765,Mineraloelprodukte,Dieselkraftstoff,4.344,4.344,2015,TeileinspeisungEigenverbrauch,70327,Stuttgart,Mercedesstraße,137,BadenWuerttemberg,FALSE,NA,NA
SEE987970110314,Trianel Gaskraftwerk Hamm Block 10,Trianel Gaskraftwerk Hamm,Erdgas,ErdgasErdoelgas,453,445,2007,Volleinspeisung,59071,Hamm,Trianelstraße,1,NordrheinWestfalen,FALSE,NA,NA
SEE990151320914,KWK-Anlage,Binderholz Kösching GmbH,Biomasse,NA,15.13,15.13,2007,Volleinspeisung,85092,Kösching,Einsteinstraße,9,Bayern,FALSE,NA,NA
SEE992491089179,F18BHKW,Henkel AG & Co. KGaA,Erdgas,ErdgasErdoelgas,1.999,1.968,2016,TeileinspeisungEigenverbrauch,40589,Düsseldorf,Henkelstraße,67,NordrheinWestfalen,FALSE,NA,NA
SEE992625046054,Mühltal F2,Uniper Kraftwerke GmbH,Wasser,NA,3.73,3.73,2011,TeileinspeisungEigenverbrauch,82064,Straßlach-Dingharting,Mühlthal,7,Bayern,FALSE,NA,NA
SEE992841152355,Gasturbinenkraftwerk Thyrow GT A,Lausitz Energie Kraftwerke AG,Erdgas,ErdgasErdoelgas,37.6,37.104,1987,Volleinspeisung,15806,Zossen,Am Umspannwerk,12,Brandenburg,FALSE,NA,reserve
SEE994422897143,"HKW Pfaffenwald, Generator 60",Universität Stuttgart,Erdgas,ErdgasErdoelgas,12.4,11.6,1968,TeileinspeisungEigenverbrauch,70569,Stuttgart,Pfaffenwaldring,8,BadenWuerttemberg,FALSE,NA,NA
SEE997562455938,BHKW Obere Viehweide M1 (Waldhäuser Str 100),Stadtwerke Tübingen GmbH,Erdgas,ErdgasErdoelgas,3.352,3.293,2013,TeileinspeisungEigenverbrauch,72076,Tübingen,Waldhäuser Straße,100,BadenWuerttemberg,FALSE,NA,NA
SEE987679030500,Gasmotoren-Blockheizkraftwerk I (Generator 3),GLOBALFOUNDRIES Dresden Module Two LLC & Co. KG,Erdgas,ErdgasErdoelgas,3.884,3.879,1998,TeileinspeisungEigenverbrauch,01468,Moritzburg,Ringstraße,3,Sachsen,FALSE,NA,NA
SEE987143958569,PSW Hohenwarte 2 PSS G,Vattenfall Wasserkraft GmbH,Pumpspeicher,NA,40,39.7,1966,Volleinspeisung,07338,Hohenwarte,Preßwitzer Straße,25,Thueringen,FALSE,NA,NA
SEE988933769624,ZF-FRD-W04-G32-Prüfstand-B01,ZF Friedrichshafen AG,Mineraloelprodukte,AndereMineraloelprodukte,1.756,1.756,2021,TeileinspeisungEigenverbrauch,88046,Friedrichshafen,Graf-von-Soden-Platz,1,BadenWuerttemberg,FALSE,NA,NA
SEE992769312817,Kraftwerk UB GT1,K+S Minerals and Agriculture GmbH,Erdgas,ErdgasErdoelgas,5.0243,4.95,2016,TeileinspeisungEigenverbrauch,36414,Unterbreizbach,Schachtstraße,10,Thueringen,FALSE,NA,NA
SEE997722783727,Dornau K1,Uniper Kraftwerke GmbH,Wasser,NA,12,10.945,1960,Volleinspeisung,86956,Schongau,Lechuferstraße,21,Bayern,FALSE,NA,NA
SEE997894865399,Kraftwerk UB DT2,K+S Minerals and Agriculture GmbH,Waerme,Dampf,5,4.5,1971,TeileinspeisungEigenverbrauch,36414,Unterbreizbach,Schachtstraße,10,Thueringen,FALSE,NA,NA
SEE998204314217,PST_209,Rolls-Royce Solutions,Erdgas,ErdgasErdoelgas,4.75,4.4175,2023,TeileinspeisungEigenverbrauch,88048,Friedrichshafen,Domänenstraße,2,BadenWuerttemberg,FALSE,NA,NA
SEE979958390276,Emsland D DT,RWE Generation SE,Erdgas,ErdgasErdoelgas,345.135,340,2010,Volleinspeisung,49808,Lingen,Schüttorfer Straße,100,Niedersachsen,FALSE,NA,NA
SEE983237534152,GT11800,INEOS Manufacturing Deutschland,Erdgas,ErdgasErdoelgas,32,29.989,2022,Volleinspeisung,50769,Köln,Alte Str.,201,NordrheinWestfalen,FALSE,NA,NA
SEE985143270643,BHKW Neu-Ulm M1,SWU Energie GmbH,Erdgas,ErdgasErdoelgas,2.676,2.622,2021,Volleinspeisung,89231,Neu-Ulm,Bradleystraße,32 1/2,Bayern,FALSE,NA,NA
SEE986249505394,Heizkraftwerk Leipzig Nord DT8C,Stadtwerke Leipzig GmbH,Erdgas,ErdgasErdoelgas,26.11,25.609,2022,TeileinspeisungEigenverbrauch,04105,Leipzig,Eutritzscher Straße,14b,Sachsen,FALSE,NA,NA
SEE997867646000,"Heizkraftwerk Bonn-Nord, Dampfturbine GuD-Anlage",Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH,Erdgas,ErdgasErdoelgas,62,62,2013,TeileinspeisungEigenverbrauch,53115,Bonn,Karlstr.,2,NordrheinWestfalen,FALSE,NA,NA
SEE990760688887,MHKW EBT,Entsorgungsgesellschaft Mainz mbH,Abfall,AbfallHausmuellSiedlungsabfaelle,5,5,2003,TeileinspeisungEigenverbrauch,55120,Mainz,Kraftwerkallee,1,RheinlandPfalz,FALSE,NA,NA
SEE997770651436,BHKW KW5 57,Kraftwerke Mainz-Wiesbaden AG,Erdgas,ErdgasErdoelgas,10.02,9.93,2020,TeileinspeisungEigenverbrauch,55120,Mainz,Kraftwerkallee,1,RheinlandPfalz,FALSE,NA,NA
SEE999735538103,Fankel Maschine 2,RWE Generation Hydro GmbH,Wasser,NA,4.1,4.1,1963,Volleinspeisung,56814,Bruttig-Fankel,Am Stausee,NA,RheinlandPfalz,FALSE,NA,NA
SEE990635906900,W059-RD_Beb. 122/4,Firma Mercedes-Benz AG Werk 050 HPC NC50 LN-Nr.: 17319765,Mineraloelprodukte,Dieselkraftstoff,7.862,7.862,2015,TeileinspeisungEigenverbrauch,70327,Stuttgart,Mercedesstraße,137,BadenWuerttemberg,FALSE,NA,NA
SEE990811648037,KW Häusern MS B2,Schluchseewerk AG,Pumpspeicher,NA,30,30,1932,None,79837,Häusern,Schwarzabruck,2,BadenWuerttemberg,FALSE,NA,NA
SEE992738364885,PSW Hohenwarte 2 PSS F,Vattenfall Wasserkraft GmbH,Pumpspeicher,NA,40,39.7,1966,Volleinspeisung,07338,Hohenwarte,Preßwitzer Straße,25,Thueringen,FALSE,NA,NA
SEE997526539162,Kraftwerk-Kirchlengern_GT2,Energieservice Westfalen Weser GmbH,Mineraloelprodukte,HeizoelLeicht,19.5,19,1973,Volleinspeisung,32278,Kirchlengern,Bahnhofstraße,40,NordrheinWestfalen,TRUE,2026,other
SEE965777272787,Walchenseekraftwerk E Pe1,Uniper Kraftwerke GmbH,Wasser,NA,13,13,1924,Volleinspeisung,82431,Kochel,Altjoch,22,Bayern,FALSE,NA,NA
SEE987993663941,Querdel SKW Biomethan3,Querdel Energie GmbH,Biomasse,NA,3.352,3.352,2023,Volleinspeisung,48336,Sassenberg,NA,NA,NordrheinWestfalen,FALSE,NA,NA
SEE990877363660,GTS1,Crespel & Deiters GmbH & Co. KG,Erdgas,ErdgasErdoelgas,1.14,1.088,1994,TeileinspeisungEigenverbrauch,49479,Ibbenbüren,Groner Allee,76,NordrheinWestfalen,FALSE,NA,NA
SEE991039363757,Gersthofen BS1,LEW Wasserkraft,Batteriespeicher,NA,12.52,12.52,2025,TeileinspeisungEigenverbrauch,86368,Gersthofen,Adolf-von-Baeyer-Straße,1,Bayern,FALSE,NA,NA
SEE994055148599,Heizkraftwerk an der Friedensbrücke DampfturbineIV,Stadtwerke Würzburg AG,Erdgas,ErdgasErdoelgas,20.5,20.5,2021,Volleinspeisung,97080,Würzburg,Veitshöchheimer Straße,1,Bayern,FALSE,NA,NA
SEE998802179607,BMHKW Horn,Kraftwerk Horn GmbH,Biomasse,NA,25.7,21.2,2000,TeileinspeisungEigenverbrauch,32805,Horn-Bad Meinberg,Kampstraße,65,NordrheinWestfalen,FALSE,NA,NA
SEE974189836364,PSW Goldisthal PSS B,Vattenfall Wasserkraft GmbH,Pumpspeicher,NA,265,263,2003,Volleinspeisung,98746,Goldisthal,Am Rotseifenbach,NA,Thueringen,FALSE,NA,NA
SEE970401548961,GuD Steinitz - HKW 2,Neptune Energy Deutschland GmbH,Erdgas,ErdgasErdoelgas,5.8,5.8,1994,TeileinspeisungEigenverbrauch,29410,Salzwedel,Bobbenmärsche,11,SachsenAnhalt,FALSE,NA,NA
SEE976877764072,BHKW 2 - GOM 2,Flughafen München GmbH,Erdgas,ErdgasErdoelgas,4.3,4.207,2014,TeileinspeisungEigenverbrauch,85356,München-Flughafen,Nordallee,18,Bayern,FALSE,NA,NA
SEE979557966681,BHKW KW5 55,Kraftwerke Mainz-Wiesbaden AG,Erdgas,ErdgasErdoelgas,10.02,9.93,2020,TeileinspeisungEigenverbrauch,55120,Mainz,Kraftwerkallee,1,RheinlandPfalz,FALSE,NA,NA
SEE982412379564,BHKW Hafen - Modul 6,Jäckering Mühlen- und Nährmittelwerke GmbH,Erdgas,ErdgasErdoelgas,1.415,1.398,2017,TeileinspeisungEigenverbrauch,59067,Hamm,Speicherstraße,15,NordrheinWestfalen,FALSE,NA,NA
SEE985412461604,GTS2,Crespel & Deiters GmbH & Co. KG,Erdgas,ErdgasErdoelgas,1.14,1.1229,1994,TeileinspeisungEigenverbrauch,49479,Ibbenbüren,Groner Allee,76,NordrheinWestfalen,FALSE,NA,NA
SEE989462539771,BESS Groß Laasch,TEP Juno GmbH & Co. KG,Batteriespeicher,NA,13.416,13.416,2026,Volleinspeisung,19288,Groß Laasch,NA,NA,MecklenburgVorpommern,FALSE,NA,NA
SEE981832585265,Walchenseekraftwerk D F3,Uniper Kraftwerke GmbH,Wasser,NA,18,18,1924,Volleinspeisung,82431,Kochel,Altjoch,22,Bayern,FALSE,NA,NA
SEE982218176312,HKW Buch Dampfturbine,BEW Berliner Energie und Wärme GmbH,Waerme,Dampf,5,5,2005,Volleinspeisung,13125,Berlin,Schwanebecker Chaussee,11-15,Berlin,FALSE,NA,NA
SEE983006552202,PSW Markersbach PSS F,Vattenfall Wasserkraft GmbH,Pumpspeicher,NA,175,174.2,1980,Volleinspeisung,08352,Raschau-Markersbach,Oberbeckenstraße,8,Sachsen,FALSE,NA,NA
SEE994984344970,Walchenseekraftwerk D F4,Uniper Kraftwerke GmbH,Wasser,NA,18,18,1924,Volleinspeisung,82431,Kochel,Altjoch,22,Bayern,FALSE,NA,NA
SEE995570780608,BHKW Ford Saarlouis Modul 3,Ford-Werke GmbH,Erdgas,ErdgasErdoelgas,4.404,4.322,2016,TeileinspeisungEigenverbrauch,66740,Saarlouis,Henry-Ford-Straße,1,Saarland,FALSE,NA,NA
SEE989745723057,Kraftwerk Teufelsbruck MS1,VERBUND Innkraftwerke GmbH,Wasser,NA,5,5,1938,Volleinspeisung,83564,Soyen,Ponschabaustraße,25,Bayern,FALSE,NA,NA
SEE997585564112,illwerke vkw Rodundwerk II M1,EnBW Energie Baden-Württemberg AG,Pumpspeicher,NA,295,295,2011,Volleinspeisung,A-6773,Vandans,Anton-Ammann-Straße,13,NA,FALSE,NA,NA
SEE988580370860,Turbosatz 4,EEW Energy from Waste Premnitz GmbH,Abfall,AbfallHausmuellSiedlungsabfaelle,1.5,1.35,2005,TeileinspeisungEigenverbrauch,14727,Premnitz,Dr.-Herbert-Rein-Straße,1,Brandenburg,FALSE,NA,NA
SEE991539102320,Dinslakener Holz-Energiezentrum CTE,DHE Dinslakener Holz-Energiezentrum GmbH & Co. KG,Biomasse,NA,21.975,19.882,2025,TeileinspeisungEigenverbrauch,46535,Dinslaken,NA,NA,NordrheinWestfalen,FALSE,NA,NA
SEE993970035267,BESS - Batteriespeicher,SchwörerHaus KG,Batteriespeicher,NA,3.78,3.78,2024,TeileinspeisungEigenverbrauch,72531,Hohenstein,Hans-Schwörer-Straße,8,BadenWuerttemberg,FALSE,NA,NA
SEE994027750690,W050-TS_Mercedes-Benz Werk Sindelfingen HKW Turbine 3,Firma Mercedes-Benz AG Werk 050 HPC NC50 LN-Nr.: 17319765,Erdgas,ErdgasErdoelgas,5,4.75,1971,TeileinspeisungEigenverbrauch,71063,Sindelfingen,Bela-Barenyi-Str.,1,BadenWuerttemberg,FALSE,NA,NA
SEE999181532861,HKWH Gasturbine 5,Stadtwerke Kiel AG,Erdgas,ErdgasErdoelgas,5.52,5.424,2005,Volleinspeisung,24116,Kiel,Goethestraße,14,SchleswigHolstein,FALSE,NA,NA
SEE900073920406,T5,SWN Stadtwerke Neumünster GmbH,Steinkohle,Steinkohlen,21.8,20.365,1983,TeileinspeisungEigenverbrauch,24534,Neumünster,Bismarckstraße,51,SchleswigHolstein,TRUE,2021,other
SEE903181060330,BHKW - Hüttenfeld 18,WEG Hüttenfeld 18,Erdgas,ErdgasErdoelgas,60,60,2012,Volleinspeisung,51427,Bergisch Gladbach,Hüttenfeld,18,NordrheinWestfalen,TRUE,2022,other
SEE904421343152,Weisweiler E,RWE Power AG,Braunkohle,Rohbraunkohlen,375,321,1965,TeileinspeisungEigenverbrauch,52249,Eschweiler,Am Kraftwerk,17,NordrheinWestfalen,TRUE,2022,KVBG
SEE905554171988,Hafen Block 6,swb Erzeugung AG & Co. KG,Steinkohle,Steinkohlen,330,303,1979,TeileinspeisungEigenverbrauch,28237,Bremen,Otavistraße,9,Bremen,TRUE,2021,KVBG
SEE907162822238,Wilhelmshaven 1 DT,Uniper Kraftwerke GmbH,Steinkohle,Steinkohlen,782,715,1976,Volleinspeisung,26386,Wilhelmshaven,Zum Kraftwerk,20,Niedersachsen,TRUE,2021,KVBG
SEE910102553963,Gasturbinenanlage Castrop-Rauxel,Rain Carbon Germany GmbH,Erdgas,ErdgasErdoelgas,10.3,10,1992,TeileinspeisungEigenverbrauch,44579,Castrop-Rauxel,Kekulestraße,30,NordrheinWestfalen,TRUE,2026,other
SEE918056935682,"Kraftwerk III, DT310",Evonik Operations GmbH,Erdgas,ErdgasErdoelgas,35.45,35.45,1973,Volleinspeisung,45772,Marl,Paul-Baumann-Straße,1,NordrheinWestfalen,TRUE,2025,other
SEE921472787742,illwerke vkw Vermuntwerk M3,EnBW Energie Baden-Württemberg AG,Wasser,NA,30,30,1930,Volleinspeisung,A-6794,Partenen,Vermuntbahnstrasse,47,NA,TRUE,2026,other
SEE921706084241,GT22,WSW Energie & Wasser AG,Mineraloelprodukte,HeizoelLeicht,30,29.4,2008,Volleinspeisung,42275,Wuppertal,Am Clef,32,NordrheinWestfalen,TRUE,2023,EnWG
SEE931736847297,Neurath D,RWE Power AG,Braunkohle,Rohbraunkohlen,647,607,1975,TeileinspeisungEigenverbrauch,41517,Grevenbroich,Energiestraße,101,NordrheinWestfalen,TRUE,2024,KVBG
SEE901120268069,"Kraftwerk I, GT11",Evonik Operations GmbH,Steinkohle,Steinkohlen,18.4,18.4,1942,Volleinspeisung,45772,Marl,Paul-Baumann-Straße,1,NordrheinWestfalen,TRUE,2024,KVBG
SEE904088512342,Kraftwerk Marbach MAR 3 DT,EnBW Energie Baden-Württemberg AG,Mineraloelprodukte,HeizoelLeicht,275,263.5,1975,Volleinspeisung,71672,Marbach,Thomas-Alva-Edison-Ring,6,BadenWuerttemberg,TRUE,2024,EnWG
SEE904194792843,KWM Block 3,EPH,Steinkohle,Steinkohlen,750,690,1979,Volleinspeisung,31249,Hohenhameln,Triftstraße,25,Niedersachsen,TRUE,2024,KVBG
SEE905484009146,HKW Charlottenburg Gasturbine 6,BEW Berliner Energie und Wärme GmbH,Mineraloelprodukte,HeizoelLeicht,68,67,1976,TeileinspeisungEigenverbrauch,10589,Berlin,Am Spreebord,5,Berlin,TRUE,2018,EnWG
SEE908048039481,HKW Reuter Dampfturbine C,BEW Berliner Energie und Wärme GmbH,Steinkohle,Steinkohlen,132,124,1969,TeileinspeisungEigenverbrauch,13599,Berlin,Otternbuchtstraße,11,Berlin,TRUE,2019,EnWG
SEE937157344278,Kraftwerk Walheim Block 1,EnBW Energie Baden-Württemberg AG,Steinkohle,Steinkohlen,107,96,1964,Volleinspeisung,74399,Walheim,Mühlstraße,1,BadenWuerttemberg,TRUE,2024,EnWG
SEE941305896496,Turbine 7,Enertec Hameln GmbH,Biomasse,NA,18,14.5,2002,Volleinspeisung,31789,Hameln,Heinrich-Schoormann-Weg,1,Niedersachsen,TRUE,2024,EnWG
SEE941974735591,Rauchgasturbine,Stadtwerke Cottbus GmbH,Braunkohle,Wirbelschichtkohle,15,13,1998,Volleinspeisung,03052,Cottbus,Werner-von-Siemens-Straße,16,Brandenburg,TRUE,2022,EnWG
SEE957900196671,Kraftwerk Marbach GT 2,EnBW Energie Baden-Württemberg AG,Mineraloelprodukte,HeizoelLeicht,77.8,77.4,1971,Volleinspeisung,71672,Marbach,Thomas-Alva-Edison-Ring,6,BadenWuerttemberg,TRUE,2024,EnWG
SEE959000487536,HKW West Block 1,VW Kraftwerk GmbH,Steinkohle,Steinkohlen,153,138.5,1985,Volleinspeisung,38440,Wolfsburg,Berliner Ring,2,Niedersachsen,TRUE,2024,KVBG
SEE959837176825,S300 VT2,BASF SE,Waerme,Dampf,29,28.5,1964,TeileinspeisungEigenverbrauch,67063,Ludwigshafen,Carl-Bosch-Straße,38,RheinlandPfalz,TRUE,2024,EnWG
SEE901344829220,Bestandsanlage_HKW_Aalen,Palm Power GmbH & Co. KG,Erdgas,ErdgasErdoelgas,23,15,1960,None,73432,Aalen,Neukochen,10,BadenWuerttemberg,TRUE,2021,EnWG
SEE904968236689,Kraftwerk Farge,Onyx Kraftwerk Farge GmbH & Co. KGaA,Steinkohle,Steinkohlen,380,350,1969,Volleinspeisung,28777,Bremen,Wilhelmshavener Straße,6,Bremen,TRUE,2024,KVBG
SEE920837459195,HKW Nord Generator B,VW Kraftwerk GmbH,Steinkohle,Steinkohlen,68.2,61,1998,Volleinspeisung,38440,Wolfsburg,Berliner Ring,2,Niedersachsen,TRUE,2024,other
SEE924647197780,Dortmund DT,RWE Generation SE,Erdgas,ErdgasErdoelgas,11.4,11.4,2013,TeileinspeisungEigenverbrauch,44143,Dortmund,Weißenburger Straße,70,NordrheinWestfalen,TRUE,2022,EnWG
SEE935395375856,Generator 2,Nordzucker,Erdgas,ErdgasErdoelgas,12.56,11.56,1984,TeileinspeisungEigenverbrauch,31249,Hohenhameln,Zuckerfabrik,3,Niedersachsen,TRUE,2022,other
SEE938923083674,"Kraftwerk I, T14",Evonik Operations GmbH,Steinkohle,Steinkohlen,63.2,55.56,1971,Volleinspeisung,45772,Marl,Paul-Baumann-Straße,1,NordrheinWestfalen,TRUE,2024,KVBG
SEE939468630132,Heizkraftwerk Leipzig Nord DT83,Stadtwerke Leipzig GmbH,Waerme,None,45.6,44.414,1996,Volleinspeisung,04105,Leipzig,Eutritzscher Straße,14b,Sachsen,TRUE,2021,other
SEE948546582201,IPH Strom VT2,Infraserv GmbH & Co. Höchst KG,Erdgas,ErdgasErdoelgas,18.56,17.38,1983,Volleinspeisung,65929,Frankfurt,Brüningstraße,50,Hessen,TRUE,2026,other
SEE950041295098,GTKW Wedel,Hamburger Energiewerke GmbH,Mineraloelprodukte,HeizoelLeicht,55,51,1972,Volleinspeisung,22880,Wedel,Tinsdaler Weg,146,SchleswigHolstein,TRUE,2025,other
SEE964729462818,Kraftwerk Jänschwalde Block F,Lausitz Energie Kraftwerke AG,Braunkohle,Rohbraunkohlen,535,500,1989,TeileinspeisungEigenverbrauch,03185,Teichland,Am Kraftwerk,NA,Brandenburg,TRUE,2024,other
SEE965779402670,MHKW Pirmasens Verbrennung,EEW Energy from Waste Saarbrücken GmbH,Abfall,AbfallHausmuellSiedlungsabfaelle,17.75,15,1999,TeileinspeisungEigenverbrauch,66954,Pirmasens,Staffelberg,4,RheinlandPfalz,TRUE,2022,other
SEE901786750397,Niederaußem E,RWE Power AG,Braunkohle,Rohbraunkohlen,324,295,1970,Volleinspeisung,50129,Bergheim,Werkstr.,NA,NordrheinWestfalen,TRUE,2024,other
SEE907142597378,KWD Bestandsanlage,EVH GmbH,Erdgas,ErdgasErdoelgas,49.189,48.279,2005,TeileinspeisungEigenverbrauch,06130,Halle,Dieselstraße,141,SachsenAnhalt,TRUE,2020,other
SEE923577153439,"Kraftwerk I,  T15",Evonik Operations GmbH,Steinkohle,Steinkohlen,76.1,68.4,1983,Volleinspeisung,45772,Marl,Paul-Baumann-Straße,1,NordrheinWestfalen,TRUE,2024,KVBG
SEE933685962403,Weisweiler F,RWE Power AG,Braunkohle,Rohbraunkohlen,361,321,1967,TeileinspeisungEigenverbrauch,52249,Eschweiler,Am Kraftwerk,17,NordrheinWestfalen,TRUE,2025,KVBG
SEE937128904463,ST_BHKW_T9,Sappi Stockstadt GmbH,Biomasse,NA,19.47,17.523,2019,Volleinspeisung,63811,Stockstadt,Obernburger Straße,1-9,Bayern,TRUE,2024,EnWG
SEE943690268513,Isar 2,PreussenElektra,Kernenergie,NA,1485,1410,1988,None,84051,Essenbach,Dammstraße,NA,Bayern,TRUE,2023,other
SEE945212899878,HKW Wilmersdorf Gasturbine 3,BEW Berliner Energie und Wärme GmbH,Mineraloelprodukte,HeizoelLeicht,93,92,1977,TeileinspeisungEigenverbrauch,14199,Berlin,Forckenbeckstraße,3-6,Berlin,TRUE,2021,EnWG
SEE952266131625,"Kraftwerk I, KT13",Evonik Operations GmbH,Steinkohle,Steinkohlen,21,20.514,1949,Volleinspeisung,45772,Marl,Paul-Baumann-Straße,1,NordrheinWestfalen,TRUE,2024,KVBG
SEE963541517812,Irsching 3,Gemeinschaftskraftwerk Irsching GmbH,Mineraloelprodukte,HeizoelLeicht,440,415,1974,Volleinspeisung,85088,Vohburg,Paarstraße,30,Bayern,TRUE,2024,EnWG
SEE977258693776,Wilhelmshaven 1 ZT,Uniper Kraftwerke GmbH,Steinkohle,Steinkohlen,140,140,1998,Volleinspeisung,26386,Wilhelmshaven,Zum Kraftwerk,20,Niedersachsen,TRUE,2021,KVBG
SEE978327902850,Westfalen E,RWE Generation SE,Steinkohle,Steinkohlen,800,763.7,2014,TeileinspeisungEigenverbrauch,59071,Hamm,Siegenbeckstraße,10,NordrheinWestfalen,TRUE,2021,KVBG
SEE917033307511,UER N230 VST4,Currenta GmbH & Co. OHG,Erdgas,ErdgasErdoelgas,14.9,13.3,1967,TeileinspeisungEigenverbrauch,47829,Krefeld,Rheinuferstraße,7,NordrheinWestfalen,TRUE,2026,other
SEE923082939436,"HKW Chemnitz Nord II, Block B",eins energie in sachsen GmbH & Co. KG,Braunkohle,Rohbraunkohlen,67,58.172,1988,TeileinspeisungEigenverbrauch,09114,Chemnitz,Dammweg,10,Sachsen,TRUE,2023,EnWG
SEE925694194494,UPM Augsburg Gaskraftwerk,UPM GmbH,Erdgas,ErdgasErdoelgas,31,29.5,1992,TeileinspeisungEigenverbrauch,86153,Augsburg,Georg-Haindl-Straße,4,Bayern,TRUE,2023,other
SEE927528071629,Gundremmingen C,RWE Power AG,Kernenergie,NA,1344,1288,1984,None,89355,Gundremmingen,Dr.-August-Weckesser-Straße,1,Bayern,TRUE,2022,other
SEE934668342441,HKW - K6 DT2,Erlanger Stadtwerke AG,Steinkohle,Steinkohlen,19.2,17.4,1979,Volleinspeisung,91052,Erlangen,Äußere Brucker Straße,33,Bayern,TRUE,2020,EnWG
SEE949123804273,Gasturbine 2 - GuD MPE,Mitsubishi HiTec Paper Europe GmbH,Erdgas,ErdgasErdoelgas,14.25,14.05,2005,TeileinspeisungEigenverbrauch,33699,Bielefeld,Niedernholz,23,NordrheinWestfalen,TRUE,2021,other
SEE953373967701,"Kraftwerk I, GT9",Evonik Operations GmbH,Steinkohle,Steinkohlen,15.75,15.75,1941,Volleinspeisung,45772,Marl,Paul-Baumann-Straße,1,NordrheinWestfalen,TRUE,2024,KVBG
SEE968950464368,KW Hastedt Block 15,swb Erzeugung AG & Co. KG,Steinkohle,Steinkohlen,130,119,1989,TeileinspeisungEigenverbrauch,28207,Bremen,Hastedter Osterdeich,255,Bremen,TRUE,2024,EnWG
SEE973768834586,PSW Niederwartha PSS D,Vattenfall Wasserkraft GmbH,Pumpspeicher,NA,20,19.9,1958,Volleinspeisung,01156,Dresden,Am Fährhaus,4,Sachsen,TRUE,2024,EnWG
SEE978389589440,Walsum 9,STEAG Power GmbH,Steinkohle,Steinkohlen,410,370,1988,TeileinspeisungEigenverbrauch,47179,Duisburg,Dr.-Wilhelm-Roelen-Str.,129,NordrheinWestfalen,TRUE,2021,KVBG
SEE907150117643,Neurath A,RWE Power AG,Braunkohle,Rohbraunkohlen,294,294,1972,Volleinspeisung,41517,Grevenbroich,Energiestraße,101,NordrheinWestfalen,TRUE,2022,KVBG
SEE907223904750,SWM HKW Sued GuD1 DT1,SWM Services GmbH,Erdgas,ErdgasErdoelgas,82.7,79.7,1980,TeileinspeisungEigenverbrauch,81371,München,Schäftlarnstraße,15,Bayern,TRUE,2024,EnWG
SEE923485223774,Fenne MKV Gasturbine,STEAG Power GmbH,Mineraloelprodukte,HeizoelLeicht,35,34.86,1982,Volleinspeisung,66333,Völklingen,Saarbrücker Straße,135,Saarland,TRUE,2025,EnWG
SEE933174373390,PSW Hohenwarte 1 PSS A,Vattenfall Wasserkraft GmbH,Pumpspeicher,NA,30,29.9,1959,Volleinspeisung,07338,Hohenwarte,Ortsstraße,NA,Thueringen,TRUE,2024,other
SEE933960350956,"HKW Chemnitz Nord II, Block C",eins energie in sachsen GmbH & Co. KG,Braunkohle,Rohbraunkohlen,100,92.332,1990,TeileinspeisungEigenverbrauch,09114,Chemnitz,Dammweg,10,Sachsen,TRUE,2024,EnWG
SEE934361309352,"Kraftwerk III, GT312",Evonik Operations GmbH,Erdgas,ErdgasErdoelgas,79,77.567,1974,Volleinspeisung,45772,Marl,Paul-Baumann-Straße,1,NordrheinWestfalen,TRUE,2025,other
SEE934897209904,Wilhelmshaven GT,Uniper Kraftwerke GmbH,Mineraloelprodukte,HeizoelLeicht,57,56,1976,Volleinspeisung,26386,Wilhelmshaven,Zum Kraftwerk,20,Niedersachsen,TRUE,2024,EnWG
